nice: cannot set niceness: Permission denied
Precompiling packages...
   1929.1 ms  ✓ LazyArtifacts
   1975.3 ms  ✓ IteratorInterfaceExtensions
   1990.3 ms  ✓ MuladdMacro
   1989.4 ms  ✓ ConcreteStructs
   2063.2 ms  ✓ ExprTools
   2130.9 ms  ✓ StatsAPI
   2269.5 ms  ✓ PositiveFactorizations
   2685.2 ms  ✓ AbstractFFTs
   2826.7 ms  ✓ ADTypes
   1778.8 ms  ✓ CommonSolve
   3770.6 ms  ✓ FunctionWrappers
   1814.9 ms  ✓ OpenLibm_jll
   4027.0 ms  ✓ Combinatorics
   3932.2 ms  ✓ InitialValues
   2007.3 ms  ✓ CompilerSupportLibraries_jll
   2303.2 ms  ✓ InverseFunctions
   2302.4 ms  ✓ SuiteSparse_jll
   4518.8 ms  ✓ FillArrays
   2125.7 ms  ✓ ManualMemory
   2837.3 ms  ✓ IterTools
   1904.1 ms  ✓ EnumX
   1885.4 ms  ✓ Reexport
   2495.1 ms  ✓ Compat
   2502.7 ms  ✓ Requires
   1804.6 ms  ✓ SIMDTypes
   2687.1 ms  ✓ OrderedCollections
   3403.5 ms  ✓ Preferences
   2798.4 ms  ✓ DocStringExtensions
   2724.0 ms  ✓ AbstractTrees
   1891.1 ms  ✓ CompositionsBase
   7899.0 ms  ✓ Bessels
   3908.8 ms  ✓ SpatialIndexing
   1905.0 ms  ✓ PtrArrays
   1911.3 ms  ✓ FastPower
   8430.7 ms  ✓ ExproniconLite
   2694.0 ms  ✓ HashArrayMappedTries
   2622.4 ms  ✓ Adapt
   2305.4 ms  ✓ StableTasks
   1895.1 ms  ✓ IfElse
   3212.2 ms  ✓ CpuId
   2220.5 ms  ✓ CPUTime
   2205.0 ms  ✓ CommonWorldInvalidations
   2422.0 ms  ✓ ConstructionBase
   2111.8 ms  ✓ DataAPI
   2199.3 ms  ✓ FastClosures
   8416.6 ms  ✓ Distributed
   3184.6 ms  ✓ EnzymeCore
   2507.4 ms  ✓ ChunkSplitters
   6305.3 ms  ✓ IrrationalConstants
   2877.9 ms  ✓ SciMLPublic
   2797.0 ms  ✓ StaticArraysCore
   2104.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2291.7 ms  ✓ NaNMath
   2294.1 ms  ✓ FunctionWrappersWrappers
   2994.7 ms  ✓ RuntimeGeneratedFunctions
   3699.0 ms  ✓ LoggingExtras
  10176.9 ms  ✓ MacroTools
   2621.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2608.8 ms  ✓ Compat → CompatLinearAlgebraExt
  13479.1 ms  ✓ Test
   2800.8 ms  ✓ JLLWrappers
   2210.2 ms  ✓ PrecompileTools
   2201.3 ms  ✓ AliasTables
   2086.7 ms  ✓ ScopedValues
   4207.6 ms  ✓ ThreadingUtilities
   1704.5 ms  ✓ TaskLocalValues
   5099.6 ms  ✓ DifferentiationInterface
   2305.6 ms  ✓ GPUArraysCore
   4465.9 ms  ✓ ProgressMeter
   2653.1 ms  ✓ ArrayInterface
   2272.6 ms  ✓ Missings
   1962.2 ms  ✓ EnzymeCore → AdaptExt
   2049.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2109.4 ms  ✓ DiffResults
   2097.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2180.9 ms  ✓ TruncatedStacktraces
   1896.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2124.5 ms  ✓ CommonSubexpressions
   1832.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2517.5 ms  ✓ SciMLLogging
   3099.1 ms  ✓ LogExpFunctions
   2322.6 ms  ✓ Rmath_jll
   2534.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3135.8 ms  ✓ oneTBB_jll
   2696.5 ms  ✓ FFTW_jll
   1996.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2091.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2694.5 ms  ✓ OpenSpecFun_jll
   1890.3 ms  ✓ SciMLStructures
   8587.1 ms  ✓ DataStructures
   5294.0 ms  ✓ Setfield
   7721.0 ms  ✓ Jieko
   2399.2 ms  ✓ IntelOpenMP_jll
   4201.5 ms  ✓ Static
   6144.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2159.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2412.9 ms  ✓ SortingAlgorithms
   4306.4 ms  ✓ PreallocationTools
   3580.4 ms  ✓ Rmath
   5987.6 ms  ✓ RecipesBase
   1699.9 ms  ✓ BitTwiddlingConvenienceFunctions
   2805.6 ms  ✓ FiniteDiff
   3496.4 ms  ✓ QuadGK
   2099.0 ms  ✓ MKL_jll
   2603.7 ms  ✓ CPUSummary
   1207.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3153.5 ms  ✓ StaticArrayInterface
   5816.0 ms  ✓ Accessors
   1399.8 ms  ✓ PolyesterWeave
  12520.8 ms  ✓ SparseArrays
   1289.4 ms  ✓ CloseOpenIntervals
   1691.3 ms  ✓ LayoutPointers
   1670.9 ms  ✓ Accessors → LinearAlgebraExt
   2367.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2389.2 ms  ✓ SuiteSparse
   2483.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2579.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   8700.6 ms  ✓ SpecialFunctions
   3067.2 ms  ✓ Statistics
   2465.6 ms  ✓ Accessors → TestExt
   3588.5 ms  ✓ StrideArraysCore
   3310.8 ms  ✓ BangBang
   2599.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2710.0 ms  ✓ DiffRules
   3695.2 ms  ✓ PDMats
   2645.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   3803.0 ms  ✓ Distances
   4208.0 ms  ✓ HypergeometricFunctions
   2780.9 ms  ✓ Polyester
   2493.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   5568.1 ms  ✓ SymbolicIndexingInterface
   7395.2 ms  ✓ SciMLOperators
   3696.6 ms  ✓ OhMyThreads
   2698.4 ms  ✓ FillArrays → FillArraysPDMatsExt
   2697.4 ms  ✓ Distances → DistancesSparseArraysExt
   2512.4 ms  ✓ FastBroadcast
   1815.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2087.8 ms  ✓ OhMyThreads → MarkdownExt
   2312.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   7708.4 ms  ✓ StatsBase
  11204.7 ms  ✓ Roots
   6000.1 ms  ✓ StatsFuns
   7244.9 ms  ✓ RecursiveArrayTools
   2379.4 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3501.1 ms  ✓ PDMats → StatsBaseExt
  25909.9 ms  ✓ StaticArrays
  12501.3 ms  ✓ ForwardDiff
   3509.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  21307.3 ms  ✓ FFTW
   2395.4 ms  ✓ Adapt → AdaptStaticArraysExt
   2402.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2702.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2293.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   3706.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2582.7 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2885.9 ms  ✓ Roots → RootsForwardDiffExt
   3193.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3488.1 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3776.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3089.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3499.1 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   4783.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   4082.0 ms  ✓ Accessors → StaticArraysExt
  29750.2 ms  ✓ Moshi
   4195.6 ms  ✓ NLSolversBase
   2401.8 ms  ✓ BangBang → BangBangStaticArraysExt
  35676.9 ms  ✓ Parsers
   1555.3 ms  ✓ LineSearches
   1236.9 ms  ✓ JSON
  13380.8 ms  ✓ Distributions
   8884.6 ms  ✓ NearestNeighbors
   1614.6 ms  ✓ Distributions → DistributionsTestExt
   3261.8 ms  ✓ Optim
   1104.4 ms  ✓ Neighborhood
   1544.4 ms  ✓ Clustering
    841.0 ms  ✓ StateSpaceSets
   3656.4 ms  ✓ BlackBoxOptim
   1405.1 ms  ✓ DelayEmbeddings
  10111.6 ms  ✓ SciMLBase
   2937.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   3685.1 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   3709.2 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   4233.5 ms  ✓ DiffEqBase
  39166.5 ms  ✓ Polynomials
    740.8 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
    695.3 ms  ✓ Polynomials → PolynomialsFFTWExt
    914.9 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1840.1 ms  ✓ DSP
   2299.2 ms  ✓ OrdinaryDiffEqCore
    817.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   1465.5 ms  ✓ Wavelets
   2318.0 ms  ✓ ComplexityMeasures
   3912.5 ms  ✓ OrdinaryDiffEqTsit5
   1707.1 ms  ✓ DynamicalSystemsBase
   2760.2 ms  ✓ Attractors
  195 dependencies successfully precompiled in 77 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 272.46
	System time (seconds): 37.75
	Percent of CPU this job got: 397%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:17.96
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 934564
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 470
	Minor (reclaiming a frame) page faults: 8439223
	Voluntary context switches: 220168
	Involuntary context switches: 129242
	Swaps: 0
	File system inputs: 0
	File system outputs: 692312
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
