nice: cannot set niceness: Permission denied
Precompiling packages...
   1359.9 ms  ✓ UUIDs
   1542.9 ms  ✓ Zlib_jll
   1657.7 ms  ✓ Logging
   1664.9 ms  ✓ MozillaCACerts_jll
   1699.7 ms  ✓ OpenSSL_jll
   1727.4 ms  ✓ Unicode
   1728.4 ms  ✓ nghttp2_jll
   1733.5 ms  ✓ NetworkOptions
   1802.7 ms  ✓ CompilerSupportLibraries_jll
   1822.1 ms  ✓ Base64
    505.4 ms  ✓ LibSSH2_jll
    595.4 ms  ✓ p7zip_jll
    668.8 ms  ✓ Printf
    496.3 ms  ✓ LibGit2_jll
    494.9 ms  ✓ LibCURL_jll
   3195.2 ms  ✓ ArgTools
    775.5 ms  ✓ LibCURL
    662.8 ms  ✓ Tar
   3032.3 ms  ✓ Dates
   3125.6 ms  ✓ LibGit2
    446.7 ms  ✓ TOML
   3108.0 ms  ✓ Downloads
   9556.4 ms  ✓ StyledStrings
   1746.5 ms  ✓ JuliaSyntaxHighlighting
   3840.7 ms  ✓ Markdown
  47731.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2453.8 ms  ✓ ConcreteStructs
   2522.4 ms  ✓ LaTeXStrings
   2526.9 ms  ✓ Future
   2543.0 ms  ✓ IteratorInterfaceExtensions
   2638.6 ms  ✓ StatsAPI
   3032.2 ms  ✓ ExprTools
   3042.4 ms  ✓ PositiveFactorizations
   3353.4 ms  ✓ AbstractFFTs
   4127.2 ms  ✓ ADTypes
   4290.2 ms  ✓ Serialization
   4324.0 ms  ✓ Gamma
   2672.3 ms  ✓ OpenLibm_jll
   2598.0 ms  ✓ CommonSolve
   2828.9 ms  ✓ InverseFunctions
   5599.3 ms  ✓ FillArrays
   5625.2 ms  ✓ InitialValues
   5772.6 ms  ✓ Combinatorics
   3284.5 ms  ✓ Statistics
   2902.4 ms  ✓ SuiteSparse_jll
   3595.7 ms  ✓ IterTools
   2511.6 ms  ✓ DataValueInterfaces
   2401.1 ms  ✓ Reexport
   2814.7 ms  ✓ EnumX
   2575.6 ms  ✓ CompositionsBase
   2576.9 ms  ✓ TestItems
   3277.6 ms  ✓ AbstractTrees
