nice: cannot set niceness: Permission denied
Precompiling packages...
   1630.5 ms  ✓ nghttp2_jll
   1715.8 ms  ✓ UUIDs
   1708.2 ms  ✓ Zlib_jll
   1723.8 ms  ✓ Logging
   1760.0 ms  ✓ OpenSSL_jll
   1731.8 ms  ✓ MozillaCACerts_jll
   1748.0 ms  ✓ NetworkOptions
   1758.6 ms  ✓ CompilerSupportLibraries_jll
   1814.6 ms  ✓ Unicode
   1934.4 ms  ✓ Base64
    520.3 ms  ✓ LibSSH2_jll
    598.2 ms  ✓ p7zip_jll
    660.9 ms  ✓ Printf
    484.6 ms  ✓ LibGit2_jll
    482.8 ms  ✓ LibCURL_jll
   3296.1 ms  ✓ ArgTools
    780.8 ms  ✓ LibCURL
    646.5 ms  ✓ Tar
   3027.2 ms  ✓ Dates
   3111.7 ms  ✓ LibGit2
    448.2 ms  ✓ TOML
   3085.7 ms  ✓ Downloads
   9558.2 ms  ✓ StyledStrings
   1625.3 ms  ✓ JuliaSyntaxHighlighting
   3942.7 ms  ✓ Markdown
  48295.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 64 seconds
Precompiling packages...
   2449.9 ms  ✓ Future
   2472.9 ms  ✓ IteratorInterfaceExtensions
   2481.0 ms  ✓ LaTeXStrings
   2674.9 ms  ✓ OpenLibm_jll
   2887.2 ms  ✓ PositiveFactorizations
   2968.6 ms  ✓ StatsAPI
   3086.3 ms  ✓ ExprTools
   3156.7 ms  ✓ InverseFunctions
   3185.2 ms  ✓ AbstractFFTs
   3961.4 ms  ✓ Serialization
   4182.6 ms  ✓ Gamma
   5271.8 ms  ✓ FillArrays
   2872.1 ms  ✓ SuiteSparse_jll
   5366.8 ms  ✓ InitialValues
   5478.1 ms  ✓ Combinatorics
   2503.1 ms  ✓ DataValueInterfaces
   2404.9 ms  ✓ Reexport
   3202.5 ms  ✓ IterTools
   3528.1 ms  ✓ Statistics
   2894.0 ms  ✓ EnumX
   2981.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3795.3 ms  ✓ AbstractTrees
   2501.3 ms  ✓ TestItems
   2533.7 ms  ✓ CompositionsBase
   2501.5 ms  ✓ TaskLocalValues
   2872.2 ms  ✓ Mmap
   2715.7 ms  ✓ PtrArrays
   2901.6 ms  ✓ HashArrayMappedTries
   3097.4 ms  ✓ StableTasks
   3695.4 ms  ✓ VectorInterface
   4019.2 ms  ✓ EnzymeCore
   2592.5 ms  ✓ DataAPI
   2486.3 ms  ✓ PackageExtensionCompat
   2712.2 ms  ✓ Adapt
  10653.0 ms  ✓ Bessels
   2490.6 ms  ✓ FastClosures
   2709.8 ms  ✓ ChunkSplitters
   3020.8 ms  ✓ StaticArraysCore
  12396.7 ms  ✓ FunctionWrappers
   3409.1 ms  ✓ LoggingExtras
