nice: cannot set niceness: Permission denied
Precompiling packages...
   1942.4 ms  ✓ LazyArtifacts
   1952.7 ms  ✓ StatsAPI
   1964.0 ms  ✓ ConcreteStructs
   1964.8 ms  ✓ MuladdMacro
   1961.1 ms  ✓ IteratorInterfaceExtensions
   2050.6 ms  ✓ SimpleUnPack
   2154.7 ms  ✓ PositiveFactorizations
   2254.9 ms  ✓ ExprTools
   2634.6 ms  ✓ AbstractFFTs
   3036.4 ms  ✓ ADTypes
   3335.3 ms  ✓ FunctionWrappers
   3725.5 ms  ✓ InitialValues
   1718.3 ms  ✓ CommonSolve
   1873.9 ms  ✓ OpenLibm_jll
   3993.5 ms  ✓ Combinatorics
   1921.0 ms  ✓ CompilerSupportLibraries_jll
   4113.0 ms  ✓ FillArrays
   2491.0 ms  ✓ InverseFunctions
   2204.6 ms  ✓ SuiteSparse_jll
   2777.7 ms  ✓ IterTools
   1995.6 ms  ✓ ManualMemory
   1800.3 ms  ✓ EnumX
   1685.2 ms  ✓ Reexport
   2122.3 ms  ✓ Requires
   2818.7 ms  ✓ Preferences
   1777.9 ms  ✓ SIMDTypes
   2683.0 ms  ✓ OrderedCollections
   2707.3 ms  ✓ Compat
   2686.8 ms  ✓ DocStringExtensions
   2174.4 ms  ✓ CompositionsBase
   1899.6 ms  ✓ PtrArrays
   1810.1 ms  ✓ FastPower
   7712.5 ms  ✓ ExproniconLite
   1789.0 ms  ✓ TaskLocalValues
   3989.3 ms  ✓ SpatialIndexing
   2275.9 ms  ✓ HashArrayMappedTries
   2103.0 ms  ✓ StableTasks
   2093.5 ms  ✓ IfElse
   3023.2 ms  ✓ CpuId
   2111.6 ms  ✓ CPUTime
   2102.6 ms  ✓ CommonWorldInvalidations
   2525.6 ms  ✓ ConstructionBase
   3227.3 ms  ✓ EnzymeCore
   7880.6 ms  ✓ Bessels
   2091.2 ms  ✓ FastClosures
   2297.3 ms  ✓ DataAPI
   5218.5 ms  ✓ IrrationalConstants
   8107.4 ms  ✓ Distributed
   2506.7 ms  ✓ ChunkSplitters
   2393.5 ms  ✓ SciMLPublic
   2290.6 ms  ✓ RuntimeGeneratedFunctions
   3412.6 ms  ✓ LoggingExtras
   2413.1 ms  ✓ StaticArraysCore
   2304.4 ms  ✓ FunctionWrappersWrappers
   2309.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2801.2 ms  ✓ NaNMath
  12926.0 ms  ✓ Test
   2898.3 ms  ✓ Adapt
   2301.8 ms  ✓ Compat → CompatLinearAlgebraExt
   3100.9 ms  ✓ JLLWrappers
  10912.6 ms  ✓ MacroTools
   3589.0 ms  ✓ LogExpFunctions
   2201.3 ms  ✓ ScopedValues
   2385.6 ms  ✓ AliasTables
   2012.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4227.1 ms  ✓ ThreadingUtilities
   2206.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2489.3 ms  ✓ Missings
   2311.3 ms  ✓ PrecompileTools
   2090.3 ms  ✓ DiffResults
   1885.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2305.7 ms  ✓ SciMLLogging
   5904.2 ms  ✓ DifferentiationInterface
   1991.1 ms  ✓ EnzymeCore → AdaptExt
   2499.1 ms  ✓ ArrayInterface
   2584.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3517.0 ms  ✓ ProgressMeter
   2384.4 ms  ✓ GPUArraysCore
   2329.1 ms  ✓ Rmath_jll
   2487.2 ms  ✓ IntelOpenMP_jll
   2320.7 ms  ✓ CommonSubexpressions
   2604.9 ms  ✓ OpenSpecFun_jll
   2501.3 ms  ✓ TruncatedStacktraces
   2784.4 ms  ✓ FFTW_jll
   2902.8 ms  ✓ oneTBB_jll
   2190.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2005.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   8503.3 ms  ✓ DataStructures
   7696.6 ms  ✓ Jieko
   5600.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2013.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1909.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2108.1 ms  ✓ SciMLStructures
   1914.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3419.1 ms  ✓ Static
   4897.5 ms  ✓ Setfield
   2109.5 ms  ✓ SortingAlgorithms
   3100.8 ms  ✓ Rmath
   2413.8 ms  ✓ MKL_jll
   3803.6 ms  ✓ PreallocationTools
   5999.9 ms  ✓ RecipesBase
   1685.9 ms  ✓ BitTwiddlingConvenienceFunctions
   1928.6 ms  ✓ FiniteDiff
   3416.7 ms  ✓ QuadGK
   2924.2 ms  ✓ CPUSummary
  14606.6 ms  ✓ SparseArrays
   6678.8 ms  ✓ Accessors
   1683.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   4018.5 ms  ✓ StaticArrayInterface
   2189.0 ms  ✓ PolyesterWeave
   2017.1 ms  ✓ SuiteSparse
   2113.8 ms  ✓ Adapt → AdaptSparseArraysExt
   1930.8 ms  ✓ Accessors → LinearAlgebraExt
   2391.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1891.8 ms  ✓ CloseOpenIntervals
   2691.5 ms  ✓ Statistics
   2807.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2503.8 ms  ✓ LayoutPointers
   9283.7 ms  ✓ SpecialFunctions
   2383.0 ms  ✓ Accessors → TestExt
   2396.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3599.3 ms  ✓ PDMats
   3501.3 ms  ✓ BangBang
   2514.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   3821.5 ms  ✓ Distances
   2676.5 ms  ✓ DiffRules
   3411.3 ms  ✓ StrideArraysCore
   5501.1 ms  ✓ SymbolicIndexingInterface
   2323.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2707.9 ms  ✓ FillArrays → FillArraysPDMatsExt
   4086.9 ms  ✓ HypergeometricFunctions
   2289.7 ms  ✓ Distances → DistancesSparseArraysExt
   3420.0 ms  ✓ OhMyThreads
   2201.6 ms  ✓ Polyester
   7015.1 ms  ✓ SciMLOperators
   8202.1 ms  ✓ StatsBase
   2173.1 ms  ✓ OhMyThreads → MarkdownExt
   2079.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2204.2 ms  ✓ FastBroadcast
   2797.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2497.6 ms  ✓ PDMats → StatsBaseExt
  12702.2 ms  ✓ Roots
   6322.7 ms  ✓ StatsFuns
   7483.6 ms  ✓ RecursiveArrayTools
   1982.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  26620.3 ms  ✓ StaticArrays
   3148.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  21595.1 ms  ✓ FFTW
  12712.6 ms  ✓ ForwardDiff
   2669.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2672.4 ms  ✓ Adapt → AdaptStaticArraysExt
   2778.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3565.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3865.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3100.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3195.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   3811.3 ms  ✓ Roots → RootsForwardDiffExt
   3997.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  28584.3 ms  ✓ Moshi
   4395.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   4311.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
