nice: cannot set niceness: Permission denied
Precompiling packages...
   1515.2 ms  ✓ nghttp2_jll
   1607.7 ms  ✓ MozillaCACerts_jll
   1612.1 ms  ✓ Unicode
   1614.8 ms  ✓ CompilerSupportLibraries_jll
   1698.7 ms  ✓ Logging
   1699.5 ms  ✓ UUIDs
   1740.5 ms  ✓ OpenSSL_jll
   1797.0 ms  ✓ NetworkOptions
   1789.9 ms  ✓ Zlib_jll
   1830.0 ms  ✓ Base64
    515.2 ms  ✓ LibSSH2_jll
    615.9 ms  ✓ p7zip_jll
    701.6 ms  ✓ Printf
    444.6 ms  ✓ LibCURL_jll
    446.2 ms  ✓ LibGit2_jll
   3238.9 ms  ✓ ArgTools
    761.2 ms  ✓ LibCURL
    620.6 ms  ✓ Tar
   2973.5 ms  ✓ Dates
   3036.3 ms  ✓ LibGit2
    441.4 ms  ✓ TOML
   2960.5 ms  ✓ Downloads
   9308.5 ms  ✓ StyledStrings
   1669.2 ms  ✓ JuliaSyntaxHighlighting
   3708.6 ms  ✓ Markdown
  45791.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2465.3 ms  ✓ IteratorInterfaceExtensions
   2469.8 ms  ✓ Future
   2489.8 ms  ✓ MuladdMacro
   2569.7 ms  ✓ StatsAPI
   2761.2 ms  ✓ ExprTools
   2884.9 ms  ✓ ConcreteStructs
   3180.3 ms  ✓ PositiveFactorizations
   3384.4 ms  ✓ AbstractFFTs
   3949.3 ms  ✓ Serialization
   4361.0 ms  ✓ ADTypes
   2508.9 ms  ✓ OpenLibm_jll
   2503.7 ms  ✓ CommonSolve
   2896.8 ms  ✓ InverseFunctions
   5569.6 ms  ✓ Combinatorics
   5557.9 ms  ✓ FillArrays
   5668.0 ms  ✓ InitialValues
   2984.6 ms  ✓ SuiteSparse_jll
   3319.5 ms  ✓ IterTools
   3649.9 ms  ✓ Statistics
   3084.9 ms  ✓ ManualMemory
   2697.8 ms  ✓ EnumX
   2409.5 ms  ✓ SIMDTypes
   2667.5 ms  ✓ Reexport
   2434.7 ms  ✓ CompositionsBase
   2402.9 ms  ✓ PtrArrays
   2895.0 ms  ✓ Mmap
   4616.6 ms  ✓ Requires
   3499.7 ms  ✓ DocStringExtensions
   3458.2 ms  ✓ AbstractTrees
  10251.5 ms  ✓ Bessels
   5393.8 ms  ✓ SpatialIndexing
   3096.5 ms  ✓ FastPower
   2898.0 ms  ✓ HashArrayMappedTries
   2840.9 ms  ✓ TaskLocalValues
  11276.7 ms  ✓ FunctionWrappers
   2607.1 ms  ✓ IfElse
   3202.9 ms  ✓ StableTasks
   2708.5 ms  ✓ CPUTime
   2949.8 ms  ✓ CommonWorldInvalidations
   2607.6 ms  ✓ DataAPI
   4011.7 ms  ✓ EnzymeCore
   2516.4 ms  ✓ FastClosures
   2810.0 ms  ✓ ChunkSplitters
   2901.1 ms  ✓ SciMLPublic
   3393.1 ms  ✓ StaticArraysCore
   3007.4 ms  ✓ LoggingExtras
  10600.8 ms  ✓ OrderedCollections
   3996.7 ms  ✓ Preferences
  15959.7 ms  ✓ ExproniconLite
   4205.3 ms  ✓ CpuId
   2410.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2501.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   9524.1 ms  ✓ ConstructionBase
   5695.2 ms  ✓ LazyArtifacts
   3004.1 ms  ✓ FillArrays → FillArraysStatisticsExt
  13810.5 ms  ✓ IrrationalConstants
   3102.8 ms  ✓ AliasTables
   3184.3 ms  ✓ Adapt
   3313.3 ms  ✓ ScopedValues
   8988.6 ms  ✓ RuntimeGeneratedFunctions
   2401.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3501.4 ms  ✓ FunctionWrappersWrappers
   2692.1 ms  ✓ DiffResults
   9734.3 ms  ✓ Missings
   8912.5 ms  ✓ NaNMath
  19798.3 ms  ✓ MacroTools
  10220.5 ms  ✓ Compat
   2603.6 ms  ✓ PrecompileTools
   2395.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2593.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3403.4 ms  ✓ JLLWrappers
  13792.8 ms  ✓ InteractiveUtils
  11008.4 ms  ✓ Distances
   3558.0 ms  ✓ SciMLLogging
  12790.8 ms  ✓ DifferentiationInterface
   3291.9 ms  ✓ GPUArraysCore
   3886.9 ms  ✓ LogExpFunctions
   2499.8 ms  ✓ EnzymeCore → AdaptExt
  11263.7 ms  ✓ ThreadingUtilities
   2598.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3010.6 ms  ✓ CommonSubexpressions
   4203.1 ms  ✓ Rmath_jll
   9215.8 ms  ✓ DataStructures
   3902.4 ms  ✓ FFTW_jll
  10028.9 ms  ✓ Jieko
   9504.6 ms  ✓ ArrayInterface
   4883.8 ms  ✓ OpenSpecFun_jll
   6897.0 ms  ✓ Setfield
   6899.5 ms  ✓ IntelOpenMP_jll
   2608.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2316.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7337.7 ms  ✓ oneTBB_jll
   3907.9 ms  ✓ TruncatedStacktraces
   9689.4 ms  ✓ RecipesBase
  16679.8 ms  ✓ Distributed
   3197.2 ms  ✓ SortingAlgorithms
