nice: cannot set niceness: Permission denied
Precompiling packages...
    418.9 ms  ✓ CPUTime
    428.5 ms  ✓ Reexport
    571.7 ms  ✓ ConstructionBase
    474.9 ms  ✓ StatsAPI
    608.5 ms  ✓ IterTools
   1357.7 ms  ✓ IrrationalConstants
    470.2 ms  ✓ CommonSolve
    581.0 ms  ✓ StableTasks
   1058.2 ms  ✓ Combinatorics
    534.0 ms  ✓ StaticArraysCore
    631.4 ms  ✓ Statistics
    523.2 ms  ✓ ChunkSplitters
    465.8 ms  ✓ IfElse
    460.8 ms  ✓ PtrArrays
    725.8 ms  ✓ EnzymeCore
   1056.1 ms  ✓ SuiteSparse_jll
    560.4 ms  ✓ Mmap
    477.2 ms  ✓ TaskLocalValues
    523.5 ms  ✓ ManualMemory
    549.9 ms  ✓ PositiveFactorizations
    505.7 ms  ✓ DataAPI
    457.7 ms  ✓ CommonWorldInvalidations
    459.1 ms  ✓ Future
   1003.7 ms  ✓ SciMLPublic
    427.0 ms  ✓ FastPower
    521.0 ms  ✓ InverseFunctions
    449.2 ms  ✓ CompositionsBase
    615.0 ms  ✓ AbstractTrees
    501.5 ms  ✓ MuladdMacro
    671.7 ms  ✓ AbstractFFTs
   2256.3 ms  ✓ ExproniconLite
    627.0 ms  ✓ EnumX
   1372.6 ms  ✓ InitialValues
   6213.8 ms  ✓ MacroTools
    573.2 ms  ✓ ExprTools
    949.4 ms  ✓ OpenLibm_jll
   1226.0 ms  ✓ FillArrays
    440.2 ms  ✓ ConcreteStructs
    980.9 ms  ✓ SpatialIndexing
    657.7 ms  ✓ OrderedCollections
    518.1 ms  ✓ HashArrayMappedTries
    700.7 ms  ✓ ADTypes
    708.4 ms  ✓ Serialization
    699.6 ms  ✓ DocStringExtensions
   1770.4 ms  ✓ Bessels
    538.8 ms  ✓ FastClosures
    514.1 ms  ✓ SIMDTypes
    468.2 ms  ✓ IteratorInterfaceExtensions
    794.0 ms  ✓ Requires
    778.6 ms  ✓ CpuId
    583.4 ms  ✓ LoggingExtras
    621.5 ms  ✓ Compat
   1459.1 ms  ✓ InteractiveUtils
    457.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    913.7 ms  ✓ LazyArtifacts
    495.2 ms  ✓ DiffResults
    527.1 ms  ✓ AliasTables
    826.3 ms  ✓ Distances
   4241.3 ms  ✓ FunctionWrappers
    588.5 ms  ✓ Missings
    489.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2453.1 ms  ✓ Preferences
    477.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1316.3 ms  ✓ ThreadingUtilities
    620.2 ms  ✓ CommonSubexpressions
    519.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    554.0 ms  ✓ NaNMath
    466.5 ms  ✓ ScopedValues
    428.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    434.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1131.6 ms  ✓ DifferentiationInterface
   2039.1 ms  ✓ Jieko
   1817.0 ms  ✓ DataStructures
    468.6 ms  ✓ RuntimeGeneratedFunctions
    648.3 ms  ✓ LogExpFunctions
    514.2 ms  ✓ Adapt
    478.2 ms  ✓ Compat → CompatLinearAlgebraExt
    426.9 ms  ✓ FunctionWrappersWrappers
    539.4 ms  ✓ PrecompileTools
   2646.4 ms  ✓ Distributed
   1625.6 ms  ✓ Setfield
    604.1 ms  ✓ JLLWrappers
    658.3 ms  ✓ SciMLLogging
    555.1 ms  ✓ TruncatedStacktraces
    553.8 ms  ✓ SortingAlgorithms
   4325.2 ms  ✓ SparseArrays
    464.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    942.1 ms  ✓ QuadGK
   2620.2 ms  ✓ Accessors
    649.4 ms  ✓ GPUArraysCore
    690.5 ms  ✓ ArrayInterface
    429.2 ms  ✓ EnzymeCore → AdaptExt
   1987.9 ms  ✓ RecipesBase
  11162.3 ms  ✓ Test
   1057.8 ms  ✓ ProgressMeter
  10577.4 ms  ✓ Moshi
    693.6 ms  ✓ Rmath_jll
    708.6 ms  ✓ OpenSpecFun_jll
   1182.0 ms  ✓ IntelOpenMP_jll
   1384.2 ms  ✓ oneTBB_jll
    884.7 ms  ✓ FFTW_jll
    803.8 ms  ✓ Statistics → SparseArraysExt
   1008.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
    819.2 ms  ✓ SuiteSparse
    889.7 ms  ✓ Distances → DistancesSparseArraysExt
    900.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    833.7 ms  ✓ Adapt → AdaptSparseArraysExt
    752.0 ms  ✓ Accessors → LinearAlgebraExt
    688.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    707.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    653.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    856.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    967.3 ms  ✓ SciMLStructures
  15391.1 ms  ✓ Parsers
   1276.8 ms  ✓ PreallocationTools
    736.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    787.4 ms  ✓ Accessors → TestExt
   2068.2 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    962.7 ms  ✓ Rmath
  19341.9 ms  ✓ StaticArrays
   1356.2 ms  ✓ MKL_jll
    839.8 ms  ✓ PDMats
   2465.4 ms  ✓ SpecialFunctions
    763.2 ms  ✓ BangBang
   2304.7 ms  ✓ StatsBase
    706.2 ms  ✓ FiniteDiff
   1752.2 ms  ✓ SciMLOperators
   1296.2 ms  ✓ SymbolicIndexingInterface
   3029.2 ms  ✓ Roots
    779.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    755.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    808.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2275.4 ms  ✓ JSON
    793.4 ms  ✓ Adapt → AdaptStaticArraysExt
    786.6 ms  ✓ Accessors → StaticArraysExt
    815.4 ms  ✓ FillArrays → FillArraysPDMatsExt
    781.7 ms  ✓ DiffRules
   1232.6 ms  ✓ HypergeometricFunctions
    778.5 ms  ✓ BangBang → BangBangStaticArraysExt
   1088.9 ms  ✓ OhMyThreads
    728.8 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    792.9 ms  ✓ PDMats → StatsBaseExt
    632.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    738.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    600.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    828.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2096.5 ms  ✓ RecursiveArrayTools
  32685.9 ms  ✓ Static
   6398.6 ms  ✓ NearestNeighbors
   5066.5 ms  ✓ ForwardDiff
   2651.6 ms  ✓ StatsFuns
   1022.3 ms  ✓ OhMyThreads → MarkdownExt
   1027.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    709.6 ms  ✓ BitTwiddlingConvenienceFunctions
   1475.8 ms  ✓ CPUSummary
  14767.3 ms  ✓ FFTW
   1190.7 ms  ✓ Neighborhood
    825.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2033.9 ms  ✓ Clustering
    673.3 ms  ✓ FastPower → FastPowerForwardDiffExt
    826.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    649.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    701.7 ms  ✓ Roots → RootsForwardDiffExt
    687.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  28497.6 ms  ✓ Polynomials
    504.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
    646.0 ms  ✓ PolyesterWeave
    943.6 ms  ✓ StateSpaceSets
    843.2 ms  ✓ NLSolversBase
    954.2 ms  ✓ Polynomials → PolynomialsFFTWExt
    944.8 ms  ✓ LineSearches
   4585.4 ms  ✓ Distributions
  11237.9 ms  ✓ SciMLBase
   2739.5 ms  ✓ DSP
   3028.0 ms  ✓ Optim
   1337.3 ms  ✓ Distributions → DistributionsTestExt
   1201.7 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    817.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1311.7 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1867.9 ms  ✓ Wavelets
   1630.8 ms  ✓ DelayEmbeddings
   4288.4 ms  ✓ BlackBoxOptim
   3032.5 ms  ✓ ComplexityMeasures
  18240.9 ms  ✓ StaticArrayInterface
    444.5 ms  ✓ CloseOpenIntervals
    529.5 ms  ✓ LayoutPointers
