nice: cannot set niceness: Permission denied
Precompiling packages...
    425.0 ms  ✓ Reexport
    424.4 ms  ✓ CPUTime
    557.7 ms  ✓ ConstructionBase
    472.3 ms  ✓ StatsAPI
    604.6 ms  ✓ IterTools
   1330.3 ms  ✓ IrrationalConstants
    464.9 ms  ✓ CommonSolve
   1049.4 ms  ✓ Combinatorics
    576.9 ms  ✓ StableTasks
    524.9 ms  ✓ StaticArraysCore
    631.1 ms  ✓ Statistics
    522.1 ms  ✓ ChunkSplitters
    447.5 ms  ✓ IfElse
    473.9 ms  ✓ PtrArrays
    729.6 ms  ✓ EnzymeCore
   1018.3 ms  ✓ SuiteSparse_jll
    550.4 ms  ✓ Mmap
    460.4 ms  ✓ TaskLocalValues
    525.2 ms  ✓ ManualMemory
    549.2 ms  ✓ PositiveFactorizations
    492.5 ms  ✓ DataAPI
    457.6 ms  ✓ CommonWorldInvalidations
    456.4 ms  ✓ Future
    986.4 ms  ✓ SciMLPublic
    503.9 ms  ✓ FastPower
    559.2 ms  ✓ CompositionsBase
    666.7 ms  ✓ InverseFunctions
    577.1 ms  ✓ SimpleUnPack
   5026.5 ms  ✓ MacroTools
    507.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    648.6 ms  ✓ AbstractFFTs
    497.6 ms  ✓ EnumX
   2469.2 ms  ✓ ExproniconLite
    710.8 ms  ✓ OpenLibm_jll
   1290.4 ms  ✓ InitialValues
    501.3 ms  ✓ ExprTools
    422.2 ms  ✓ ConcreteStructs
    936.9 ms  ✓ SpatialIndexing
   1198.0 ms  ✓ FillArrays
    640.3 ms  ✓ OrderedCollections
    502.2 ms  ✓ HashArrayMappedTries
    735.8 ms  ✓ ADTypes
    743.5 ms  ✓ Serialization
   1743.8 ms  ✓ Bessels
    697.5 ms  ✓ DocStringExtensions
    515.8 ms  ✓ FastClosures
    445.4 ms  ✓ SIMDTypes
    462.9 ms  ✓ IteratorInterfaceExtensions
    777.3 ms  ✓ Requires
    563.7 ms  ✓ LoggingExtras
    793.5 ms  ✓ CpuId
    632.2 ms  ✓ Compat
   1488.1 ms  ✓ InteractiveUtils
   3230.2 ms  ✓ FunctionWrappers
   1006.0 ms  ✓ LazyArtifacts
    483.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    503.4 ms  ✓ DiffResults
    513.9 ms  ✓ AliasTables
    764.0 ms  ✓ Distances
    554.3 ms  ✓ Missings
   1922.2 ms  ✓ Preferences
    508.6 ms  ✓ MuladdMacro
    540.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1297.7 ms  ✓ ThreadingUtilities
    664.4 ms  ✓ CommonSubexpressions
    665.5 ms  ✓ NaNMath
    507.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    484.8 ms  ✓ ScopedValues
    423.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    418.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1081.0 ms  ✓ DifferentiationInterface
   2007.0 ms  ✓ Jieko
   1829.0 ms  ✓ DataStructures
    488.6 ms  ✓ RuntimeGeneratedFunctions
    687.2 ms  ✓ LogExpFunctions
    501.1 ms  ✓ Adapt
    470.9 ms  ✓ Compat → CompatLinearAlgebraExt
    451.3 ms  ✓ FunctionWrappersWrappers
   2377.4 ms  ✓ Distributed
    518.9 ms  ✓ PrecompileTools
    558.5 ms  ✓ JLLWrappers
    564.4 ms  ✓ SciMLLogging
   1659.0 ms  ✓ Setfield
    607.3 ms  ✓ TruncatedStacktraces
    554.9 ms  ✓ SortingAlgorithms
   3953.5 ms  ✓ SparseArrays
    435.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    926.7 ms  ✓ QuadGK
    644.2 ms  ✓ ArrayInterface
    675.7 ms  ✓ GPUArraysCore
   2639.1 ms  ✓ Accessors
    497.1 ms  ✓ EnzymeCore → AdaptExt
    815.6 ms  ✓ ProgressMeter
   1957.0 ms  ✓ RecipesBase
   9499.4 ms  ✓ Test
    815.3 ms  ✓ Rmath_jll
    813.7 ms  ✓ OpenSpecFun_jll
   1397.7 ms  ✓ IntelOpenMP_jll
  10913.3 ms  ✓ Moshi
    728.2 ms  ✓ FFTW_jll
   1353.5 ms  ✓ oneTBB_jll
    820.5 ms  ✓ Statistics → SparseArraysExt
    950.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
    822.3 ms  ✓ SuiteSparse
    857.3 ms  ✓ Distances → DistancesSparseArraysExt
    967.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    840.5 ms  ✓ Adapt → AdaptSparseArraysExt
    604.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    686.6 ms  ✓ SciMLStructures
    886.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    699.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    679.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1426.1 ms  ✓ PreallocationTools
    713.8 ms  ✓ Accessors → LinearAlgebraExt
    901.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  15712.4 ms  ✓ Parsers
  16559.7 ms  ✓ StaticArrays
    594.0 ms  ✓ Accessors → TestExt
    746.5 ms  ✓ Rmath
   1486.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1145.9 ms  ✓ MKL_jll
    811.7 ms  ✓ PDMats
   2395.0 ms  ✓ SpecialFunctions
   2283.9 ms  ✓ StatsBase
    693.7 ms  ✓ FiniteDiff
    796.0 ms  ✓ BangBang
   1137.6 ms  ✓ SymbolicIndexingInterface
   1932.5 ms  ✓ SciMLOperators
    775.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2180.3 ms  ✓ JSON
    816.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3496.6 ms  ✓ Roots
    841.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    811.4 ms  ✓ Adapt → AdaptStaticArraysExt
    798.1 ms  ✓ Accessors → StaticArraysExt
    808.2 ms  ✓ FillArrays → FillArraysPDMatsExt
   1266.0 ms  ✓ HypergeometricFunctions
    786.0 ms  ✓ DiffRules
    724.3 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    798.6 ms  ✓ PDMats → StatsBaseExt
    638.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    746.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    786.0 ms  ✓ BangBang → BangBangStaticArraysExt
   1116.2 ms  ✓ OhMyThreads
    577.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    811.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1959.0 ms  ✓ RecursiveArrayTools
  28276.2 ms  ✓ Static
   1890.4 ms  ✓ StatsFuns
    758.8 ms  ✓ OhMyThreads → MarkdownExt
   3466.7 ms  ✓ NearestNeighbors
    913.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    552.4 ms  ✓ BitTwiddlingConvenienceFunctions
   4883.5 ms  ✓ ForwardDiff
   1461.0 ms  ✓ CPUSummary
    710.0 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  13274.1 ms  ✓ FFTW
   1114.0 ms  ✓ Neighborhood
   1981.8 ms  ✓ Clustering
    893.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   5555.9 ms  ✓ Distributions
    696.6 ms  ✓ FastPower → FastPowerForwardDiffExt
  27560.9 ms  ✓ Polynomials
    730.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    611.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    634.8 ms  ✓ Roots → RootsForwardDiffExt
    724.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    778.0 ms  ✓ PolyesterWeave
  10207.2 ms  ✓ SciMLBase
   1073.6 ms  ✓ StateSpaceSets
    939.9 ms  ✓ Polynomials → PolynomialsFFTWExt
   1265.3 ms  ✓ Distributions → DistributionsTestExt
    889.9 ms  ✓ NLSolversBase
    786.6 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1147.5 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1303.2 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1157.2 ms  ✓ LineSearches
   1919.4 ms  ✓ DelayEmbeddings
   4615.1 ms  ✓ BlackBoxOptim
   2782.1 ms  ✓ DSP
   2539.2 ms  ✓ Optim
   1717.5 ms  ✓ Wavelets
  16535.1 ms  ✓ StaticArrayInterface
    454.8 ms  ✓ CloseOpenIntervals
    547.2 ms  ✓ LayoutPointers
    552.5 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    707.0 ms  ✓ StrideArraysCore
   3013.5 ms  ✓ ComplexityMeasures
    579.3 ms  ✓ Polyester
    594.1 ms  ✓ FastBroadcast
    522.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1544.2 ms  ✓ DiffEqBase
    872.1 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1012.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2629.4 ms  ✓ OrdinaryDiffEqCore
    762.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9292.9 ms  ✓ OrdinaryDiffEqTsit5
   1685.2 ms  ✓ DynamicalSystemsBase
   3092.5 ms  ✓ Attractors
  199 dependencies successfully precompiled in 91 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +nightly --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 454.08
	System time (seconds): 36.16
	Percent of CPU this job got: 257%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:10.29
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2399108
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 824
