nice: cannot set niceness: Permission denied
Precompiling packages...
   1693.2 ms  ✓ OpenSSL_jll
   1667.4 ms  ✓ Logging
   1663.6 ms  ✓ Unicode
   1668.4 ms  ✓ MozillaCACerts_jll
   1681.5 ms  ✓ UUIDs
   1679.1 ms  ✓ nghttp2_jll
   1756.7 ms  ✓ Zlib_jll
   1790.9 ms  ✓ CompilerSupportLibraries_jll
   1796.6 ms  ✓ NetworkOptions
   1903.5 ms  ✓ Base64
    554.5 ms  ✓ LibSSH2_jll
    726.8 ms  ✓ Printf
    602.2 ms  ✓ p7zip_jll
    493.4 ms  ✓ LibGit2_jll
    491.3 ms  ✓ LibCURL_jll
   3257.2 ms  ✓ ArgTools
    778.7 ms  ✓ LibCURL
    629.2 ms  ✓ Tar
   2961.6 ms  ✓ Dates
    462.3 ms  ✓ TOML
   3119.7 ms  ✓ LibGit2
   3056.0 ms  ✓ Downloads
   9627.2 ms  ✓ StyledStrings
   1727.1 ms  ✓ JuliaSyntaxHighlighting
   3875.9 ms  ✓ Markdown
  48104.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2499.4 ms  ✓ IteratorInterfaceExtensions
   2511.1 ms  ✓ ConcreteStructs
   2504.7 ms  ✓ Future
   2572.2 ms  ✓ StatsAPI
   2808.2 ms  ✓ PositiveFactorizations
   2882.6 ms  ✓ LaTeXStrings
   3022.7 ms  ✓ AbstractFFTs
   3219.1 ms  ✓ ExprTools
   4088.0 ms  ✓ Gamma
   4187.6 ms  ✓ ADTypes
   4273.0 ms  ✓ Serialization
   2701.8 ms  ✓ OpenLibm_jll
   2638.1 ms  ✓ CommonSolve
   5394.1 ms  ✓ FillArrays
   2992.6 ms  ✓ InverseFunctions
   5634.2 ms  ✓ Combinatorics
   5763.0 ms  ✓ InitialValues
   2898.0 ms  ✓ SuiteSparse_jll
   3293.3 ms  ✓ Statistics
   3593.3 ms  ✓ IterTools
   2697.1 ms  ✓ DataValueInterfaces
   2700.6 ms  ✓ EnumX
   2622.2 ms  ✓ Reexport
   2608.6 ms  ✓ Mmap
   2505.0 ms  ✓ CompositionsBase
   2336.0 ms  ✓ TestItems
   2615.5 ms  ✓ PtrArrays
   2671.3 ms  ✓ FastPower
   3400.3 ms  ✓ DocStringExtensions
   3704.1 ms  ✓ AbstractTrees
   2608.4 ms  ✓ HashArrayMappedTries
   2604.3 ms  ✓ TaskLocalValues
   2812.8 ms  ✓ StableTasks
  10365.3 ms  ✓ Bessels
   2693.2 ms  ✓ Inflate
   3885.9 ms  ✓ VectorInterface
   2703.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2542.3 ms  ✓ DataAPI
  11335.0 ms  ✓ FunctionWrappers
   3096.2 ms  ✓ Adapt
   3594.0 ms  ✓ EnzymeCore
   3171.8 ms  ✓ PackageExtensionCompat
   2971.8 ms  ✓ FastClosures
   2974.2 ms  ✓ ChunkSplitters
   2807.9 ms  ✓ SciMLPublic
   2905.8 ms  ✓ StaticArraysCore
  10089.4 ms  ✓ OrderedCollections
   2711.6 ms  ✓ BinaryHeaps
   3101.4 ms  ✓ LoggingExtras
   2303.4 ms  ✓ TableTraits
   3981.4 ms  ✓ Preferences
   2600.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
