nice: cannot set niceness: Permission denied
Precompiling packages...
   2432.7 ms  ✓ LazyArtifacts
   2512.2 ms  ✓ ExprTools
   2555.1 ms  ✓ StatsAPI
   2517.9 ms  ✓ OpenLibm_jll
   2632.3 ms  ✓ IteratorInterfaceExtensions
   2745.3 ms  ✓ PositiveFactorizations
   2909.8 ms  ✓ ConcreteStructs
   2953.2 ms  ✓ MuladdMacro
   3134.2 ms  ✓ AbstractFFTs
   4100.1 ms  ✓ ADTypes
   1708.8 ms  ✓ CommonSolve
   4886.3 ms  ✓ Combinatorics
   4498.9 ms  ✓ InitialValues
   2196.8 ms  ✓ InverseFunctions
   2160.4 ms  ✓ CompilerSupportLibraries_jll
   2068.1 ms  ✓ SuiteSparse_jll
   4843.2 ms  ✓ FunctionWrappers
   4849.2 ms  ✓ FillArrays
   3286.1 ms  ✓ IterTools
   2790.3 ms  ✓ Compat
   3369.8 ms  ✓ Preferences
   1893.4 ms  ✓ Reexport
   1735.5 ms  ✓ CompositionsBase
   2131.7 ms  ✓ EnumX
   2611.4 ms  ✓ OrderedCollections
   3182.0 ms  ✓ Requires
   3390.1 ms  ✓ SpatialIndexing
   2021.7 ms  ✓ PtrArrays
   3239.7 ms  ✓ DocStringExtensions
   2313.0 ms  ✓ FastPower
   3447.0 ms  ✓ AbstractTrees
   1982.7 ms  ✓ HashArrayMappedTries
   2623.7 ms  ✓ TaskLocalValues
   9140.6 ms  ✓ Bessels
   2823.0 ms  ✓ Inflate
   1658.8 ms  ✓ ConstructionBase
   3094.5 ms  ✓ StableTasks
   3241.5 ms  ✓ VectorInterface
   1876.9 ms  ✓ FastClosures
   1973.1 ms  ✓ PackageExtensionCompat
   1931.5 ms  ✓ ChunkSplitters
   2301.6 ms  ✓ DataAPI
   3140.3 ms  ✓ EnzymeCore
   3088.9 ms  ✓ Adapt
   6596.6 ms  ✓ IrrationalConstants
   8904.1 ms  ✓ Distributed
   2317.4 ms  ✓ RuntimeGeneratedFunctions
   1653.3 ms  ✓ Compat → CompatLinearAlgebraExt
   2581.5 ms  ✓ StaticArraysCore
   2907.9 ms  ✓ SciMLPublic
   2080.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3140.7 ms  ✓ LoggingExtras
   2916.7 ms  ✓ NaNMath
   2166.5 ms  ✓ PrecompileTools
   3362.5 ms  ✓ JLLWrappers
   2690.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2181.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1939.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2870.4 ms  ✓ Missings
   3414.8 ms  ✓ AliasTables
   3500.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  15695.3 ms  ✓ Test
   3857.7 ms  ✓ ScopedValues
  13401.2 ms  ✓ MacroTools
