nice: cannot set niceness: Permission denied
Precompiling packages...
   1471.7 ms  ✓ UUIDs
   1504.9 ms  ✓ MozillaCACerts_jll
   1527.6 ms  ✓ Logging
   1602.6 ms  ✓ nghttp2_jll
   1685.3 ms  ✓ Zlib_jll
   1695.1 ms  ✓ NetworkOptions
   1731.2 ms  ✓ OpenSSL_jll
   1702.0 ms  ✓ Unicode
   1714.7 ms  ✓ Base64
   1723.4 ms  ✓ CompilerSupportLibraries_jll
    450.4 ms  ✓ LibSSH2_jll
    530.4 ms  ✓ p7zip_jll
    623.1 ms  ✓ Printf
    469.4 ms  ✓ LibGit2_jll
    475.9 ms  ✓ LibCURL_jll
   3225.0 ms  ✓ ArgTools
    778.6 ms  ✓ LibCURL
    627.4 ms  ✓ Tar
   2917.4 ms  ✓ Dates
   3059.0 ms  ✓ LibGit2
    449.8 ms  ✓ TOML
   2954.9 ms  ✓ Downloads
   9452.5 ms  ✓ StyledStrings
   1674.7 ms  ✓ JuliaSyntaxHighlighting
   3799.3 ms  ✓ Markdown
  46769.7 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2403.5 ms  ✓ IteratorInterfaceExtensions
   2499.0 ms  ✓ Future
   2523.2 ms  ✓ MuladdMacro
   2606.4 ms  ✓ ConcreteStructs
   2622.6 ms  ✓ PositiveFactorizations
   2623.3 ms  ✓ StatsAPI
   2698.1 ms  ✓ ExprTools
   3904.4 ms  ✓ AbstractFFTs
   4182.9 ms  ✓ Serialization
   4199.9 ms  ✓ ADTypes
   2519.0 ms  ✓ CommonSolve
   2901.3 ms  ✓ OpenLibm_jll
   5405.9 ms  ✓ FillArrays
   3010.1 ms  ✓ InverseFunctions
   3000.7 ms  ✓ SuiteSparse_jll
   5717.1 ms  ✓ InitialValues
   3395.2 ms  ✓ IterTools
   3596.2 ms  ✓ Statistics
   6136.6 ms  ✓ Combinatorics
   3093.5 ms  ✓ ManualMemory
   2482.5 ms  ✓ SIMDTypes
   2601.5 ms  ✓ Reexport
   2990.4 ms  ✓ EnumX
   4399.0 ms  ✓ Requires
   2593.1 ms  ✓ CompositionsBase
   2812.2 ms  ✓ Mmap
   3689.5 ms  ✓ DocStringExtensions
   3591.4 ms  ✓ AbstractTrees
   2622.2 ms  ✓ PtrArrays
   2522.8 ms  ✓ FastPower
   5217.8 ms  ✓ SpatialIndexing
   2582.5 ms  ✓ TaskLocalValues
  11002.1 ms  ✓ Bessels
   3082.0 ms  ✓ HashArrayMappedTries
   2914.6 ms  ✓ StableTasks
   2886.5 ms  ✓ IfElse
   3101.9 ms  ✓ CommonWorldInvalidations
   3783.0 ms  ✓ EnzymeCore
  12918.6 ms  ✓ FunctionWrappers
   3299.0 ms  ✓ DataAPI
   2602.8 ms  ✓ FastClosures
   2898.9 ms  ✓ ChunkSplitters
   3226.6 ms  ✓ SciMLPublic
   2992.8 ms  ✓ StaticArraysCore
   3299.7 ms  ✓ LoggingExtras
  11295.0 ms  ✓ OrderedCollections
   4312.2 ms  ✓ CpuId
   3988.4 ms  ✓ Preferences
  16904.6 ms  ✓ ExproniconLite
   2825.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5513.8 ms  ✓ LazyArtifacts
   2798.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2888.8 ms  ✓ Adapt
  10982.8 ms  ✓ ConstructionBase
   2596.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  15596.4 ms  ✓ IrrationalConstants
   2902.8 ms  ✓ AliasTables
  19824.8 ms  ✓ MacroTools
  10092.9 ms  ✓ Compat
   2889.0 ms  ✓ ScopedValues
   3621.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3106.9 ms  ✓ FunctionWrappersWrappers
  10895.5 ms  ✓ RuntimeGeneratedFunctions
  10805.3 ms  ✓ NaNMath
   2809.5 ms  ✓ DiffResults
   2518.3 ms  ✓ PrecompileTools
   3114.0 ms  ✓ JLLWrappers
  15199.4 ms  ✓ InteractiveUtils
  13297.5 ms  ✓ DifferentiationInterface
   3398.9 ms  ✓ SciMLLogging
  11193.9 ms  ✓ Distances
   2587.4 ms  ✓ EnzymeCore → AdaptExt
   2696.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3507.7 ms  ✓ GPUArraysCore
   2702.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  12508.4 ms  ✓ ThreadingUtilities
   2575.7 ms  ✓ Compat → CompatLinearAlgebraExt
   3676.4 ms  ✓ LogExpFunctions
   3575.4 ms  ✓ CommonSubexpressions
  19083.1 ms  ✓ Distributed
  10605.0 ms  ✓ Missings
   3889.1 ms  ✓ Rmath_jll
   9800.0 ms  ✓ DataStructures
  10169.6 ms  ✓ Jieko
   3808.6 ms  ✓ TruncatedStacktraces
  10794.8 ms  ✓ ArrayInterface
  22288.3 ms  ✓ TimerOutputs
   5523.6 ms  ✓ FFTW_jll
   5107.5 ms  ✓ OpenSpecFun_jll
   3798.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   9282.3 ms  ✓ RecipesBase
   2518.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7889.5 ms  ✓ oneTBB_jll
   9689.1 ms  ✓ IntelOpenMP_jll
   2998.1 ms  ✓ SortingAlgorithms
   2297.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2503.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3479.9 ms  ✓ MaybeInplace
   5016.5 ms  ✓ ProgressMeter
   4586.0 ms  ✓ Rmath
   7678.1 ms  ✓ Setfield
   1934.6 ms  ✓ FiniteDiff
  27736.6 ms  ✓ SparseArrays
   2263.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   6115.7 ms  ✓ PreallocationTools
   5188.6 ms  ✓ MKL_jll
   7611.3 ms  ✓ SciMLStructures
   9801.7 ms  ✓ QuadGK
   3170.3 ms  ✓ SuiteSparse
   3416.8 ms  ✓ Adapt → AdaptSparseArraysExt
   3430.7 ms  ✓ Statistics → SparseArraysExt
   3518.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3726.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3296.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3219.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3433.5 ms  ✓ Distances → DistancesSparseArraysExt
   2873.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  15803.8 ms  ✓ Accessors
  10723.1 ms  ✓ SpecialFunctions
   2506.3 ms  ✓ PDMats
   1531.8 ms  ✓ Accessors → LinearAlgebraExt
   2573.9 ms  ✓ DiffRules
   2689.3 ms  ✓ FillArrays → FillArraysPDMatsExt
   4668.5 ms  ✓ HypergeometricFunctions
   4061.7 ms  ✓ BangBang
  25474.5 ms  ✓ Static
  22591.8 ms  ✓ Test
   2689.0 ms  ✓ BitTwiddlingConvenienceFunctions
   3618.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   5993.3 ms  ✓ CPUSummary
   3509.8 ms  ✓ Accessors → TestExt
  15396.1 ms  ✓ StatsBase
   7333.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  12507.0 ms  ✓ SymbolicIndexingInterface
   2974.6 ms  ✓ PolyesterWeave
  13693.5 ms  ✓ SciMLOperators
  10732.2 ms  ✓ OhMyThreads
   3570.9 ms  ✓ PDMats → StatsBaseExt
  39091.8 ms  ✓ StaticArrays
   4086.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   4399.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  14835.1 ms  ✓ StatsFuns
   4094.6 ms  ✓ OhMyThreads → MarkdownExt
   3304.7 ms  ✓ Adapt → AdaptStaticArraysExt
   3482.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3485.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3509.7 ms  ✓ FillArrays → FillArraysStaticArraysExt
  20494.5 ms  ✓ Roots
   3895.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3085.1 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3014.2 ms  ✓ Accessors → StaticArraysExt
   2410.7 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   2908.0 ms  ✓ BangBang → BangBangStaticArraysExt
  20643.6 ms  ✓ ForwardDiff
   3765.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   5117.2 ms  ✓ Roots → RootsForwardDiffExt
   6423.5 ms  ✓ FastPower → FastPowerForwardDiffExt
  10624.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  49800.8 ms  ✓ Moshi
  13499.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  39494.5 ms  ✓ FFTW
  24866.8 ms  ✓ RecursiveArrayTools
  33718.7 ms  ✓ StaticArrayInterface
   2699.1 ms  ✓ NLSolversBase
   2119.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2160.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   2411.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  19735.2 ms  ✓ NearestNeighbors
   2118.6 ms  ✓ CloseOpenIntervals
   2223.5 ms  ✓ LayoutPointers
   2376.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  21008.7 ms  ✓ Distributions
   1493.4 ms  ✓ Neighborhood
