nice: cannot set niceness: Permission denied
Precompiling packages...
   2073.9 ms  ✓ LazyArtifacts
   2085.4 ms  ✓ StatsAPI
   2168.8 ms  ✓ ConcreteStructs
   2252.2 ms  ✓ MuladdMacro
   2248.9 ms  ✓ IteratorInterfaceExtensions
   2366.3 ms  ✓ ExprTools
   2646.8 ms  ✓ PositiveFactorizations
   2886.6 ms  ✓ AbstractFFTs
   3336.1 ms  ✓ ADTypes
   4023.2 ms  ✓ Combinatorics
   3950.7 ms  ✓ FunctionWrappers
   1809.4 ms  ✓ CommonSolve
   1983.0 ms  ✓ OpenLibm_jll
   4042.5 ms  ✓ InitialValues
   2130.3 ms  ✓ InverseFunctions
   2119.5 ms  ✓ CompilerSupportLibraries_jll
   4403.8 ms  ✓ FillArrays
   2228.0 ms  ✓ SuiteSparse_jll
   2996.7 ms  ✓ IterTools
   2236.3 ms  ✓ ManualMemory
   1907.1 ms  ✓ NaNMath
   2191.2 ms  ✓ Requires
   1907.2 ms  ✓ Reexport
   1904.7 ms  ✓ SIMDTypes
   2629.0 ms  ✓ Compat
   3090.7 ms  ✓ OrderedCollections
   3371.1 ms  ✓ Preferences
   7549.1 ms  ✓ ExproniconLite
   3007.5 ms  ✓ DocStringExtensions
   1994.6 ms  ✓ CompositionsBase
   7993.0 ms  ✓ Bessels
   3801.4 ms  ✓ SpatialIndexing
   1884.1 ms  ✓ PtrArrays
   2920.8 ms  ✓ AbstractTrees
   2285.8 ms  ✓ FastPower
   2087.4 ms  ✓ TaskLocalValues
   2479.9 ms  ✓ HashArrayMappedTries
   2406.1 ms  ✓ StableTasks
   2066.4 ms  ✓ IfElse
   1925.6 ms  ✓ FastClosures
   1999.0 ms  ✓ DataAPI
   2291.5 ms  ✓ ConstructionBase
   2061.3 ms  ✓ ChunkSplitters
   8117.4 ms  ✓ Distributed
   2312.9 ms  ✓ CommonWorldInvalidations
   3397.6 ms  ✓ CpuId
   3193.2 ms  ✓ EnzymeCore
   2711.2 ms  ✓ LoggingExtras
   2833.9 ms  ✓ StaticArraysCore
   3105.7 ms  ✓ SciMLPublic
   2108.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   6986.0 ms  ✓ IrrationalConstants
   2906.5 ms  ✓ RuntimeGeneratedFunctions
   2199.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3133.9 ms  ✓ EnumX
  10807.9 ms  ✓ MacroTools
  13772.1 ms  ✓ Test
