nice: cannot set niceness: Permission denied
Precompiling packages...
    405.6 ms  ✓ CPUTime
    411.7 ms  ✓ Reexport
    547.7 ms  ✓ ConstructionBase
    472.0 ms  ✓ StatsAPI
    598.5 ms  ✓ IterTools
    443.9 ms  ✓ CommonSolve
   1344.5 ms  ✓ IrrationalConstants
   1031.2 ms  ✓ Combinatorics
    570.6 ms  ✓ StableTasks
    526.0 ms  ✓ StaticArraysCore
    623.6 ms  ✓ Statistics
    509.7 ms  ✓ ChunkSplitters
    437.3 ms  ✓ IfElse
    887.9 ms  ✓ SuiteSparse_jll
    471.3 ms  ✓ PtrArrays
    701.7 ms  ✓ EnzymeCore
    570.2 ms  ✓ Mmap
    485.2 ms  ✓ TaskLocalValues
    510.5 ms  ✓ ManualMemory
    527.3 ms  ✓ PositiveFactorizations
    487.1 ms  ✓ DataAPI
    422.4 ms  ✓ CommonWorldInvalidations
    843.3 ms  ✓ SciMLPublic
    411.4 ms  ✓ Future
    444.8 ms  ✓ FastPower
    425.2 ms  ✓ CompositionsBase
    504.9 ms  ✓ InverseFunctions
    615.6 ms  ✓ AbstractTrees
    501.8 ms  ✓ MuladdMacro
    711.7 ms  ✓ AbstractFFTs
   2316.7 ms  ✓ ExproniconLite
    587.4 ms  ✓ EnumX
   1423.1 ms  ✓ InitialValues
   5760.9 ms  ✓ MacroTools
    528.3 ms  ✓ ExprTools
    752.5 ms  ✓ OpenLibm_jll
    422.0 ms  ✓ ConcreteStructs
   1109.1 ms  ✓ FillArrays
    897.5 ms  ✓ SpatialIndexing
    648.3 ms  ✓ OrderedCollections
    491.1 ms  ✓ HashArrayMappedTries
    701.5 ms  ✓ ADTypes
    707.1 ms  ✓ Serialization
   1787.6 ms  ✓ Bessels
    662.0 ms  ✓ DocStringExtensions
    518.2 ms  ✓ FastClosures
    471.5 ms  ✓ SIMDTypes
    433.9 ms  ✓ IteratorInterfaceExtensions
    752.9 ms  ✓ Requires
    584.2 ms  ✓ LoggingExtras
    763.4 ms  ✓ CpuId
    593.9 ms  ✓ Compat
   1410.4 ms  ✓ InteractiveUtils
    892.3 ms  ✓ LazyArtifacts
    505.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    552.5 ms  ✓ DiffResults
    568.3 ms  ✓ AliasTables
   3796.3 ms  ✓ FunctionWrappers
    848.0 ms  ✓ Distances
    442.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    520.4 ms  ✓ Missings
   2179.2 ms  ✓ Preferences
    481.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1245.9 ms  ✓ ThreadingUtilities
    601.0 ms  ✓ CommonSubexpressions
    544.0 ms  ✓ NaNMath
    476.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    489.2 ms  ✓ ScopedValues
    429.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    455.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2064.5 ms  ✓ Jieko
   1121.5 ms  ✓ DifferentiationInterface
   1811.4 ms  ✓ DataStructures
    509.3 ms  ✓ RuntimeGeneratedFunctions
    691.0 ms  ✓ LogExpFunctions
    606.1 ms  ✓ Adapt
    512.2 ms  ✓ Compat → CompatLinearAlgebraExt
   4194.1 ms  ✓ TimerOutputs
   2856.1 ms  ✓ Distributed
    470.4 ms  ✓ FunctionWrappersWrappers
    470.5 ms  ✓ PrecompileTools
   1738.3 ms  ✓ Setfield
    610.4 ms  ✓ JLLWrappers
    636.5 ms  ✓ SciMLLogging
    551.1 ms  ✓ TruncatedStacktraces
    559.1 ms  ✓ SortingAlgorithms
   4496.1 ms  ✓ SparseArrays
    423.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    916.1 ms  ✓ QuadGK
    605.9 ms  ✓ ArrayInterface
   2544.4 ms  ✓ Accessors
    646.8 ms  ✓ GPUArraysCore
    491.0 ms  ✓ EnzymeCore → AdaptExt
    792.4 ms  ✓ ProgressMeter
   1998.2 ms  ✓ RecipesBase
   9991.9 ms  ✓ Test
    797.4 ms  ✓ Rmath_jll
    816.7 ms  ✓ OpenSpecFun_jll
