nice: cannot set niceness: Permission denied
Precompiling packages...
   1998.4 ms  ✓ LazyArtifacts
   2009.9 ms  ✓ IteratorInterfaceExtensions
   2013.9 ms  ✓ ConcreteStructs
   2015.0 ms  ✓ MuladdMacro
   2077.3 ms  ✓ StatsAPI
   2209.8 ms  ✓ ExprTools
   2221.0 ms  ✓ PositiveFactorizations
   2801.5 ms  ✓ AbstractFFTs
   3010.6 ms  ✓ ADTypes
   1589.9 ms  ✓ CommonSolve
   3683.7 ms  ✓ FunctionWrappers
   3790.0 ms  ✓ InitialValues
   1887.8 ms  ✓ OpenLibm_jll
   4225.6 ms  ✓ Combinatorics
   2080.0 ms  ✓ CompilerSupportLibraries_jll
   2397.5 ms  ✓ InverseFunctions
   2392.8 ms  ✓ SuiteSparse_jll
   4644.7 ms  ✓ FillArrays
   2904.5 ms  ✓ IterTools
   2198.8 ms  ✓ ManualMemory
   2120.7 ms  ✓ EnumX
   2538.2 ms  ✓ Compat
   2410.5 ms  ✓ Requires
   1905.0 ms  ✓ Reexport
   2585.8 ms  ✓ OrderedCollections
   1990.0 ms  ✓ SIMDTypes
   3209.1 ms  ✓ Preferences
   2730.0 ms  ✓ DocStringExtensions
   2663.5 ms  ✓ AbstractTrees
   7701.4 ms  ✓ Bessels
   3807.2 ms  ✓ SpatialIndexing
   8049.2 ms  ✓ ExproniconLite
   2080.3 ms  ✓ CompositionsBase
   2093.0 ms  ✓ PtrArrays
   2005.4 ms  ✓ TaskLocalValues
   2170.7 ms  ✓ FastPower
   2430.8 ms  ✓ HashArrayMappedTries
   2587.3 ms  ✓ StableTasks
   7519.4 ms  ✓ Distributed
   3275.7 ms  ✓ CpuId
   2603.3 ms  ✓ VectorInterface
   2304.0 ms  ✓ IfElse
   1896.0 ms  ✓ FastClosures
   2005.5 ms  ✓ PackageExtensionCompat
   2422.5 ms  ✓ CommonWorldInvalidations
   2238.4 ms  ✓ DataAPI
   2694.8 ms  ✓ ConstructionBase
   2318.6 ms  ✓ ChunkSplitters
   5796.3 ms  ✓ IrrationalConstants
   3500.3 ms  ✓ EnzymeCore
   3096.6 ms  ✓ LoggingExtras
   2581.2 ms  ✓ SciMLPublic
   2610.3 ms  ✓ StaticArraysCore
   2517.4 ms  ✓ RuntimeGeneratedFunctions
   2200.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2518.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  12998.6 ms  ✓ Test
   2308.4 ms  ✓ Adapt
  10315.2 ms  ✓ MacroTools
   2908.4 ms  ✓ NaNMath
   2532.4 ms  ✓ JLLWrappers
   2300.6 ms  ✓ PrecompileTools
   2102.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2405.7 ms  ✓ AliasTables
   2002.4 ms  ✓ ScopedValues
   1879.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4487.0 ms  ✓ ThreadingUtilities
   4908.8 ms  ✓ DifferentiationInterface
   2202.7 ms  ✓ Missings
   1901.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3518.7 ms  ✓ ProgressMeter
   2497.3 ms  ✓ SciMLLogging
   2172.5 ms  ✓ DiffResults
   3368.5 ms  ✓ LogExpFunctions
   1966.2 ms  ✓ EnzymeCore → AdaptExt
   2376.3 ms  ✓ ArrayInterface
   2585.1 ms  ✓ GPUArraysCore
   2721.2 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   7664.3 ms  ✓ DataStructures
   2584.2 ms  ✓ TruncatedStacktraces
   8707.0 ms  ✓ TimerOutputs
   2380.6 ms  ✓ CommonSubexpressions
   6107.0 ms  ✓ KrylovKit
   2396.4 ms  ✓ Rmath_jll
   7311.9 ms  ✓ Jieko
   2427.6 ms  ✓ IntelOpenMP_jll
   2335.0 ms  ✓ oneTBB_jll
   2420.5 ms  ✓ FFTW_jll
   2924.8 ms  ✓ OpenSpecFun_jll
   5599.8 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1907.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1686.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1814.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2403.8 ms  ✓ FastBroadcast
   2806.0 ms  ✓ MaybeInplace
   3302.6 ms  ✓ Static
   2590.4 ms  ✓ SciMLStructures
   1799.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2196.0 ms  ✓ SortingAlgorithms
   5009.4 ms  ✓ Setfield
   1716.3 ms  ✓ BitTwiddlingConvenienceFunctions
   2929.7 ms  ✓ FunctionWrappersWrappers
   4589.2 ms  ✓ PreallocationTools
   6388.9 ms  ✓ RecipesBase
   3414.4 ms  ✓ QuadGK
   2201.3 ms  ✓ MKL_jll
   2909.9 ms  ✓ Rmath
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 1117169] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0xbf88090->0x72282bbc4a30
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  14095.9 ms  ✓ SparseArrays
   1697.9 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   3400.8 ms  ✓ CPUSummary
   2592.0 ms  ✓ FiniteDiff
   2401.3 ms  ✓ Adapt → AdaptSparseArraysExt
   2418.4 ms  ✓ SuiteSparse
   2498.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2511.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   8344.9 ms  ✓ Accessors
   2606.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2980.1 ms  ✓ Statistics
   5190.0 ms  ✓ StaticArrayInterface
   2206.4 ms  ✓ PolyesterWeave
   1801.3 ms  ✓ Accessors → LinearAlgebraExt
   1992.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2074.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2123.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   2694.5 ms  ✓ PDMats
   1705.4 ms  ✓ CloseOpenIntervals
