nice: cannot set niceness: Permission denied
Precompiling packages...
    506.4 ms  ✓ CPUTime
    509.4 ms  ✓ Reexport
    665.4 ms  ✓ ConstructionBase
    486.1 ms  ✓ StatsAPI
    660.3 ms  ✓ IterTools
   1501.9 ms  ✓ IrrationalConstants
    516.5 ms  ✓ CommonSolve
   1112.4 ms  ✓ Combinatorics
    609.3 ms  ✓ StableTasks
    558.4 ms  ✓ StaticArraysCore
    669.7 ms  ✓ Statistics
    589.3 ms  ✓ ChunkSplitters
    564.4 ms  ✓ IfElse
    810.4 ms  ✓ EnzymeCore
    537.9 ms  ✓ PtrArrays
   1160.6 ms  ✓ SuiteSparse_jll
    614.2 ms  ✓ Mmap
    567.3 ms  ✓ TaskLocalValues
    644.8 ms  ✓ ManualMemory
    660.5 ms  ✓ PositiveFactorizations
    579.1 ms  ✓ DataAPI
    492.1 ms  ✓ CommonWorldInvalidations
    457.5 ms  ✓ Future
   1085.0 ms  ✓ SciMLPublic
    533.6 ms  ✓ FastPower
    641.2 ms  ✓ InverseFunctions
    515.8 ms  ✓ CompositionsBase
    734.5 ms  ✓ AbstractTrees
    595.4 ms  ✓ MuladdMacro
    812.0 ms  ✓ AbstractFFTs
    632.3 ms  ✓ EnumX
   2805.3 ms  ✓ ExproniconLite
   1639.3 ms  ✓ InitialValues
   6683.0 ms  ✓ MacroTools
    670.1 ms  ✓ ExprTools
   1010.0 ms  ✓ OpenLibm_jll
    484.2 ms  ✓ ConcreteStructs
   1312.5 ms  ✓ FillArrays
   1063.0 ms  ✓ SpatialIndexing
    736.4 ms  ✓ OrderedCollections
    563.2 ms  ✓ HashArrayMappedTries
    858.7 ms  ✓ ADTypes
   2018.8 ms  ✓ Bessels
    858.0 ms  ✓ Serialization
    814.8 ms  ✓ DocStringExtensions
    639.8 ms  ✓ FastClosures
    580.5 ms  ✓ SIMDTypes
    554.3 ms  ✓ IteratorInterfaceExtensions
    970.7 ms  ✓ Requires
    696.1 ms  ✓ LoggingExtras
   1028.5 ms  ✓ CpuId
    720.7 ms  ✓ Compat
   1720.0 ms  ✓ InteractiveUtils
    501.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1071.5 ms  ✓ LazyArtifacts
    603.7 ms  ✓ DiffResults
    744.7 ms  ✓ AliasTables
   1038.1 ms  ✓ Distances
   4938.6 ms  ✓ FunctionWrappers
    558.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    710.0 ms  ✓ Missings
    583.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3041.5 ms  ✓ Preferences
   1615.6 ms  ✓ ThreadingUtilities
    742.8 ms  ✓ CommonSubexpressions
    639.4 ms  ✓ FillArrays → FillArraysStatisticsExt
    725.2 ms  ✓ NaNMath
    620.6 ms  ✓ ScopedValues
    544.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    483.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1395.9 ms  ✓ DifferentiationInterface
   2666.2 ms  ✓ Jieko
   2286.3 ms  ✓ DataStructures
    684.5 ms  ✓ RuntimeGeneratedFunctions
    686.2 ms  ✓ Adapt
    923.6 ms  ✓ LogExpFunctions
    609.2 ms  ✓ Compat → CompatLinearAlgebraExt
    487.9 ms  ✓ FunctionWrappersWrappers
   3562.9 ms  ✓ Distributed
   2052.6 ms  ✓ Setfield
    637.3 ms  ✓ PrecompileTools
    752.7 ms  ✓ JLLWrappers
    730.5 ms  ✓ SciMLLogging
    826.7 ms  ✓ TruncatedStacktraces
   5564.0 ms  ✓ SparseArrays
   3609.9 ms  ✓ Accessors
    837.8 ms  ✓ SortingAlgorithms
   1183.7 ms  ✓ QuadGK
    933.0 ms  ✓ ArrayInterface
    755.1 ms  ✓ GPUArraysCore
    614.3 ms  ✓ EnzymeCore → AdaptExt
    621.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1096.3 ms  ✓ ProgressMeter
   2584.5 ms  ✓ RecipesBase
  14564.1 ms  ✓ Test
   1072.6 ms  ✓ Rmath_jll
   1299.9 ms  ✓ OpenSpecFun_jll
  14296.1 ms  ✓ Moshi
   1667.8 ms  ✓ IntelOpenMP_jll
   1881.1 ms  ✓ oneTBB_jll
