nice: cannot set niceness: Permission denied
Precompiling packages...
   1984.9 ms  ✓ LazyArtifacts
   1973.5 ms  ✓ OpenLibm_jll
   2002.2 ms  ✓ ConcreteStructs
   2077.7 ms  ✓ IteratorInterfaceExtensions
   2096.9 ms  ✓ StatsAPI
   2189.3 ms  ✓ MuladdMacro
   2191.9 ms  ✓ ExprTools
   2307.0 ms  ✓ PositiveFactorizations
   3194.1 ms  ✓ ADTypes
   3200.9 ms  ✓ AbstractFFTs
   3949.9 ms  ✓ Combinatorics
   3863.6 ms  ✓ FunctionWrappers
   1859.6 ms  ✓ CommonSolve
   3880.1 ms  ✓ InitialValues
   4271.6 ms  ✓ FillArrays
   2116.8 ms  ✓ SuiteSparse_jll
   2394.7 ms  ✓ InverseFunctions
   2486.0 ms  ✓ NaNMath
   2593.4 ms  ✓ IterTools
   2028.9 ms  ✓ EnumX
   2698.5 ms  ✓ Compat
   2185.9 ms  ✓ Requires
   2162.0 ms  ✓ Reexport
   3804.3 ms  ✓ Preferences
   1799.5 ms  ✓ CompositionsBase
   1895.3 ms  ✓ PtrArrays
   2885.3 ms  ✓ DocStringExtensions
   2882.8 ms  ✓ AbstractTrees
   7380.6 ms  ✓ Bessels
   3614.3 ms  ✓ SpatialIndexing
   1994.6 ms  ✓ FastPower
   1994.7 ms  ✓ TaskLocalValues
   4872.6 ms  ✓ DifferentiationInterface
   2230.1 ms  ✓ StableTasks
   2481.1 ms  ✓ HashArrayMappedTries
   2610.5 ms  ✓ VectorInterface
   3094.1 ms  ✓ Inflate
   2213.6 ms  ✓ Adapt
   2400.5 ms  ✓ ConstructionBase
   2191.9 ms  ✓ DataAPI
   1894.7 ms  ✓ FastClosures
   3200.8 ms  ✓ EnzymeCore
   2302.7 ms  ✓ PackageExtensionCompat
   7902.3 ms  ✓ Distributed
   5592.7 ms  ✓ IrrationalConstants
   2198.3 ms  ✓ ChunkSplitters
   2610.3 ms  ✓ LoggingExtras
   2510.0 ms  ✓ SciMLPublic
   2711.2 ms  ✓ StaticArraysCore
   2408.5 ms  ✓ RuntimeGeneratedFunctions
