nice: cannot set niceness: Permission denied
Precompiling packages...
   1984.6 ms  ✓ LazyArtifacts
   1996.2 ms  ✓ IteratorInterfaceExtensions
   2000.2 ms  ✓ ConcreteStructs
   2003.7 ms  ✓ MuladdMacro
   1998.1 ms  ✓ StatsAPI
   2001.7 ms  ✓ ExprTools
   2206.0 ms  ✓ PositiveFactorizations
   2707.5 ms  ✓ AbstractFFTs
   3080.6 ms  ✓ ADTypes
   3698.3 ms  ✓ FunctionWrappers
   1697.7 ms  ✓ CommonSolve
   3956.8 ms  ✓ Combinatorics
   1806.7 ms  ✓ OpenLibm_jll
   1996.2 ms  ✓ CompilerSupportLibraries_jll
   3974.5 ms  ✓ InitialValues
   2300.2 ms  ✓ InverseFunctions
   2387.8 ms  ✓ SuiteSparse_jll
   4653.8 ms  ✓ FillArrays
   2790.3 ms  ✓ IterTools
   2200.3 ms  ✓ ManualMemory
   2096.0 ms  ✓ EnumX
   2219.0 ms  ✓ Requires
   1887.1 ms  ✓ Reexport
   1796.3 ms  ✓ SIMDTypes
   2865.3 ms  ✓ Compat
   2891.6 ms  ✓ OrderedCollections
   3407.1 ms  ✓ Preferences
   2602.2 ms  ✓ AbstractTrees
   2810.6 ms  ✓ DocStringExtensions
   3888.2 ms  ✓ SpatialIndexing
   7815.1 ms  ✓ Bessels
   7936.2 ms  ✓ ExproniconLite
   1910.2 ms  ✓ FastPower
   2061.6 ms  ✓ PtrArrays
   2014.2 ms  ✓ HashArrayMappedTries
   2366.8 ms  ✓ CompositionsBase
   2332.7 ms  ✓ TaskLocalValues
   2593.3 ms  ✓ StableTasks
   2021.0 ms  ✓ CommonWorldInvalidations
   2599.9 ms  ✓ IfElse
   8161.2 ms  ✓ Distributed
   2103.1 ms  ✓ DataAPI
   3508.8 ms  ✓ CpuId
   2039.4 ms  ✓ FastClosures
   2409.0 ms  ✓ ConstructionBase
   2403.5 ms  ✓ CPUTime
   2998.6 ms  ✓ EnzymeCore
   2083.3 ms  ✓ ScopedValues
   5376.0 ms  ✓ IrrationalConstants
   2435.2 ms  ✓ ChunkSplitters
   2384.6 ms  ✓ SciMLPublic
   2093.7 ms  ✓ FunctionWrappersWrappers
   2314.9 ms  ✓ RuntimeGeneratedFunctions
   1996.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2796.5 ms  ✓ StaticArraysCore
   2301.4 ms  ✓ NaNMath
   2419.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2696.3 ms  ✓ Adapt
  10460.3 ms  ✓ MacroTools
   3027.9 ms  ✓ Compat → CompatLinearAlgebraExt
  13661.8 ms  ✓ Test
   3095.9 ms  ✓ JLLWrappers
   2717.6 ms  ✓ PrecompileTools
   2195.0 ms  ✓ AliasTables
   2184.1 ms  ✓ Missings
   2623.1 ms  ✓ LoggingExtras
   1989.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1914.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2038.9 ms  ✓ DiffResults
   1900.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2916.8 ms  ✓ LogExpFunctions
   3713.8 ms  ✓ ProgressMeter
   6539.0 ms  ✓ DifferentiationInterface
   2392.6 ms  ✓ GPUArraysCore
   4198.1 ms  ✓ ThreadingUtilities
   2991.1 ms  ✓ ArrayInterface
   2511.5 ms  ✓ EnzymeCore → AdaptExt
   2314.9 ms  ✓ CommonSubexpressions
   2592.4 ms  ✓ TruncatedStacktraces
   8093.3 ms  ✓ TimerOutputs
   2507.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2615.7 ms  ✓ Rmath_jll
   2996.7 ms  ✓ IntelOpenMP_jll
   2506.2 ms  ✓ FFTW_jll
   8919.8 ms  ✓ DataStructures
   2692.0 ms  ✓ OpenSpecFun_jll
   2994.6 ms  ✓ oneTBB_jll
   2501.5 ms  ✓ SciMLLogging
   8471.2 ms  ✓ Jieko
   2200.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   5496.5 ms  ✓ Setfield
   3609.4 ms  ✓ Static
   1812.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2484.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   5994.3 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
