nice: cannot set niceness: Permission denied
Precompiling packages...
    411.4 ms  ✓ CPUTime
    435.0 ms  ✓ Reexport
    580.3 ms  ✓ ConstructionBase
    485.7 ms  ✓ StatsAPI
    623.9 ms  ✓ IterTools
   1272.9 ms  ✓ IrrationalConstants
    497.2 ms  ✓ CommonSolve
    580.1 ms  ✓ StableTasks
   1062.1 ms  ✓ Combinatorics
    626.0 ms  ✓ Statistics
    527.3 ms  ✓ StaticArraysCore
    540.9 ms  ✓ ChunkSplitters
    455.9 ms  ✓ IfElse
    914.5 ms  ✓ SuiteSparse_jll
    740.4 ms  ✓ EnzymeCore
    486.6 ms  ✓ PtrArrays
    581.9 ms  ✓ Mmap
    507.3 ms  ✓ TaskLocalValues
    564.9 ms  ✓ ManualMemory
    598.4 ms  ✓ PositiveFactorizations
    516.0 ms  ✓ DataAPI
    484.8 ms  ✓ CommonWorldInvalidations
    794.1 ms  ✓ SciMLPublic
    497.5 ms  ✓ Future
    533.8 ms  ✓ FastPower
   4448.9 ms  ✓ MacroTools
    629.0 ms  ✓ InverseFunctions
    546.3 ms  ✓ CompositionsBase
    625.7 ms  ✓ AbstractTrees
    473.1 ms  ✓ MuladdMacro
    637.3 ms  ✓ AbstractFFTs
    498.0 ms  ✓ EnumX
   2213.3 ms  ✓ ExproniconLite
   1205.4 ms  ✓ InitialValues
    748.0 ms  ✓ OpenLibm_jll
    485.9 ms  ✓ ExprTools
    460.2 ms  ✓ ConcreteStructs
   1095.9 ms  ✓ FillArrays
    955.6 ms  ✓ SpatialIndexing
    696.4 ms  ✓ OrderedCollections
    520.5 ms  ✓ HashArrayMappedTries
    720.8 ms  ✓ ADTypes
    760.2 ms  ✓ Serialization
   1718.2 ms  ✓ Bessels
    692.6 ms  ✓ DocStringExtensions
    544.5 ms  ✓ FastClosures
    435.2 ms  ✓ SIMDTypes
    473.2 ms  ✓ IteratorInterfaceExtensions
    808.9 ms  ✓ Requires
    813.1 ms  ✓ CpuId
    720.8 ms  ✓ LoggingExtras
    641.4 ms  ✓ Compat
   2913.0 ms  ✓ FunctionWrappers
   1455.3 ms  ✓ InteractiveUtils
    464.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1019.4 ms  ✓ LazyArtifacts
    487.8 ms  ✓ DiffResults
    810.2 ms  ✓ Distances
    546.3 ms  ✓ AliasTables
    532.9 ms  ✓ Missings
   1898.7 ms  ✓ Preferences
    609.9 ms  ✓ CommonSubexpressions
    592.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1115.3 ms  ✓ ThreadingUtilities
    475.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    569.0 ms  ✓ NaNMath
    536.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    493.2 ms  ✓ ScopedValues
