nice: cannot set niceness: Permission denied
Precompiling packages...
   1471.4 ms  ✓ OpenSSL_jll
   1444.1 ms  ✓ MozillaCACerts_jll
   1440.3 ms  ✓ Zlib_jll
   1546.3 ms  ✓ Unicode
   1638.5 ms  ✓ Logging
   1652.7 ms  ✓ UUIDs
   1716.1 ms  ✓ nghttp2_jll
   1726.1 ms  ✓ CompilerSupportLibraries_jll
   1767.1 ms  ✓ NetworkOptions
   1859.5 ms  ✓ Base64
    673.7 ms  ✓ LibSSH2_jll
    620.7 ms  ✓ p7zip_jll
    822.1 ms  ✓ Printf
    503.6 ms  ✓ LibGit2_jll
    501.9 ms  ✓ LibCURL_jll
   3217.4 ms  ✓ ArgTools
    740.9 ms  ✓ LibCURL
    634.4 ms  ✓ Tar
   2920.2 ms  ✓ Dates
   2986.8 ms  ✓ LibGit2
    439.0 ms  ✓ TOML
   2974.7 ms  ✓ Downloads
   9141.1 ms  ✓ StyledStrings
   1634.2 ms  ✓ JuliaSyntaxHighlighting
   3768.1 ms  ✓ Markdown
  45478.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 60 seconds
Precompiling packages...
   2469.8 ms  ✓ Future
   2479.0 ms  ✓ IteratorInterfaceExtensions
   2499.3 ms  ✓ MuladdMacro
   2498.5 ms  ✓ ConcreteStructs
   2588.2 ms  ✓ StatsAPI
   2876.5 ms  ✓ ExprTools
   2985.0 ms  ✓ PositiveFactorizations
   3587.0 ms  ✓ AbstractFFTs
   3964.4 ms  ✓ Serialization
   4276.0 ms  ✓ ADTypes
   2279.2 ms  ✓ CommonSolve
   2505.1 ms  ✓ OpenLibm_jll
   2814.0 ms  ✓ InverseFunctions
   5466.8 ms  ✓ FillArrays
   5674.6 ms  ✓ InitialValues
   3022.1 ms  ✓ SuiteSparse_jll
   3488.4 ms  ✓ Statistics
   3486.2 ms  ✓ IterTools
   6192.9 ms  ✓ Combinatorics
   2999.8 ms  ✓ ManualMemory
   2733.7 ms  ✓ EnumX
   2496.6 ms  ✓ Reexport
   2501.2 ms  ✓ SIMDTypes
   4400.5 ms  ✓ Requires
   2502.4 ms  ✓ CompositionsBase
   2820.2 ms  ✓ Mmap
   3291.9 ms  ✓ DocStringExtensions
   2405.7 ms  ✓ PtrArrays
   3574.8 ms  ✓ AbstractTrees
   2587.1 ms  ✓ FastPower
   5504.9 ms  ✓ SpatialIndexing
   2671.9 ms  ✓ TaskLocalValues
  10762.9 ms  ✓ Bessels
   3193.1 ms  ✓ HashArrayMappedTries
  11394.5 ms  ✓ FunctionWrappers
   2591.8 ms  ✓ CPUTime
   3101.9 ms  ✓ StableTasks
   3191.2 ms  ✓ IfElse
   2781.7 ms  ✓ CommonWorldInvalidations
   3897.7 ms  ✓ EnzymeCore
   2896.1 ms  ✓ DataAPI
   2589.1 ms  ✓ FastClosures
   2741.3 ms  ✓ ChunkSplitters
   2992.8 ms  ✓ SciMLPublic
   2990.7 ms  ✓ StaticArraysCore
   3003.3 ms  ✓ LoggingExtras
  10607.6 ms  ✓ OrderedCollections
   3788.2 ms  ✓ Preferences
   4401.9 ms  ✓ CpuId
  16680.2 ms  ✓ ExproniconLite
   2590.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5397.4 ms  ✓ LazyArtifacts
   9319.3 ms  ✓ ConstructionBase
   2892.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2599.6 ms  ✓ Adapt
  13695.4 ms  ✓ IrrationalConstants
   3378.7 ms  ✓ AliasTables
   8697.3 ms  ✓ Missings
   3894.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  19006.1 ms  ✓ MacroTools
   2492.6 ms  ✓ FunctionWrappersWrappers
   9822.0 ms  ✓ Compat
   2409.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   8787.2 ms  ✓ RuntimeGeneratedFunctions
   4013.7 ms  ✓ ScopedValues
   2409.4 ms  ✓ DiffResults
   9920.7 ms  ✓ NaNMath
   2602.5 ms  ✓ PrecompileTools
   2507.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  13389.7 ms  ✓ InteractiveUtils
   3195.6 ms  ✓ JLLWrappers
   3417.1 ms  ✓ SciMLLogging
   2488.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  11808.5 ms  ✓ DifferentiationInterface
  11219.4 ms  ✓ Distances
   2500.7 ms  ✓ EnzymeCore → AdaptExt
   3285.1 ms  ✓ GPUArraysCore
   2497.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3082.5 ms  ✓ CommonSubexpressions
   3705.1 ms  ✓ LogExpFunctions
  12397.2 ms  ✓ ThreadingUtilities
   9095.8 ms  ✓ DataStructures
   3893.7 ms  ✓ TruncatedStacktraces
  10584.3 ms  ✓ Jieko
  20016.4 ms  ✓ TimerOutputs
   5000.6 ms  ✓ Rmath_jll
   9506.9 ms  ✓ ArrayInterface
   8504.9 ms  ✓ RecipesBase
   2399.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8403.8 ms  ✓ Setfield
   6595.9 ms  ✓ IntelOpenMP_jll
   4117.7 ms  ✓ FFTW_jll
   2393.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4013.7 ms  ✓ OpenSpecFun_jll
   3006.2 ms  ✓ SortingAlgorithms
   2395.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2388.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7804.5 ms  ✓ oneTBB_jll
   3294.8 ms  ✓ MaybeInplace
  17411.1 ms  ✓ Distributed
   4198.7 ms  ✓ Rmath
   3219.3 ms  ✓ FiniteDiff
  27409.5 ms  ✓ SparseArrays
   3691.9 ms  ✓ ProgressMeter
   7179.6 ms  ✓ PreallocationTools
   2485.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  16506.4 ms  ✓ Accessors
   3183.1 ms  ✓ SuiteSparse
   3118.8 ms  ✓ Statistics → SparseArraysExt
  11386.7 ms  ✓ QuadGK
   6900.1 ms  ✓ MKL_jll
   3712.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3511.1 ms  ✓ Adapt → AdaptSparseArraysExt
  10292.4 ms  ✓ SciMLStructures
   3191.8 ms  ✓ Distances → DistancesSparseArraysExt
   3203.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3192.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2895.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2617.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2508.5 ms  ✓ Accessors → LinearAlgebraExt
   3805.8 ms  ✓ PDMats
  12087.4 ms  ✓ SpecialFunctions
   3288.3 ms  ✓ BangBang
   3389.5 ms  ✓ FillArrays → FillArraysPDMatsExt
  26332.1 ms  ✓ Test
  27390.8 ms  ✓ Static
   4606.0 ms  ✓ DiffRules
   5616.6 ms  ✓ HypergeometricFunctions
   2497.2 ms  ✓ BitTwiddlingConvenienceFunctions
   3500.6 ms  ✓ Accessors → TestExt
   3601.7 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  11885.2 ms  ✓ SymbolicIndexingInterface
   5463.9 ms  ✓ CPUSummary
   7204.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  13588.9 ms  ✓ SciMLOperators
  15900.4 ms  ✓ StatsBase
  11516.0 ms  ✓ OhMyThreads
   3500.5 ms  ✓ PolyesterWeave
   2518.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3292.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2896.5 ms  ✓ PDMats → StatsBaseExt
   2786.1 ms  ✓ OhMyThreads → MarkdownExt
  19103.6 ms  ✓ Roots
  44179.7 ms  ✓ StaticArrays
  12965.5 ms  ✓ StatsFuns
   3701.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   5407.2 ms  ✓ BangBang → BangBangStaticArraysExt
   5896.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   7689.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   7235.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   8785.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
   8720.8 ms  ✓ Adapt → AdaptStaticArraysExt
   8781.8 ms  ✓ Accessors → StaticArraysExt
  22513.6 ms  ✓ ForwardDiff
  11390.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2906.4 ms  ✓ FastPower → FastPowerForwardDiffExt
  57402.4 ms  ✓ Parsers
   3794.8 ms  ✓ Roots → RootsForwardDiffExt
   4394.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  48496.2 ms  ✓ Moshi
   5906.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  39032.0 ms  ✓ FFTW
   4406.7 ms  ✓ JSON
   7907.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  27630.9 ms  ✓ RecursiveArrayTools
   1778.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1874.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  14504.4 ms  ✓ NearestNeighbors
   2303.4 ms  ✓ NLSolversBase
   2274.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  16894.7 ms  ✓ Distributions
   1496.0 ms  ✓ Neighborhood
   2216.8 ms  ✓ Distributions → DistributionsTestExt
   2812.3 ms  ✓ Clustering
   3330.8 ms  ✓ LineSearches
   2998.9 ms  ✓ StateSpaceSets
   3251.5 ms  ✓ Optim
   7723.1 ms  ✓ BlackBoxOptim
   4608.6 ms  ✓ DelayEmbeddings
  49999.6 ms  ✓ StaticArrayInterface
    825.3 ms  ✓ CloseOpenIntervals
    926.9 ms  ✓ LayoutPointers
    972.3 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  61711.1 ms  ✓ Polynomials
    712.5 ms  ✓ StrideArraysCore
    793.3 ms  ✓ Polynomials → PolynomialsFFTWExt
    612.6 ms  ✓ Polyester
    616.1 ms  ✓ FastBroadcast
    608.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  20275.6 ms  ✓ SciMLBase
   2336.0 ms  ✓ DSP
    900.3 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1225.9 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1844.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2531.7 ms  ✓ Wavelets
   3087.4 ms  ✓ SciMLJacobianOperators
   3064.3 ms  ✓ ComplexityMeasures
   5732.1 ms  ✓ NonlinearSolveBase
   1080.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1143.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3038.5 ms  ✓ BracketingNonlinearSolve
    929.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2202.4 ms  ✓ DiffEqBase
   1104.0 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1102.8 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3333.1 ms  ✓ OrdinaryDiffEqCore
   1200.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   4421.1 ms  ✓ OrdinaryDiffEqTsit5
   2500.0 ms  ✓ DynamicalSystemsBase
   3311.8 ms  ✓ Attractors
  210 dependencies successfully precompiled in 138 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 615.82
	System time (seconds): 51.26
	Percent of CPU this job got: 335%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:19.10
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2157428
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 708
	Minor (reclaiming a frame) page faults: 12654791
	Voluntary context switches: 34310
	Involuntary context switches: 66837
	Swaps: 0
	File system inputs: 0
	File system outputs: 1083760
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
