nice: cannot set niceness: Permission denied
Precompiling packages...
    403.5 ms  ✓ CPUTime
    416.0 ms  ✓ Reexport
    558.7 ms  ✓ ConstructionBase
    467.3 ms  ✓ StatsAPI
    603.0 ms  ✓ IterTools
    446.1 ms  ✓ CommonSolve
   1347.2 ms  ✓ IrrationalConstants
   1020.0 ms  ✓ Combinatorics
    587.5 ms  ✓ StableTasks
    528.2 ms  ✓ StaticArraysCore
    632.4 ms  ✓ Statistics
    507.1 ms  ✓ ChunkSplitters
    429.0 ms  ✓ IfElse
    877.2 ms  ✓ SuiteSparse_jll
    470.5 ms  ✓ PtrArrays
    707.2 ms  ✓ EnzymeCore
    531.6 ms  ✓ Mmap
    453.6 ms  ✓ TaskLocalValues
    515.4 ms  ✓ ManualMemory
    541.4 ms  ✓ PositiveFactorizations
    498.2 ms  ✓ DataAPI
    444.2 ms  ✓ CommonWorldInvalidations
    841.6 ms  ✓ SciMLPublic
    412.8 ms  ✓ Future
    418.0 ms  ✓ FastPower
    449.0 ms  ✓ CompositionsBase
    521.2 ms  ✓ InverseFunctions
    660.1 ms  ✓ AbstractTrees
    499.8 ms  ✓ MuladdMacro
    539.7 ms  ✓ EnumX
    702.5 ms  ✓ AbstractFFTs
   2408.3 ms  ✓ ExproniconLite
   5579.9 ms  ✓ MacroTools
   1425.1 ms  ✓ InitialValues
    465.0 ms  ✓ ExprTools
    732.6 ms  ✓ OpenLibm_jll
    426.5 ms  ✓ ConcreteStructs
   1117.6 ms  ✓ FillArrays
    905.3 ms  ✓ SpatialIndexing
    659.7 ms  ✓ OrderedCollections
    498.0 ms  ✓ HashArrayMappedTries
    695.7 ms  ✓ ADTypes
    708.4 ms  ✓ Serialization
   1752.1 ms  ✓ Bessels
    678.1 ms  ✓ DocStringExtensions
    523.2 ms  ✓ FastClosures
    444.9 ms  ✓ SIMDTypes
    442.6 ms  ✓ IteratorInterfaceExtensions
    739.5 ms  ✓ Requires
    747.9 ms  ✓ CpuId
    575.5 ms  ✓ LoggingExtras
    583.9 ms  ✓ Compat
   1422.7 ms  ✓ InteractiveUtils
    878.2 ms  ✓ LazyArtifacts
    506.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    516.5 ms  ✓ DiffResults
    583.1 ms  ✓ AliasTables
    835.2 ms  ✓ Distances
   3780.4 ms  ✓ FunctionWrappers
   2115.7 ms  ✓ Preferences
    528.6 ms  ✓ Missings
    466.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    520.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1309.0 ms  ✓ ThreadingUtilities
    595.2 ms  ✓ CommonSubexpressions
    547.8 ms  ✓ NaNMath
    479.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    467.2 ms  ✓ ScopedValues
    412.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    471.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2028.5 ms  ✓ Jieko
   1147.9 ms  ✓ DifferentiationInterface
   1806.8 ms  ✓ DataStructures
    437.5 ms  ✓ RuntimeGeneratedFunctions
    650.3 ms  ✓ LogExpFunctions
    543.8 ms  ✓ Adapt
    535.8 ms  ✓ Compat → CompatLinearAlgebraExt
   3996.4 ms  ✓ TimerOutputs
    466.8 ms  ✓ FunctionWrappersWrappers
   2877.5 ms  ✓ Distributed
    504.4 ms  ✓ PrecompileTools
   1563.9 ms  ✓ Setfield
    602.0 ms  ✓ JLLWrappers
    593.4 ms  ✓ SciMLLogging
    529.8 ms  ✓ TruncatedStacktraces
    531.2 ms  ✓ SortingAlgorithms
   4664.6 ms  ✓ SparseArrays
    427.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    940.3 ms  ✓ QuadGK
    624.7 ms  ✓ ArrayInterface
    672.7 ms  ✓ GPUArraysCore
   2504.3 ms  ✓ Accessors
    450.6 ms  ✓ EnzymeCore → AdaptExt
    807.5 ms  ✓ ProgressMeter
   1868.9 ms  ✓ RecipesBase
   9650.4 ms  ✓ Test
    705.2 ms  ✓ Rmath_jll
    804.4 ms  ✓ OpenSpecFun_jll
   1364.6 ms  ✓ IntelOpenMP_jll
  10711.4 ms  ✓ Moshi
   1252.9 ms  ✓ oneTBB_jll
    696.2 ms  ✓ FFTW_jll
    640.4 ms  ✓ Statistics → SparseArraysExt
    743.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
    718.5 ms  ✓ SuiteSparse
    782.0 ms  ✓ Distances → DistancesSparseArraysExt
    879.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    804.0 ms  ✓ Adapt → AdaptSparseArraysExt
    588.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    989.7 ms  ✓ MaybeInplace
    801.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    900.7 ms  ✓ SciMLStructures
  16043.9 ms  ✓ StaticArrays
   1725.5 ms  ✓ PreallocationTools
  15788.0 ms  ✓ Parsers
    518.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    458.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    531.2 ms  ✓ Accessors → LinearAlgebraExt
    633.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    596.3 ms  ✓ Accessors → TestExt
    766.8 ms  ✓ Rmath
   1398.2 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1422.4 ms  ✓ MKL_jll
    964.7 ms  ✓ PDMats
   3007.5 ms  ✓ SpecialFunctions
    857.2 ms  ✓ FiniteDiff
   2939.0 ms  ✓ StatsBase
    656.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    716.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    768.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    803.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
