nice: cannot set niceness: Permission denied
Precompiling packages...
   1631.1 ms  ✓ OpenSSL_jll
   1591.4 ms  ✓ Zlib_jll
   1706.2 ms  ✓ UUIDs
   1707.0 ms  ✓ MozillaCACerts_jll
   1714.5 ms  ✓ Logging
   1714.2 ms  ✓ Unicode
   1722.6 ms  ✓ nghttp2_jll
   1806.4 ms  ✓ NetworkOptions
   1821.5 ms  ✓ CompilerSupportLibraries_jll
   1914.9 ms  ✓ Base64
    594.3 ms  ✓ LibSSH2_jll
    591.1 ms  ✓ p7zip_jll
    736.8 ms  ✓ Printf
    471.8 ms  ✓ LibGit2_jll
    470.3 ms  ✓ LibCURL_jll
   3212.5 ms  ✓ ArgTools
    763.3 ms  ✓ LibCURL
    629.8 ms  ✓ Tar
   2863.3 ms  ✓ Dates
   3048.0 ms  ✓ LibGit2
    443.1 ms  ✓ TOML
   2962.3 ms  ✓ Downloads
   9297.4 ms  ✓ StyledStrings
   1700.7 ms  ✓ JuliaSyntaxHighlighting
   3818.0 ms  ✓ Markdown
  47019.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2262.0 ms  ✓ IteratorInterfaceExtensions
   2358.4 ms  ✓ MuladdMacro
   2430.0 ms  ✓ ConcreteStructs
   2453.4 ms  ✓ Future
   2540.6 ms  ✓ StatsAPI
   2559.9 ms  ✓ ExprTools
   2852.9 ms  ✓ PositiveFactorizations
   3257.2 ms  ✓ AbstractFFTs
   4034.2 ms  ✓ Serialization
   4450.4 ms  ✓ ADTypes
   2390.1 ms  ✓ CommonSolve
   2598.4 ms  ✓ OpenLibm_jll
   2990.2 ms  ✓ InverseFunctions
   3123.5 ms  ✓ Statistics
   3088.2 ms  ✓ SuiteSparse_jll
   5689.8 ms  ✓ FillArrays
   3217.3 ms  ✓ IterTools
   5796.0 ms  ✓ InitialValues
   2895.5 ms  ✓ ManualMemory
   6350.1 ms  ✓ Combinatorics
   2609.0 ms  ✓ EnumX
   2500.3 ms  ✓ Reexport
   2496.8 ms  ✓ SIMDTypes
   2698.8 ms  ✓ Mmap
   2398.9 ms  ✓ CompositionsBase
   2502.1 ms  ✓ PtrArrays
   3311.7 ms  ✓ DocStringExtensions
   3206.4 ms  ✓ AbstractTrees
   4587.7 ms  ✓ Requires
   2597.9 ms  ✓ FastPower
   5500.6 ms  ✓ SpatialIndexing
   2607.4 ms  ✓ TaskLocalValues
   2909.7 ms  ✓ HashArrayMappedTries
  11008.0 ms  ✓ Bessels
   2382.9 ms  ✓ IfElse
   2301.7 ms  ✓ CPUTime
   2309.4 ms  ✓ CommonWorldInvalidations
   3702.0 ms  ✓ StableTasks
  12262.7 ms  ✓ FunctionWrappers
   2988.3 ms  ✓ DataAPI
   4571.8 ms  ✓ EnzymeCore
   2790.9 ms  ✓ FastClosures
   2795.2 ms  ✓ ChunkSplitters
   2993.5 ms  ✓ SciMLPublic
   3097.1 ms  ✓ StaticArraysCore
   3316.2 ms  ✓ LoggingExtras
  11197.3 ms  ✓ OrderedCollections
   4272.3 ms  ✓ CpuId
  16071.0 ms  ✓ ExproniconLite
   3898.5 ms  ✓ Preferences
   2400.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5604.7 ms  ✓ LazyArtifacts
   2523.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   9982.2 ms  ✓ ConstructionBase
   2578.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  14791.2 ms  ✓ IrrationalConstants
   2508.3 ms  ✓ ScopedValues
   2892.3 ms  ✓ Adapt
   3015.4 ms  ✓ AliasTables
   2799.8 ms  ✓ FunctionWrappersWrappers
   9798.6 ms  ✓ RuntimeGeneratedFunctions
  10991.3 ms  ✓ Compat
   2210.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  21108.2 ms  ✓ MacroTools
   2512.6 ms  ✓ DiffResults
  10298.4 ms  ✓ NaNMath
   2795.8 ms  ✓ PrecompileTools
   2267.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2486.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3197.0 ms  ✓ JLLWrappers
  12901.8 ms  ✓ DifferentiationInterface
  15502.9 ms  ✓ InteractiveUtils
  11491.4 ms  ✓ Distances
   3586.3 ms  ✓ SciMLLogging
   3877.4 ms  ✓ LogExpFunctions
   2309.1 ms  ✓ EnzymeCore → AdaptExt
  12610.4 ms  ✓ ThreadingUtilities
   3230.0 ms  ✓ GPUArraysCore
   3473.4 ms  ✓ CommonSubexpressions
  10473.6 ms  ✓ Missings
  18091.8 ms  ✓ Distributed
   3291.4 ms  ✓ Compat → CompatLinearAlgebraExt
  10594.2 ms  ✓ DataStructures
  10700.2 ms  ✓ Jieko
   7198.6 ms  ✓ Setfield
   4595.7 ms  ✓ Rmath_jll
  22828.1 ms  ✓ TimerOutputs
   4711.0 ms  ✓ FFTW_jll
   4192.2 ms  ✓ TruncatedStacktraces
   2505.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2620.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4675.6 ms  ✓ OpenSpecFun_jll
  10899.6 ms  ✓ ArrayInterface
   7820.8 ms  ✓ IntelOpenMP_jll
   7530.4 ms  ✓ oneTBB_jll
   2887.4 ms  ✓ SortingAlgorithms
  12200.9 ms  ✓ RecipesBase
   3479.7 ms  ✓ MaybeInplace
   2482.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3988.1 ms  ✓ Rmath
   2204.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   4973.5 ms  ✓ ProgressMeter
   2303.3 ms  ✓ FiniteDiff
  27444.7 ms  ✓ SparseArrays
   5703.6 ms  ✓ PreallocationTools
   3285.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3375.6 ms  ✓ SuiteSparse
   3421.8 ms  ✓ Statistics → SparseArraysExt
   3408.3 ms  ✓ Adapt → AdaptSparseArraysExt
   3583.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
  18369.5 ms  ✓ Accessors
   6924.6 ms  ✓ MKL_jll
  11709.5 ms  ✓ QuadGK
   3688.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
