nice: cannot set niceness: Permission denied
Precompiling packages...
   1587.2 ms  ✓ nghttp2_jll
   1590.3 ms  ✓ Logging
   1591.0 ms  ✓ UUIDs
   1657.2 ms  ✓ MozillaCACerts_jll
   1659.1 ms  ✓ Zlib_jll
   1669.5 ms  ✓ NetworkOptions
   1720.0 ms  ✓ OpenSSL_jll
   1687.1 ms  ✓ Unicode
   1706.6 ms  ✓ CompilerSupportLibraries_jll
   1805.3 ms  ✓ Base64
    477.2 ms  ✓ LibSSH2_jll
    593.8 ms  ✓ p7zip_jll
    704.4 ms  ✓ Printf
    496.8 ms  ✓ LibGit2_jll
    495.4 ms  ✓ LibCURL_jll
   3116.3 ms  ✓ ArgTools
    746.5 ms  ✓ LibCURL
    627.3 ms  ✓ Tar
   2886.5 ms  ✓ Dates
   3013.1 ms  ✓ LibGit2
    445.9 ms  ✓ TOML
   3037.7 ms  ✓ Downloads
   9306.8 ms  ✓ StyledStrings
   1617.7 ms  ✓ JuliaSyntaxHighlighting
   3875.6 ms  ✓ Markdown
  46357.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2389.1 ms  ✓ IteratorInterfaceExtensions
   2472.0 ms  ✓ Future
   2493.9 ms  ✓ MuladdMacro
   2498.9 ms  ✓ ConcreteStructs
   3175.5 ms  ✓ PositiveFactorizations
   3179.9 ms  ✓ StatsAPI
   3189.5 ms  ✓ ExprTools
   3292.6 ms  ✓ AbstractFFTs
   4077.4 ms  ✓ ADTypes
   4175.1 ms  ✓ Serialization
   2592.2 ms  ✓ OpenLibm_jll
   2592.6 ms  ✓ CommonSolve
   5371.3 ms  ✓ FillArrays
   2908.2 ms  ✓ InverseFunctions
   5590.1 ms  ✓ InitialValues
   5864.1 ms  ✓ Combinatorics
   3386.2 ms  ✓ Statistics
   2801.7 ms  ✓ ManualMemory
   3104.8 ms  ✓ SuiteSparse_jll
   3617.5 ms  ✓ IterTools
   2699.5 ms  ✓ EnumX
   2409.8 ms  ✓ Reexport
   2496.2 ms  ✓ SIMDTypes
   4383.5 ms  ✓ Requires
   2598.4 ms  ✓ CompositionsBase
   2800.2 ms  ✓ Mmap
   3493.0 ms  ✓ DocStringExtensions
   3432.3 ms  ✓ AbstractTrees
   2505.7 ms  ✓ PtrArrays
   2673.8 ms  ✓ FastPower
  10374.3 ms  ✓ Bessels
   2708.5 ms  ✓ TaskLocalValues
   5683.9 ms  ✓ SpatialIndexing
   3389.9 ms  ✓ HashArrayMappedTries
   3106.7 ms  ✓ StableTasks
   2793.3 ms  ✓ IfElse
   2791.6 ms  ✓ CommonWorldInvalidations
  12186.9 ms  ✓ FunctionWrappers
   3089.7 ms  ✓ CPUTime
   3999.9 ms  ✓ EnzymeCore
   2642.4 ms  ✓ DataAPI
   2606.0 ms  ✓ FastClosures
   2888.8 ms  ✓ ChunkSplitters
   3020.9 ms  ✓ SciMLPublic
