nice: cannot set niceness: Permission denied
Precompiling packages...
    417.1 ms  ✓ CPUTime
    435.3 ms  ✓ Reexport
    557.9 ms  ✓ ConstructionBase
    480.9 ms  ✓ StatsAPI
    607.8 ms  ✓ IterTools
   1333.3 ms  ✓ IrrationalConstants
    469.7 ms  ✓ CommonSolve
   1056.7 ms  ✓ Combinatorics
    578.1 ms  ✓ StableTasks
    541.2 ms  ✓ StaticArraysCore
    621.7 ms  ✓ Statistics
    533.4 ms  ✓ ChunkSplitters
    440.3 ms  ✓ IfElse
    961.8 ms  ✓ SuiteSparse_jll
    453.1 ms  ✓ PtrArrays
    710.6 ms  ✓ EnzymeCore
    559.8 ms  ✓ Mmap
    470.4 ms  ✓ TaskLocalValues
    536.3 ms  ✓ ManualMemory
    561.8 ms  ✓ PositiveFactorizations
    504.4 ms  ✓ DataAPI
    440.5 ms  ✓ CommonWorldInvalidations
    421.4 ms  ✓ Future
    863.6 ms  ✓ SciMLPublic
    448.4 ms  ✓ FastPower
    462.5 ms  ✓ CompositionsBase
    555.9 ms  ✓ InverseFunctions
    687.7 ms  ✓ AbstractTrees
    546.1 ms  ✓ MuladdMacro
    718.8 ms  ✓ AbstractFFTs
   5544.7 ms  ✓ MacroTools
    595.0 ms  ✓ EnumX
   2467.4 ms  ✓ ExproniconLite
   1522.2 ms  ✓ InitialValues
    508.9 ms  ✓ ExprTools
    798.8 ms  ✓ OpenLibm_jll
    457.2 ms  ✓ ConcreteStructs
    963.0 ms  ✓ SpatialIndexing
   1118.4 ms  ✓ FillArrays
    671.7 ms  ✓ OrderedCollections
    492.5 ms  ✓ HashArrayMappedTries
    713.1 ms  ✓ ADTypes
   1769.7 ms  ✓ Bessels
    748.9 ms  ✓ Serialization
    692.6 ms  ✓ DocStringExtensions
    528.0 ms  ✓ FastClosures
    455.3 ms  ✓ SIMDTypes
    462.7 ms  ✓ IteratorInterfaceExtensions
    801.1 ms  ✓ Requires
    780.5 ms  ✓ CpuId
    607.1 ms  ✓ LoggingExtras
    634.5 ms  ✓ Compat
   1377.6 ms  ✓ InteractiveUtils
    462.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    903.1 ms  ✓ LazyArtifacts
    506.6 ms  ✓ DiffResults
    602.1 ms  ✓ AliasTables
   3862.9 ms  ✓ FunctionWrappers
    838.5 ms  ✓ Distances
    563.7 ms  ✓ Missings
    482.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2290.8 ms  ✓ Preferences
    490.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1378.0 ms  ✓ ThreadingUtilities
    612.8 ms  ✓ CommonSubexpressions
    556.6 ms  ✓ NaNMath
    499.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    465.4 ms  ✓ ScopedValues
    431.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    473.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2010.3 ms  ✓ Jieko
   1180.3 ms  ✓ DifferentiationInterface
   1819.2 ms  ✓ DataStructures
    474.0 ms  ✓ RuntimeGeneratedFunctions
    701.9 ms  ✓ LogExpFunctions
    612.0 ms  ✓ Adapt
    535.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3992.0 ms  ✓ TimerOutputs
    488.6 ms  ✓ FunctionWrappersWrappers
   2800.1 ms  ✓ Distributed
    497.6 ms  ✓ PrecompileTools
   1689.3 ms  ✓ Setfield
    608.6 ms  ✓ JLLWrappers
    641.2 ms  ✓ SciMLLogging
    552.9 ms  ✓ TruncatedStacktraces
    546.9 ms  ✓ SortingAlgorithms
   4495.0 ms  ✓ SparseArrays
