nice: cannot set niceness: Permission denied
Precompiling packages...
    420.9 ms  ✓ CPUTime
    422.0 ms  ✓ Reexport
    575.8 ms  ✓ ConstructionBase
    480.1 ms  ✓ StatsAPI
    622.1 ms  ✓ IterTools
   1322.9 ms  ✓ IrrationalConstants
    484.1 ms  ✓ CommonSolve
    583.0 ms  ✓ StableTasks
   1073.1 ms  ✓ Combinatorics
    567.0 ms  ✓ StaticArraysCore
    627.6 ms  ✓ Statistics
    528.0 ms  ✓ ChunkSplitters
    489.6 ms  ✓ DiffResults
    981.5 ms  ✓ SuiteSparse_jll
    467.0 ms  ✓ PtrArrays
    719.6 ms  ✓ EnzymeCore
    548.0 ms  ✓ Mmap
    477.1 ms  ✓ TaskLocalValues
    534.8 ms  ✓ ManualMemory
    547.2 ms  ✓ PositiveFactorizations
    502.1 ms  ✓ DataAPI
    448.0 ms  ✓ CommonWorldInvalidations
    431.9 ms  ✓ Future
    906.0 ms  ✓ SciMLPublic
    432.4 ms  ✓ FastPower
    473.7 ms  ✓ CompositionsBase
    566.7 ms  ✓ InverseFunctions
    687.5 ms  ✓ AbstractTrees
    579.1 ms  ✓ MuladdMacro
    757.7 ms  ✓ AbstractFFTs
   5604.5 ms  ✓ MacroTools
    541.8 ms  ✓ EnumX
   2489.7 ms  ✓ ExproniconLite
   1439.4 ms  ✓ InitialValues
    512.4 ms  ✓ ExprTools
    773.9 ms  ✓ OpenLibm_jll
    460.0 ms  ✓ ConcreteStructs
    952.9 ms  ✓ SpatialIndexing
   1153.2 ms  ✓ FillArrays
    691.0 ms  ✓ OrderedCollections
    501.8 ms  ✓ HashArrayMappedTries
    726.2 ms  ✓ ADTypes
   1799.2 ms  ✓ Bessels
    733.4 ms  ✓ Serialization
    693.8 ms  ✓ DocStringExtensions
    529.9 ms  ✓ FastClosures
    475.0 ms  ✓ SIMDTypes
    449.3 ms  ✓ IteratorInterfaceExtensions
    795.3 ms  ✓ Requires
    599.3 ms  ✓ LoggingExtras
    808.4 ms  ✓ CpuId
    635.8 ms  ✓ Compat
   1318.1 ms  ✓ InteractiveUtils
    456.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    935.9 ms  ✓ LazyArtifacts
    482.5 ms  ✓ IfElse
    583.3 ms  ✓ AliasTables
   3883.9 ms  ✓ FunctionWrappers
    870.7 ms  ✓ Distances
    562.2 ms  ✓ Missings
