nice: cannot set niceness: Permission denied
Precompiling packages...
   1617.3 ms  ✓ OpenSSL_jll
   1591.3 ms  ✓ CompilerSupportLibraries_jll
   1692.2 ms  ✓ UUIDs
   1694.9 ms  ✓ MozillaCACerts_jll
   1770.3 ms  ✓ nghttp2_jll
   1774.5 ms  ✓ Logging
   1777.4 ms  ✓ Zlib_jll
   1790.7 ms  ✓ Unicode
   1819.5 ms  ✓ NetworkOptions
   1860.0 ms  ✓ Base64
    620.5 ms  ✓ LibSSH2_jll
    687.3 ms  ✓ p7zip_jll
    661.2 ms  ✓ Printf
    463.4 ms  ✓ LibGit2_jll
    465.9 ms  ✓ LibCURL_jll
   3388.4 ms  ✓ ArgTools
    807.4 ms  ✓ LibCURL
    638.7 ms  ✓ Tar
   2983.4 ms  ✓ Dates
   3061.3 ms  ✓ LibGit2
    453.0 ms  ✓ TOML
   3106.4 ms  ✓ Downloads
   9722.5 ms  ✓ StyledStrings
   1780.2 ms  ✓ JuliaSyntaxHighlighting
   4030.9 ms  ✓ Markdown
  47624.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2415.5 ms  ✓ Future
   2427.4 ms  ✓ IteratorInterfaceExtensions
   2515.3 ms  ✓ ExprTools
   2523.9 ms  ✓ MuladdMacro
   2528.7 ms  ✓ ConcreteStructs
   3192.3 ms  ✓ StatsAPI
   3195.0 ms  ✓ PositiveFactorizations
   3325.5 ms  ✓ AbstractFFTs
   3405.9 ms  ✓ OpenLibm_jll
   3709.8 ms  ✓ Serialization
   4008.5 ms  ✓ ADTypes
   2300.1 ms  ✓ CommonSolve
   5207.4 ms  ✓ FillArrays
   2875.6 ms  ✓ InverseFunctions
   5404.3 ms  ✓ InitialValues
   3084.9 ms  ✓ Statistics
   2304.2 ms  ✓ SafeTestsets
   5529.9 ms  ✓ Combinatorics
   3100.6 ms  ✓ SuiteSparse_jll
   3890.5 ms  ✓ IterTools
   2788.2 ms  ✓ EnumX
   2301.3 ms  ✓ Reexport
   2495.4 ms  ✓ PtrArrays
   2489.0 ms  ✓ FastPower
   2706.7 ms  ✓ Mmap
   3199.7 ms  ✓ DocStringExtensions
   5065.5 ms  ✓ Requires
   2602.2 ms  ✓ HashArrayMappedTries
   2714.8 ms  ✓ TaskLocalValues
   5496.2 ms  ✓ SpatialIndexing
   4230.6 ms  ✓ AbstractTrees
   2902.9 ms  ✓ StableTasks
  10281.3 ms  ✓ Bessels
   2895.5 ms  ✓ Inflate
   2817.1 ms  ✓ Adapt
   3298.0 ms  ✓ VectorInterface
   2570.3 ms  ✓ PackageExtensionCompat
  11798.2 ms  ✓ FunctionWrappers
