nice: cannot set niceness: Permission denied
Precompiling packages...
    411.6 ms  ✓ CPUTime
    427.1 ms  ✓ Reexport
    560.4 ms  ✓ ConstructionBase
    463.6 ms  ✓ StatsAPI
    608.8 ms  ✓ IterTools
    460.3 ms  ✓ CommonSolve
   1336.9 ms  ✓ IrrationalConstants
   1053.7 ms  ✓ Combinatorics
    578.0 ms  ✓ StableTasks
    514.0 ms  ✓ StaticArraysCore
    614.7 ms  ✓ Statistics
    515.5 ms  ✓ ChunkSplitters
    432.8 ms  ✓ IfElse
    908.0 ms  ✓ SuiteSparse_jll
    711.0 ms  ✓ EnzymeCore
    470.3 ms  ✓ PtrArrays
    542.9 ms  ✓ Mmap
    444.0 ms  ✓ TaskLocalValues
    508.5 ms  ✓ ManualMemory
    530.4 ms  ✓ PositiveFactorizations
    486.8 ms  ✓ DataAPI
    434.4 ms  ✓ CommonWorldInvalidations
    909.1 ms  ✓ SciMLPublic
    462.6 ms  ✓ Future
    535.8 ms  ✓ FastPower
    564.4 ms  ✓ CompositionsBase
    645.9 ms  ✓ InverseFunctions
   4743.0 ms  ✓ MacroTools
    714.2 ms  ✓ AbstractTrees
    472.8 ms  ✓ MuladdMacro
    475.7 ms  ✓ EnumX
    598.0 ms  ✓ AbstractFFTs
   2411.8 ms  ✓ ExproniconLite
   1222.1 ms  ✓ InitialValues
    692.2 ms  ✓ OpenLibm_jll
    515.2 ms  ✓ ExprTools
    423.8 ms  ✓ ConcreteStructs
    908.1 ms  ✓ SpatialIndexing
   1078.7 ms  ✓ FillArrays
    624.5 ms  ✓ OrderedCollections
    483.9 ms  ✓ HashArrayMappedTries
    685.0 ms  ✓ ADTypes
    703.0 ms  ✓ Serialization
   1787.7 ms  ✓ Bessels
    689.7 ms  ✓ DocStringExtensions
    532.3 ms  ✓ FastClosures
    533.8 ms  ✓ SIMDTypes
    480.9 ms  ✓ IteratorInterfaceExtensions
    777.6 ms  ✓ Requires
    849.2 ms  ✓ CpuId
    584.6 ms  ✓ LoggingExtras
    672.5 ms  ✓ Compat
   1496.1 ms  ✓ InteractiveUtils
   3103.7 ms  ✓ FunctionWrappers
    970.9 ms  ✓ LazyArtifacts
    508.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    478.1 ms  ✓ DiffResults
    763.6 ms  ✓ Distances
    524.8 ms  ✓ AliasTables
   1700.8 ms  ✓ Preferences
    544.5 ms  ✓ Missings
    489.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    476.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1229.5 ms  ✓ ThreadingUtilities
    598.5 ms  ✓ CommonSubexpressions
    552.6 ms  ✓ NaNMath
    532.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    483.5 ms  ✓ ScopedValues
    420.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    407.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1094.0 ms  ✓ DifferentiationInterface
   2027.1 ms  ✓ Jieko
   1811.1 ms  ✓ DataStructures
    468.9 ms  ✓ RuntimeGeneratedFunctions
    678.5 ms  ✓ LogExpFunctions
    464.9 ms  ✓ Compat → CompatLinearAlgebraExt
    498.9 ms  ✓ Adapt
    415.3 ms  ✓ FunctionWrappersWrappers
   2355.1 ms  ✓ Distributed
    514.4 ms  ✓ PrecompileTools
    564.3 ms  ✓ JLLWrappers
    632.7 ms  ✓ SciMLLogging
   1612.1 ms  ✓ Setfield
    601.4 ms  ✓ TruncatedStacktraces
    550.8 ms  ✓ SortingAlgorithms
   3929.7 ms  ✓ SparseArrays
    436.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    906.5 ms  ✓ QuadGK
    599.2 ms  ✓ ArrayInterface
    638.3 ms  ✓ GPUArraysCore
    495.7 ms  ✓ EnzymeCore → AdaptExt
   2541.1 ms  ✓ Accessors
    810.0 ms  ✓ ProgressMeter
   1914.6 ms  ✓ RecipesBase
   8640.2 ms  ✓ Test
    667.0 ms  ✓ Rmath_jll
    827.8 ms  ✓ OpenSpecFun_jll
   1407.3 ms  ✓ IntelOpenMP_jll
  10556.2 ms  ✓ Moshi
   1336.8 ms  ✓ oneTBB_jll
    696.4 ms  ✓ FFTW_jll
    635.4 ms  ✓ Statistics → SparseArraysExt
    810.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
    712.2 ms  ✓ SuiteSparse
    741.2 ms  ✓ Distances → DistancesSparseArraysExt
    869.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    871.0 ms  ✓ Adapt → AdaptSparseArraysExt
    611.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    806.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    912.5 ms  ✓ SciMLStructures
    613.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1358.8 ms  ✓ PreallocationTools
    659.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    698.5 ms  ✓ Accessors → LinearAlgebraExt
    835.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  15709.7 ms  ✓ StaticArrays
  15588.9 ms  ✓ Parsers
    702.0 ms  ✓ Accessors → TestExt
   1643.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    804.9 ms  ✓ Rmath
   1422.2 ms  ✓ MKL_jll
    998.3 ms  ✓ PDMats
   2827.0 ms  ✓ SpecialFunctions
    825.6 ms  ✓ FiniteDiff
   2891.7 ms  ✓ StatsBase
    921.2 ms  ✓ BangBang
   1269.9 ms  ✓ SymbolicIndexingInterface
   2078.2 ms  ✓ SciMLOperators
    714.7 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    726.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    777.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    715.9 ms  ✓ Adapt → AdaptStaticArraysExt
    765.9 ms  ✓ Accessors → StaticArraysExt
   3450.4 ms  ✓ Roots
    758.8 ms  ✓ FillArrays → FillArraysPDMatsExt
   2095.6 ms  ✓ JSON
   1289.8 ms  ✓ HypergeometricFunctions
    781.1 ms  ✓ DiffRules
    715.3 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    714.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    654.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    823.2 ms  ✓ PDMats → StatsBaseExt
   1114.2 ms  ✓ OhMyThreads
    760.6 ms  ✓ BangBang → BangBangStaticArraysExt
  26705.3 ms  ✓ Static
    477.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    649.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1711.4 ms  ✓ RecursiveArrayTools
   1718.1 ms  ✓ StatsFuns
    683.9 ms  ✓ OhMyThreads → MarkdownExt
    609.5 ms  ✓ BitTwiddlingConvenienceFunctions
   1523.6 ms  ✓ CPUSummary
   6055.0 ms  ✓ NearestNeighbors
   5243.0 ms  ✓ ForwardDiff
   1069.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    700.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  13896.2 ms  ✓ FFTW
    796.9 ms  ✓ PolyesterWeave
   1145.4 ms  ✓ Neighborhood
