nice: cannot set niceness: Permission denied
Precompiling packages...
   2091.4 ms  ✓ LazyArtifacts
   2103.7 ms  ✓ ConcreteStructs
   2099.8 ms  ✓ IteratorInterfaceExtensions
   2106.8 ms  ✓ SimpleUnPack
   2099.0 ms  ✓ StatsAPI
   2105.5 ms  ✓ MuladdMacro
   2101.9 ms  ✓ ExprTools
   2171.5 ms  ✓ PositiveFactorizations
   2406.1 ms  ✓ AbstractFFTs
   2657.5 ms  ✓ ADTypes
   3601.2 ms  ✓ FunctionWrappers
   3848.2 ms  ✓ Combinatorics
   1784.4 ms  ✓ CommonSolve
   3877.1 ms  ✓ InitialValues
   1993.7 ms  ✓ OpenLibm_jll
   4168.8 ms  ✓ FillArrays
   2097.4 ms  ✓ CompilerSupportLibraries_jll
   2414.0 ms  ✓ SuiteSparse_jll
   2496.5 ms  ✓ InverseFunctions
   2715.9 ms  ✓ IterTools
   2303.7 ms  ✓ ManualMemory
   1711.9 ms  ✓ Reexport
   1898.6 ms  ✓ EnumX
   2302.3 ms  ✓ Requires
   1697.4 ms  ✓ SIMDTypes
   2693.1 ms  ✓ Compat
   2607.4 ms  ✓ OrderedCollections
   3089.8 ms  ✓ Preferences
   1918.3 ms  ✓ CompositionsBase
   2704.8 ms  ✓ DocStringExtensions
   1900.5 ms  ✓ FastPower
   1912.4 ms  ✓ PtrArrays
   2093.1 ms  ✓ TaskLocalValues
   4195.1 ms  ✓ SpatialIndexing
   8456.6 ms  ✓ ExproniconLite
   2481.1 ms  ✓ HashArrayMappedTries
   1898.8 ms  ✓ IfElse
   2387.5 ms  ✓ StableTasks
   3509.8 ms  ✓ CpuId
   2680.4 ms  ✓ ConstructionBase
   7980.6 ms  ✓ Bessels
   3405.0 ms  ✓ EnzymeCore
   2112.5 ms  ✓ CommonWorldInvalidations
   2287.7 ms  ✓ CPUTime
   2103.5 ms  ✓ DataAPI
   2188.7 ms  ✓ FastClosures
   2123.1 ms  ✓ ChunkSplitters
   8589.3 ms  ✓ Distributed
   2584.5 ms  ✓ SciMLPublic
   6882.9 ms  ✓ IrrationalConstants
   2884.0 ms  ✓ StaticArraysCore
   3709.0 ms  ✓ LoggingExtras
   2314.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  10391.8 ms  ✓ MacroTools
   2803.2 ms  ✓ FunctionWrappersWrappers
   3003.8 ms  ✓ RuntimeGeneratedFunctions
   2893.5 ms  ✓ NaNMath
   2381.3 ms  ✓ Compat → CompatLinearAlgebraExt
   2892.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2581.7 ms  ✓ Adapt
  13585.3 ms  ✓ Test
   2523.3 ms  ✓ PrecompileTools
   3013.9 ms  ✓ JLLWrappers
   4110.7 ms  ✓ ThreadingUtilities
   2200.7 ms  ✓ ScopedValues
   1994.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3113.4 ms  ✓ LogExpFunctions
   2090.6 ms  ✓ DiffResults
   2281.8 ms  ✓ Missings
   2303.6 ms  ✓ AliasTables
   2431.5 ms  ✓ SciMLLogging
   2215.8 ms  ✓ TruncatedStacktraces
   6215.2 ms  ✓ DifferentiationInterface
   2105.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3602.9 ms  ✓ ProgressMeter
   2398.8 ms  ✓ CommonSubexpressions
   1992.1 ms  ✓ EnzymeCore → AdaptExt
   2204.9 ms  ✓ GPUArraysCore
   2783.5 ms  ✓ ArrayInterface
   2622.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2268.1 ms  ✓ Rmath_jll
   2490.9 ms  ✓ IntelOpenMP_jll
   2195.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2595.6 ms  ✓ FFTW_jll
   2521.3 ms  ✓ OpenSpecFun_jll
   2800.6 ms  ✓ oneTBB_jll
   8781.1 ms  ✓ DataStructures
   3619.4 ms  ✓ Static
   2005.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7909.1 ms  ✓ Jieko
   5592.2 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2194.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1919.4 ms  ✓ SciMLStructures
   2197.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2572.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2493.3 ms  ✓ MKL_jll
   7008.6 ms  ✓ RecipesBase
   5115.6 ms  ✓ Setfield
   2285.8 ms  ✓ SortingAlgorithms
   3116.7 ms  ✓ Rmath
   1913.1 ms  ✓ BitTwiddlingConvenienceFunctions
   3918.1 ms  ✓ PreallocationTools
   3308.0 ms  ✓ QuadGK
   1614.5 ms  ✓ FiniteDiff
   2871.0 ms  ✓ CPUSummary
   3201.3 ms  ✓ StaticArrayInterface
   6824.0 ms  ✓ Accessors
   1575.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1623.4 ms  ✓ PolyesterWeave
   1227.9 ms  ✓ CloseOpenIntervals
  13100.2 ms  ✓ SparseArrays
   1609.4 ms  ✓ LayoutPointers
   1514.2 ms  ✓ Accessors → LinearAlgebraExt
   8596.6 ms  ✓ SpecialFunctions
   2302.4 ms  ✓ SuiteSparse
   2309.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2489.1 ms  ✓ Adapt → AdaptSparseArraysExt
