nice: cannot set niceness: Permission denied
Precompiling packages...
   1840.8 ms  ✓ LazyArtifacts
   1850.0 ms  ✓ IteratorInterfaceExtensions
   1925.9 ms  ✓ ConcreteStructs
   1945.2 ms  ✓ StatsAPI
   2050.1 ms  ✓ MuladdMacro
   2115.6 ms  ✓ ExprTools
   2250.1 ms  ✓ PositiveFactorizations
   2824.0 ms  ✓ AbstractFFTs
   3041.9 ms  ✓ ADTypes
   3525.9 ms  ✓ FunctionWrappers
   1800.1 ms  ✓ CommonSolve
   1886.9 ms  ✓ OpenLibm_jll
   1972.7 ms  ✓ CompilerSupportLibraries_jll
   2011.8 ms  ✓ InverseFunctions
   4092.1 ms  ✓ Combinatorics
   3924.6 ms  ✓ InitialValues
   4593.7 ms  ✓ FillArrays
   2495.4 ms  ✓ SuiteSparse_jll
   2907.6 ms  ✓ IterTools
   2165.4 ms  ✓ ManualMemory
   1877.8 ms  ✓ Reexport
   1917.9 ms  ✓ EnumX
   2103.7 ms  ✓ Requires
   2489.8 ms  ✓ Compat
   1918.7 ms  ✓ SIMDTypes
   3073.2 ms  ✓ OrderedCollections
   3396.1 ms  ✓ Preferences
   2680.2 ms  ✓ DocStringExtensions
   1778.6 ms  ✓ PtrArrays
   2601.5 ms  ✓ AbstractTrees
   1894.5 ms  ✓ CompositionsBase
   1826.8 ms  ✓ FastPower
   4003.3 ms  ✓ SpatialIndexing
   8017.1 ms  ✓ ExproniconLite
   8212.4 ms  ✓ Bessels
   1713.2 ms  ✓ TaskLocalValues
   2608.5 ms  ✓ HashArrayMappedTries
   2733.8 ms  ✓ StableTasks
   2099.1 ms  ✓ IfElse
   2198.8 ms  ✓ CPUTime
   2267.6 ms  ✓ CommonWorldInvalidations
   3333.1 ms  ✓ CpuId
   2106.2 ms  ✓ FastClosures
   2586.1 ms  ✓ ConstructionBase
   2394.3 ms  ✓ DataAPI
   8397.5 ms  ✓ Distributed
   2384.0 ms  ✓ ChunkSplitters
   3278.6 ms  ✓ EnzymeCore
   1898.6 ms  ✓ SciMLPublic
   5738.6 ms  ✓ IrrationalConstants
   2701.7 ms  ✓ LoggingExtras
   2487.1 ms  ✓ StaticArraysCore
   2199.8 ms  ✓ NaNMath
   2197.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2321.3 ms  ✓ FunctionWrappersWrappers
   2479.5 ms  ✓ Adapt
   3228.8 ms  ✓ RuntimeGeneratedFunctions
  10316.0 ms  ✓ MacroTools
   2513.7 ms  ✓ Compat → CompatLinearAlgebraExt
  13717.5 ms  ✓ Test
   3002.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2789.4 ms  ✓ PrecompileTools
   2039.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3506.5 ms  ✓ LogExpFunctions
   2265.5 ms  ✓ ScopedValues
   2399.9 ms  ✓ Missings
   2271.9 ms  ✓ JLLWrappers
   2111.2 ms  ✓ AliasTables
   4979.8 ms  ✓ ThreadingUtilities
   5434.4 ms  ✓ DifferentiationInterface
   2302.0 ms  ✓ TruncatedStacktraces
   1991.4 ms  ✓ DiffResults
   2005.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2604.8 ms  ✓ ArrayInterface
   1919.2 ms  ✓ EnzymeCore → AdaptExt
   3616.2 ms  ✓ ProgressMeter
   2201.9 ms  ✓ GPUArraysCore
   2305.8 ms  ✓ CommonSubexpressions
   2495.5 ms  ✓ SciMLLogging
   1874.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2567.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2010.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2587.6 ms  ✓ IntelOpenMP_jll
   2779.8 ms  ✓ Rmath_jll
   3708.9 ms  ✓ Static
   2706.7 ms  ✓ oneTBB_jll
   8922.8 ms  ✓ DataStructures
   2410.4 ms  ✓ FFTW_jll
   2301.4 ms  ✓ OpenSpecFun_jll
   8306.8 ms  ✓ Jieko
   2296.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5594.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2096.6 ms  ✓ SciMLStructures
   5003.0 ms  ✓ Setfield
   6189.5 ms  ✓ RecipesBase
   2296.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2188.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2096.4 ms  ✓ BitTwiddlingConvenienceFunctions
   3306.2 ms  ✓ PreallocationTools
   3170.3 ms  ✓ Rmath
   2024.9 ms  ✓ SortingAlgorithms
   2106.5 ms  ✓ MKL_jll
   3418.7 ms  ✓ CPUSummary
   2099.4 ms  ✓ FiniteDiff
  13821.4 ms  ✓ SparseArrays
   3305.7 ms  ✓ QuadGK
   4368.2 ms  ✓ StaticArrayInterface
   7526.2 ms  ✓ Accessors
   2397.5 ms  ✓ PolyesterWeave
   2195.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2378.2 ms  ✓ SuiteSparse
   2491.9 ms  ✓ Adapt → AdaptSparseArraysExt
   2607.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2003.1 ms  ✓ CloseOpenIntervals
   2775.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2098.2 ms  ✓ LayoutPointers
   2978.8 ms  ✓ Statistics
   1982.7 ms  ✓ Accessors → LinearAlgebraExt
   2000.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2687.6 ms  ✓ FillArrays → FillArraysStatisticsExt
   2397.7 ms  ✓ Accessors → TestExt
   3327.2 ms  ✓ PDMats
   3503.9 ms  ✓ StrideArraysCore
   3610.2 ms  ✓ Distances
   3476.9 ms  ✓ BangBang
   9692.7 ms  ✓ SpecialFunctions
   2492.1 ms  ✓ FillArrays → FillArraysPDMatsExt
   2591.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2275.3 ms  ✓ Distances → DistancesSparseArraysExt
   2497.5 ms  ✓ Polyester
   2466.1 ms  ✓ DiffRules
   4989.5 ms  ✓ SymbolicIndexingInterface
   3236.0 ms  ✓ OhMyThreads
   6903.9 ms  ✓ SciMLOperators
   3592.9 ms  ✓ HypergeometricFunctions
   7877.3 ms  ✓ StatsBase
   2134.1 ms  ✓ FastBroadcast
   1665.8 ms  ✓ OhMyThreads → MarkdownExt
   1705.2 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2690.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2202.7 ms  ✓ PDMats → StatsBaseExt
  11606.1 ms  ✓ Roots
   7001.8 ms  ✓ RecursiveArrayTools
   7608.7 ms  ✓ StatsFuns
  27601.5 ms  ✓ StaticArrays
   2908.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1708.2 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  21584.1 ms  ✓ FFTW
   1714.8 ms  ✓ Adapt → AdaptStaticArraysExt
   1896.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   1905.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  11411.9 ms  ✓ ForwardDiff
   2803.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2995.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2222.5 ms  ✓ FastPower → FastPowerForwardDiffExt
   2910.8 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3119.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3112.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3491.8 ms  ✓ Accessors → StaticArraysExt
   3909.4 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   4007.4 ms  ✓ Roots → RootsForwardDiffExt
   4387.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   4701.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  29774.7 ms  ✓ Moshi
   3636.0 ms  ✓ BangBang → BangBangStaticArraysExt
  36676.6 ms  ✓ Parsers
   2865.1 ms  ✓ NLSolversBase
   1041.3 ms  ✓ LineSearches
   1243.3 ms  ✓ JSON
   9099.4 ms  ✓ NearestNeighbors
  13016.1 ms  ✓ Distributions
   1187.7 ms  ✓ Neighborhood
   3088.2 ms  ✓ Optim
   1280.9 ms  ✓ Distributions → DistributionsTestExt
   1760.0 ms  ✓ Clustering
    985.8 ms  ✓ StateSpaceSets
   1442.2 ms  ✓ DelayEmbeddings
   3223.6 ms  ✓ BlackBoxOptim
   9345.6 ms  ✓ SciMLBase
   2583.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   2855.2 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2947.1 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
  39780.6 ms  ✓ Polynomials
   3400.4 ms  ✓ DiffEqBase
    688.0 ms  ✓ Polynomials → PolynomialsFFTWExt
    745.2 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
    879.1 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1890.3 ms  ✓ DSP
   2255.4 ms  ✓ OrdinaryDiffEqCore
    820.2 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   1495.1 ms  ✓ Wavelets
   2374.2 ms  ✓ ComplexityMeasures
   3898.2 ms  ✓ OrdinaryDiffEqTsit5
   1706.1 ms  ✓ DynamicalSystemsBase
   2761.1 ms  ✓ Attractors
  195 dependencies successfully precompiled in 77 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 272.04
	System time (seconds): 36.88
	Percent of CPU this job got: 397%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:17.78
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 912820
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 528
	Minor (reclaiming a frame) page faults: 8403721
	Voluntary context switches: 235482
	Involuntary context switches: 130779
	Swaps: 0
	File system inputs: 40936
	File system outputs: 691744
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
