nice: cannot set niceness: Permission denied
Precompiling packages...
    432.1 ms  ✓ CPUTime
    437.6 ms  ✓ Reexport
    570.3 ms  ✓ ConstructionBase
    474.8 ms  ✓ StatsAPI
    603.4 ms  ✓ IterTools
   1340.1 ms  ✓ IrrationalConstants
    463.7 ms  ✓ CommonSolve
    580.7 ms  ✓ StableTasks
   1055.8 ms  ✓ Combinatorics
    549.5 ms  ✓ StaticArraysCore
    627.7 ms  ✓ Statistics
    530.7 ms  ✓ ChunkSplitters
    456.4 ms  ✓ IfElse
    963.3 ms  ✓ SuiteSparse_jll
    467.9 ms  ✓ PtrArrays
    714.2 ms  ✓ EnzymeCore
    544.7 ms  ✓ Mmap
    471.7 ms  ✓ TaskLocalValues
    527.5 ms  ✓ ManualMemory
    548.0 ms  ✓ PositiveFactorizations
    498.2 ms  ✓ DataAPI
    448.8 ms  ✓ CommonWorldInvalidations
    421.8 ms  ✓ Future
    892.5 ms  ✓ SciMLPublic
    429.9 ms  ✓ FastPower
    465.7 ms  ✓ CompositionsBase
    555.7 ms  ✓ InverseFunctions
    664.8 ms  ✓ AbstractTrees
    518.5 ms  ✓ MuladdMacro
   2311.7 ms  ✓ ExproniconLite
    749.4 ms  ✓ AbstractFFTs
    610.0 ms  ✓ EnumX
   5695.9 ms  ✓ MacroTools
   1524.1 ms  ✓ InitialValues
    510.4 ms  ✓ ExprTools
    818.6 ms  ✓ OpenLibm_jll
    460.3 ms  ✓ ConcreteStructs
   1137.3 ms  ✓ FillArrays
    937.2 ms  ✓ SpatialIndexing
    674.2 ms  ✓ OrderedCollections
    496.3 ms  ✓ HashArrayMappedTries
    705.1 ms  ✓ ADTypes
    770.1 ms  ✓ Serialization
   1791.6 ms  ✓ Bessels
    679.8 ms  ✓ DocStringExtensions
    530.9 ms  ✓ FastClosures
    444.6 ms  ✓ IteratorInterfaceExtensions
    453.6 ms  ✓ SIMDTypes
    819.0 ms  ✓ Requires
    785.6 ms  ✓ CpuId
    606.6 ms  ✓ LoggingExtras
    622.9 ms  ✓ Compat
   1435.6 ms  ✓ InteractiveUtils
    446.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    900.5 ms  ✓ LazyArtifacts
    517.2 ms  ✓ DiffResults
    587.0 ms  ✓ AliasTables
   3864.6 ms  ✓ FunctionWrappers
    848.6 ms  ✓ Distances
    547.9 ms  ✓ Missings
    455.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2299.9 ms  ✓ Preferences
    483.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    601.0 ms  ✓ CommonSubexpressions
   1339.0 ms  ✓ ThreadingUtilities
    532.0 ms  ✓ NaNMath
    491.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    490.0 ms  ✓ ScopedValues
    449.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2015.8 ms  ✓ Jieko
    468.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1177.4 ms  ✓ DifferentiationInterface
   1838.7 ms  ✓ DataStructures
    467.4 ms  ✓ RuntimeGeneratedFunctions
    704.8 ms  ✓ LogExpFunctions
    596.4 ms  ✓ Adapt
    554.9 ms  ✓ Compat → CompatLinearAlgebraExt
   4071.8 ms  ✓ TimerOutputs
    493.5 ms  ✓ FunctionWrappersWrappers
   2809.1 ms  ✓ Distributed
    502.4 ms  ✓ PrecompileTools
   1697.1 ms  ✓ Setfield
    619.6 ms  ✓ JLLWrappers
    657.1 ms  ✓ SciMLLogging
    564.7 ms  ✓ TruncatedStacktraces
   4476.1 ms  ✓ SparseArrays
    559.0 ms  ✓ SortingAlgorithms
    436.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    899.3 ms  ✓ QuadGK
    631.8 ms  ✓ ArrayInterface
   2540.2 ms  ✓ Accessors
    666.0 ms  ✓ GPUArraysCore
    507.2 ms  ✓ EnzymeCore → AdaptExt
    806.8 ms  ✓ ProgressMeter
   1882.8 ms  ✓ RecipesBase
  10200.5 ms  ✓ Test
    833.7 ms  ✓ Rmath_jll
    845.0 ms  ✓ OpenSpecFun_jll
  10335.5 ms  ✓ Moshi
   1275.7 ms  ✓ IntelOpenMP_jll
    733.2 ms  ✓ FFTW_jll
   1277.6 ms  ✓ oneTBB_jll
    799.7 ms  ✓ Statistics → SparseArraysExt
    932.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
    846.7 ms  ✓ SuiteSparse
    858.4 ms  ✓ Distances → DistancesSparseArraysExt
    899.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    840.3 ms  ✓ Adapt → AdaptSparseArraysExt
    615.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1017.5 ms  ✓ MaybeInplace
    812.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    962.2 ms  ✓ SciMLStructures
    710.4 ms  ✓ Accessors → LinearAlgebraExt
   1714.2 ms  ✓ PreallocationTools
  14595.7 ms  ✓ Parsers
    624.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    627.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
