nice: cannot set niceness: Permission denied
Precompiling packages...
   1579.1 ms  ✓ OpenSSL_jll
   1614.8 ms  ✓ MozillaCACerts_jll
   1614.9 ms  ✓ Zlib_jll
   1714.9 ms  ✓ Logging
   1719.8 ms  ✓ UUIDs
   1721.3 ms  ✓ NetworkOptions
   1726.0 ms  ✓ CompilerSupportLibraries_jll
   1736.3 ms  ✓ nghttp2_jll
   1760.8 ms  ✓ Unicode
   1807.8 ms  ✓ Base64
    597.0 ms  ✓ LibSSH2_jll
    556.7 ms  ✓ p7zip_jll
    659.0 ms  ✓ Printf
    493.8 ms  ✓ LibGit2_jll
    499.2 ms  ✓ LibCURL_jll
   3198.3 ms  ✓ ArgTools
    744.8 ms  ✓ LibCURL
    668.0 ms  ✓ Tar
   2974.8 ms  ✓ Dates
   3126.8 ms  ✓ LibGit2
    447.1 ms  ✓ TOML
   3055.1 ms  ✓ Downloads
   9454.2 ms  ✓ StyledStrings
   1601.6 ms  ✓ JuliaSyntaxHighlighting
   3800.9 ms  ✓ Markdown
  46763.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2440.5 ms  ✓ ConcreteStructs
   2526.2 ms  ✓ IteratorInterfaceExtensions
   2633.8 ms  ✓ ExprTools
   2637.4 ms  ✓ Future
   2720.0 ms  ✓ MuladdMacro
   2714.2 ms  ✓ StatsAPI
   3212.9 ms  ✓ PositiveFactorizations
   3629.2 ms  ✓ AbstractFFTs
   4205.9 ms  ✓ ADTypes
   4198.3 ms  ✓ Serialization
   2478.9 ms  ✓ OpenLibm_jll
   2670.5 ms  ✓ CommonSolve
   2789.7 ms  ✓ InverseFunctions
   5621.6 ms  ✓ InitialValues
   5740.5 ms  ✓ Combinatorics
   3106.7 ms  ✓ SuiteSparse_jll
   5898.8 ms  ✓ FillArrays
   3390.4 ms  ✓ Statistics
   3609.9 ms  ✓ IterTools
   2908.5 ms  ✓ ManualMemory
   2818.0 ms  ✓ EnumX
   2411.1 ms  ✓ SIMDTypes
   3015.4 ms  ✓ Reexport
   2690.1 ms  ✓ Mmap
   4603.2 ms  ✓ Requires
   2597.8 ms  ✓ CompositionsBase
   2487.9 ms  ✓ PtrArrays
   3277.9 ms  ✓ AbstractTrees
   3503.2 ms  ✓ DocStringExtensions
   4823.0 ms  ✓ SpatialIndexing
   2691.3 ms  ✓ FastPower
  11013.4 ms  ✓ Bessels
   2982.2 ms  ✓ TaskLocalValues
   2401.9 ms  ✓ IfElse
   3298.0 ms  ✓ HashArrayMappedTries
   2813.3 ms  ✓ StableTasks
   2420.3 ms  ✓ CPUTime
  12238.5 ms  ✓ FunctionWrappers
   3098.7 ms  ✓ CommonWorldInvalidations
   2799.2 ms  ✓ DataAPI
   4496.4 ms  ✓ EnzymeCore
   2910.7 ms  ✓ FastClosures
   2598.0 ms  ✓ ChunkSplitters
   2808.1 ms  ✓ StaticArraysCore
   3010.2 ms  ✓ SciMLPublic
  10321.2 ms  ✓ OrderedCollections
   3193.7 ms  ✓ LoggingExtras
   4396.4 ms  ✓ CpuId
   4097.9 ms  ✓ Preferences
  16421.5 ms  ✓ ExproniconLite
   2723.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5289.7 ms  ✓ LazyArtifacts
   9911.7 ms  ✓ ConstructionBase
   2698.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2791.6 ms  ✓ Adapt
   2408.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  14798.7 ms  ✓ IrrationalConstants
   3105.2 ms  ✓ ScopedValues
   2396.4 ms  ✓ FunctionWrappersWrappers
  10297.1 ms  ✓ Compat
   2499.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4293.6 ms  ✓ AliasTables
  20413.1 ms  ✓ MacroTools
   9499.0 ms  ✓ NaNMath
   9610.8 ms  ✓ DataStructures
  10597.8 ms  ✓ RuntimeGeneratedFunctions
   3380.6 ms  ✓ DiffResults
  12289.0 ms  ✓ DifferentiationInterface
   3484.3 ms  ✓ JLLWrappers
   2920.6 ms  ✓ PrecompileTools
   2606.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3602.1 ms  ✓ SciMLLogging
   2780.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  15695.7 ms  ✓ InteractiveUtils
  11402.3 ms  ✓ Distances
   2611.8 ms  ✓ EnzymeCore → AdaptExt
   2795.7 ms  ✓ Compat → CompatLinearAlgebraExt
   3415.6 ms  ✓ GPUArraysCore
  12881.5 ms  ✓ ThreadingUtilities
   3305.5 ms  ✓ CommonSubexpressions
   3698.2 ms  ✓ LogExpFunctions
   3200.8 ms  ✓ SortingAlgorithms
   9700.2 ms  ✓ Missings
   4309.1 ms  ✓ Rmath_jll
   3704.2 ms  ✓ OpenSpecFun_jll
  20383.0 ms  ✓ Distributed
   6993.5 ms  ✓ IntelOpenMP_jll
   5501.6 ms  ✓ FFTW_jll
