nice: cannot set niceness: Permission denied
Precompiling packages...
   1537.7 ms  ✓ OpenSSL_jll
   1711.4 ms  ✓ MozillaCACerts_jll
   1714.0 ms  ✓ UUIDs
   1714.7 ms  ✓ Logging
   1716.7 ms  ✓ Zlib_jll
   1737.1 ms  ✓ CompilerSupportLibraries_jll
   1818.0 ms  ✓ nghttp2_jll
   1821.6 ms  ✓ Unicode
   1911.6 ms  ✓ NetworkOptions
   1905.0 ms  ✓ Base64
    748.8 ms  ✓ LibSSH2_jll
    709.9 ms  ✓ p7zip_jll
    726.2 ms  ✓ Printf
    493.7 ms  ✓ LibCURL_jll
    529.0 ms  ✓ LibGit2_jll
   3385.7 ms  ✓ ArgTools
    784.7 ms  ✓ LibCURL
    658.7 ms  ✓ Tar
   3048.3 ms  ✓ Dates
   3078.5 ms  ✓ LibGit2
    444.9 ms  ✓ TOML
   3080.9 ms  ✓ Downloads
   9751.3 ms  ✓ StyledStrings
   1768.1 ms  ✓ JuliaSyntaxHighlighting
   3965.6 ms  ✓ Markdown
  47700.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2587.2 ms  ✓ Future
   2596.1 ms  ✓ MuladdMacro
   2589.5 ms  ✓ StatsAPI
   2670.4 ms  ✓ ConcreteStructs
   2687.8 ms  ✓ ExprTools
   2693.0 ms  ✓ IteratorInterfaceExtensions
   2682.1 ms  ✓ OpenLibm_jll
   2908.3 ms  ✓ PositiveFactorizations
   3406.4 ms  ✓ AbstractFFTs
   4293.5 ms  ✓ ADTypes
   4488.6 ms  ✓ Serialization
   2306.5 ms  ✓ CommonSolve
   2390.7 ms  ✓ SafeTestsets
   5183.5 ms  ✓ FillArrays
   2809.1 ms  ✓ SuiteSparse_jll
   2976.0 ms  ✓ InverseFunctions
   5683.7 ms  ✓ InitialValues
   5715.5 ms  ✓ Combinatorics
   3403.6 ms  ✓ Statistics
   3424.4 ms  ✓ IterTools
   2802.7 ms  ✓ EnumX
   2591.5 ms  ✓ Reexport
   4499.9 ms  ✓ Requires
   2514.0 ms  ✓ CompositionsBase
   2721.7 ms  ✓ Mmap
   3199.5 ms  ✓ AbstractTrees
   3313.6 ms  ✓ DocStringExtensions
   2786.3 ms  ✓ PtrArrays
   2496.7 ms  ✓ FastPower
   3209.8 ms  ✓ HashArrayMappedTries
   5164.2 ms  ✓ SpatialIndexing
   2703.8 ms  ✓ TaskLocalValues
   3089.8 ms  ✓ StableTasks
  10581.1 ms  ✓ Bessels
   3181.8 ms  ✓ VectorInterface
   2598.0 ms  ✓ DataAPI
   2901.3 ms  ✓ Inflate
   3194.2 ms  ✓ Adapt
  11797.0 ms  ✓ FunctionWrappers
   2598.1 ms  ✓ FastClosures
   3610.4 ms  ✓ EnzymeCore
   3491.6 ms  ✓ AliasTables
   2924.8 ms  ✓ ChunkSplitters
   3093.7 ms  ✓ SciMLPublic
   2711.7 ms  ✓ StaticArraysCore
   3298.8 ms  ✓ LoggingExtras
  11191.0 ms  ✓ OrderedCollections
   3699.8 ms  ✓ Preferences
   2394.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5193.9 ms  ✓ LazyArtifacts
   2794.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   2407.4 ms  ✓ PackageExtensionCompat
   3411.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10412.2 ms  ✓ ConstructionBase
   2704.0 ms  ✓ ScopedValues
  15606.5 ms  ✓ IrrationalConstants
  10095.3 ms  ✓ Compat
   9688.0 ms  ✓ NaNMath
   9004.2 ms  ✓ RuntimeGeneratedFunctions
   3565.0 ms  ✓ GPUArraysCore
  19102.2 ms  ✓ MacroTools
   3296.4 ms  ✓ EnzymeCore → AdaptExt
   3193.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2397.4 ms  ✓ DiffResults
  11986.1 ms  ✓ DifferentiationInterface
   2605.5 ms  ✓ PrecompileTools
   3104.3 ms  ✓ JLLWrappers
   2786.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3119.8 ms  ✓ SciMLLogging
   2197.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  11269.7 ms  ✓ Distances
  14521.0 ms  ✓ InteractiveUtils
   2709.9 ms  ✓ Compat → CompatLinearAlgebraExt
  10009.8 ms  ✓ Missings
   3082.6 ms  ✓ CommonSubexpressions
   3789.6 ms  ✓ LogExpFunctions
   2709.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
  15709.7 ms  ✓ Distributed
   9992.4 ms  ✓ ArrayInterface
   8109.1 ms  ✓ KrylovKit
   8801.2 ms  ✓ DataStructures
   3612.5 ms  ✓ Rmath_jll
   6202.1 ms  ✓ Setfield
   4698.5 ms  ✓ FFTW_jll
  19692.3 ms  ✓ TimerOutputs
   4207.3 ms  ✓ TruncatedStacktraces
   5266.7 ms  ✓ OpenSpecFun_jll
   2592.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7277.6 ms  ✓ oneTBB_jll
   4903.2 ms  ✓ SimpleTraits
   8304.2 ms  ✓ IntelOpenMP_jll
   8692.1 ms  ✓ RecipesBase
   2622.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2785.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3392.6 ms  ✓ FastBroadcast
   4694.2 ms  ✓ PoissonRandom
   3610.4 ms  ✓ MaybeInplace
   4500.1 ms  ✓ ProgressMeter
   2711.0 ms  ✓ SortingAlgorithms
   3127.5 ms  ✓ Rmath
   2503.0 ms  ✓ FiniteDiff
  24391.2 ms  ✓ SparseArrays
   6103.5 ms  ✓ PreallocationTools
   2672.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3098.6 ms  ✓ SuiteSparse
   6096.3 ms  ✓ MKL_jll
   3194.8 ms  ✓ Statistics → SparseArraysExt
   3205.4 ms  ✓ Adapt → AdaptSparseArraysExt
   3267.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3706.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   4001.6 ms  ✓ Distances → DistancesSparseArraysExt
   9137.1 ms  ✓ SciMLStructures
   3693.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   9806.9 ms  ✓ QuadGK
  15711.9 ms  ✓ Accessors
   2520.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2899.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
  10013.0 ms  ✓ FunctionWrappersWrappers
   3262.6 ms  ✓ PDMats
   1318.8 ms  ✓ Accessors → LinearAlgebraExt
  10800.7 ms  ✓ SpecialFunctions
   2099.3 ms  ✓ FillArrays → FillArraysPDMatsExt
   3567.2 ms  ✓ BangBang
   7325.4 ms  ✓ NLSolversBase
   3387.6 ms  ✓ StochasticDiffEqLevyArea
   3454.6 ms  ✓ DiffRules
  21897.4 ms  ✓ Test
   5300.3 ms  ✓ HypergeometricFunctions
   2896.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3004.8 ms  ✓ Accessors → TestExt
  13207.5 ms  ✓ StatsBase
  10080.5 ms  ✓ SymbolicIndexingInterface
   5795.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   7601.8 ms  ✓ LineSearches
  11564.9 ms  ✓ SciMLOperators
   2191.1 ms  ✓ PDMats → StatsBaseExt
   8810.3 ms  ✓ OhMyThreads
   1730.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1997.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2509.0 ms  ✓ OhMyThreads → MarkdownExt
  15272.8 ms  ✓ Roots
   9597.9 ms  ✓ StatsFuns
  35279.6 ms  ✓ StaticArrays
   2090.8 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3121.6 ms  ✓ ResettableStacks
   3206.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3212.6 ms  ✓ Adapt → AdaptStaticArraysExt
   3305.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3303.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   8899.4 ms  ✓ Optim
   4405.4 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4393.3 ms  ✓ Accessors → StaticArraysExt
   4797.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   5089.0 ms  ✓ BangBang → BangBangStaticArraysExt
  19031.8 ms  ✓ ForwardDiff
  29093.5 ms  ✓ FFTW
   2190.8 ms  ✓ FastPower → FastPowerForwardDiffExt
   2504.9 ms  ✓ Roots → RootsForwardDiffExt
   2525.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3202.5 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  10563.6 ms  ✓ ArnoldiMethod
   4397.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  17938.6 ms  ✓ RecursiveArrayTools
