nice: cannot set niceness: Permission denied
Precompiling packages...
   1483.9 ms  ✓ UUIDs
   1689.9 ms  ✓ Logging
   1690.1 ms  ✓ CompilerSupportLibraries_jll
   1691.9 ms  ✓ MozillaCACerts_jll
   1804.3 ms  ✓ OpenSSL_jll
   1775.4 ms  ✓ Unicode
   1787.3 ms  ✓ nghttp2_jll
   1789.3 ms  ✓ Zlib_jll
   1891.1 ms  ✓ NetworkOptions
   1944.5 ms  ✓ Base64
    532.8 ms  ✓ LibSSH2_jll
    689.7 ms  ✓ p7zip_jll
    725.8 ms  ✓ Printf
    489.3 ms  ✓ LibGit2_jll
    486.7 ms  ✓ LibCURL_jll
   3405.6 ms  ✓ ArgTools
    798.5 ms  ✓ LibCURL
    669.7 ms  ✓ Tar
   3041.9 ms  ✓ Dates
    463.8 ms  ✓ TOML
   3243.6 ms  ✓ LibGit2
   3064.6 ms  ✓ Downloads
   9946.9 ms  ✓ StyledStrings
   1741.8 ms  ✓ JuliaSyntaxHighlighting
   4137.8 ms  ✓ Markdown
  52855.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 69 seconds
Precompiling packages...
   2391.2 ms  ✓ IteratorInterfaceExtensions
   2497.9 ms  ✓ LaTeXStrings
   2603.8 ms  ✓ ExprTools
   2708.8 ms  ✓ StatsAPI
   2706.3 ms  ✓ Future
   2893.5 ms  ✓ PositiveFactorizations
   2957.6 ms  ✓ OpenLibm_jll
   3099.8 ms  ✓ AbstractFFTs
   3107.0 ms  ✓ InverseFunctions
   3894.3 ms  ✓ Gamma
   4871.6 ms  ✓ Serialization
   5219.2 ms  ✓ Combinatorics
   2919.9 ms  ✓ IterTools
   5476.8 ms  ✓ FillArrays
   2706.4 ms  ✓ DataValueInterfaces
   3294.6 ms  ✓ Statistics
   2592.8 ms  ✓ Reexport
   2818.6 ms  ✓ EnumX
   3299.1 ms  ✓ SuiteSparse_jll
   6077.7 ms  ✓ InitialValues
   3895.7 ms  ✓ DocStringExtensions
   3586.8 ms  ✓ AbstractTrees
   2401.0 ms  ✓ CompositionsBase
   2476.3 ms  ✓ TestItems
   2495.6 ms  ✓ PtrArrays
   2526.0 ms  ✓ HashArrayMappedTries
   2957.7 ms  ✓ VectorInterface
   3685.4 ms  ✓ Mmap
   3388.2 ms  ✓ StableTasks
   9572.5 ms  ✓ Bessels
   3597.4 ms  ✓ Inflate
   2577.0 ms  ✓ Adapt
   4088.9 ms  ✓ EnzymeCore
   3106.1 ms  ✓ PackageExtensionCompat
   3325.1 ms  ✓ DataAPI
   2448.9 ms  ✓ FastClosures
   2616.7 ms  ✓ ChunkSplitters
  11912.7 ms  ✓ FunctionWrappers
   2770.2 ms  ✓ StaticArraysCore
   9823.6 ms  ✓ OrderedCollections
   3313.1 ms  ✓ LoggingExtras
   2306.9 ms  ✓ TableTraits
   2400.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4025.1 ms  ✓ Preferences
   2783.9 ms  ✓ FillArrays → FillArraysStatisticsExt
  10605.7 ms  ✓ Distances
   3582.6 ms  ✓ TaskLocalValues
   2583.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   5495.8 ms  ✓ LazyArtifacts
   5503.2 ms  ✓ HypergeometricFunctions
   2991.2 ms  ✓ AliasTables
  10521.5 ms  ✓ ConstructionBase
  13897.9 ms  ✓ IrrationalConstants
   3773.2 ms  ✓ ScopedValues
   2668.9 ms  ✓ EnzymeCore → AdaptExt
   2613.8 ms  ✓ DiffResults
   3691.5 ms  ✓ GPUArraysCore
   9116.8 ms  ✓ Compat
   9808.4 ms  ✓ NaNMath
  13294.0 ms  ✓ Crayons
  18894.7 ms  ✓ MacroTools
   3116.2 ms  ✓ PrecompileTools
   2792.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3734.7 ms  ✓ JLLWrappers
   3195.3 ms  ✓ Compat → CompatLinearAlgebraExt
  13923.7 ms  ✓ InteractiveUtils
   3805.3 ms  ✓ LogExpFunctions
   2793.0 ms  ✓ CommonSubexpressions
   8608.7 ms  ✓ KrylovKit
   2691.2 ms  ✓ CommonSolve
   9288.0 ms  ✓ Missings
   8701.6 ms  ✓ DataStructures
  10892.6 ms  ✓ ArrayInterface
   5080.6 ms  ✓ MuladdMacro
   3387.7 ms  ✓ SciMLPublic
   3795.0 ms  ✓ FastPower
   5499.4 ms  ✓ ADTypes
  17541.7 ms  ✓ Distributed
  11099.0 ms  ✓ Tables
   8409.6 ms  ✓ RecipesBase
   4697.3 ms  ✓ SciMLLogging
   3923.0 ms  ✓ Rmath_jll
   6008.6 ms  ✓ BinaryHeaps
   3881.4 ms  ✓ FFTW_jll
   3824.0 ms  ✓ OpenSpecFun_jll
   7118.2 ms  ✓ Setfield
   4196.1 ms  ✓ TruncatedStacktraces
   7509.9 ms  ✓ oneTBB_jll
  13781.3 ms  ✓ ConcreteStructs
   2810.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4795.0 ms  ✓ SimpleTraits
   3703.2 ms  ✓ SortingAlgorithms
   4325.1 ms  ✓ PoissonRandom
   2505.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2910.8 ms  ✓ ArrayInterface → ArrayInterfaceFillArraysExt
  13607.8 ms  ✓ FunctionWrappersWrappers
   4487.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
  29199.9 ms  ✓ SparseArrays
  20279.5 ms  ✓ StringManipulation
