nice: cannot set niceness: Permission denied
Precompiling packages...
   1413.7 ms  ✓ nghttp2_jll
   1427.5 ms  ✓ UUIDs
   1467.3 ms  ✓ Zlib_jll
   1523.2 ms  ✓ MozillaCACerts_jll
   1555.0 ms  ✓ OpenSSL_jll
   1572.0 ms  ✓ Logging
   1649.6 ms  ✓ NetworkOptions
   1681.8 ms  ✓ Unicode
   1706.2 ms  ✓ CompilerSupportLibraries_jll
   1759.8 ms  ✓ Base64
    534.2 ms  ✓ LibSSH2_jll
    539.3 ms  ✓ p7zip_jll
    647.8 ms  ✓ Printf
    484.3 ms  ✓ LibCURL_jll
    489.1 ms  ✓ LibGit2_jll
   3156.9 ms  ✓ ArgTools
    750.1 ms  ✓ LibCURL
    627.9 ms  ✓ Tar
   2929.9 ms  ✓ Dates
   3025.6 ms  ✓ LibGit2
    429.1 ms  ✓ TOML
   3017.5 ms  ✓ Downloads
   9132.0 ms  ✓ StyledStrings
   1616.0 ms  ✓ JuliaSyntaxHighlighting
   3724.9 ms  ✓ Markdown
  45952.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 60 seconds
Precompiling packages...
   2321.4 ms  ✓ Future
   2327.7 ms  ✓ SimpleUnPack
   2385.7 ms  ✓ ConcreteStructs
   2525.1 ms  ✓ StatsAPI
   2529.3 ms  ✓ MuladdMacro
   2686.0 ms  ✓ ExprTools
   2890.5 ms  ✓ AbstractFFTs
   2981.6 ms  ✓ PositiveFactorizations
   2986.9 ms  ✓ IteratorInterfaceExtensions
   3984.9 ms  ✓ ADTypes
   4705.4 ms  ✓ Serialization
   2713.4 ms  ✓ OpenLibm_jll
   2699.5 ms  ✓ CommonSolve
   5278.3 ms  ✓ FillArrays
   3109.2 ms  ✓ InverseFunctions
   5634.1 ms  ✓ Combinatorics
   3268.6 ms  ✓ Statistics
   5817.9 ms  ✓ InitialValues
   2997.8 ms  ✓ SuiteSparse_jll
   3311.9 ms  ✓ IterTools
   3638.1 ms  ✓ ManualMemory
   2428.8 ms  ✓ EnumX
   2328.5 ms  ✓ Reexport
   2486.9 ms  ✓ SIMDTypes
   2398.5 ms  ✓ PtrArrays
   2609.1 ms  ✓ CompositionsBase
   2997.9 ms  ✓ Mmap
   2358.4 ms  ✓ FastPower
   3462.8 ms  ✓ DocStringExtensions
   4666.6 ms  ✓ Requires
   2472.6 ms  ✓ TaskLocalValues
   2963.4 ms  ✓ HashArrayMappedTries
   5302.3 ms  ✓ SpatialIndexing
   2941.9 ms  ✓ StableTasks
   2490.3 ms  ✓ IfElse
   2141.7 ms  ✓ CPUTime
  11599.2 ms  ✓ FunctionWrappers
   2799.0 ms  ✓ CommonWorldInvalidations
   2600.3 ms  ✓ DataAPI
   3985.6 ms  ✓ EnzymeCore
   2489.4 ms  ✓ FastClosures
  10362.9 ms  ✓ Bessels
   2637.1 ms  ✓ ChunkSplitters
   3102.3 ms  ✓ SciMLPublic
   3169.5 ms  ✓ StaticArraysCore
   3140.4 ms  ✓ LoggingExtras
  10937.0 ms  ✓ OrderedCollections
   4006.7 ms  ✓ Preferences
   4495.1 ms  ✓ CpuId
   2388.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  17274.4 ms  ✓ ExproniconLite
   2699.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   5401.8 ms  ✓ LazyArtifacts
   9566.2 ms  ✓ ConstructionBase
   2942.4 ms  ✓ AliasTables
   2607.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2499.1 ms  ✓ ScopedValues
   2760.9 ms  ✓ Adapt
  14899.6 ms  ✓ IrrationalConstants
   2438.9 ms  ✓ FunctionWrappersWrappers
  10197.9 ms  ✓ Compat
   9401.5 ms  ✓ RuntimeGeneratedFunctions
   2689.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  19808.6 ms  ✓ MacroTools
   2735.7 ms  ✓ DiffResults
   3155.2 ms  ✓ PrecompileTools
  10939.5 ms  ✓ NaNMath
   3990.8 ms  ✓ JLLWrappers
  12608.0 ms  ✓ DifferentiationInterface
   2638.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  11093.2 ms  ✓ Distances
   3133.6 ms  ✓ SciMLLogging
   2698.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  14862.7 ms  ✓ InteractiveUtils
   2365.2 ms  ✓ EnzymeCore → AdaptExt
   3302.1 ms  ✓ GPUArraysCore
   2336.1 ms  ✓ Compat → CompatLinearAlgebraExt
  11493.6 ms  ✓ ThreadingUtilities
   3538.4 ms  ✓ LogExpFunctions
   3259.3 ms  ✓ CommonSubexpressions
   9473.4 ms  ✓ Missings
   9298.2 ms  ✓ DataStructures
  17333.7 ms  ✓ Distributed
   3834.9 ms  ✓ Rmath_jll
   4034.9 ms  ✓ FFTW_jll
   6761.0 ms  ✓ Setfield
   9863.5 ms  ✓ ArrayInterface
   4697.3 ms  ✓ OpenSpecFun_jll
   3536.3 ms  ✓ TruncatedStacktraces
  10994.5 ms  ✓ Jieko
   6699.4 ms  ✓ IntelOpenMP_jll
   3459.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2676.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7662.4 ms  ✓ oneTBB_jll
   3398.0 ms  ✓ SortingAlgorithms
  10168.5 ms  ✓ RecipesBase
   2475.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2738.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3699.9 ms  ✓ Rmath
   4701.7 ms  ✓ ProgressMeter
   4624.1 ms  ✓ PreallocationTools
   2673.2 ms  ✓ FiniteDiff
   5330.9 ms  ✓ MKL_jll
   6838.3 ms  ✓ SciMLStructures
   1802.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   8318.1 ms  ✓ QuadGK
  25801.2 ms  ✓ SparseArrays
  16000.9 ms  ✓ Accessors
   3197.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   9796.0 ms  ✓ SpecialFunctions
   3260.3 ms  ✓ Adapt → AdaptSparseArraysExt
   3293.6 ms  ✓ SuiteSparse
   3308.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3480.4 ms  ✓ Statistics → SparseArraysExt
   3516.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
   4652.8 ms  ✓ Distances → DistancesSparseArraysExt
  20833.2 ms  ✓ Static
   2910.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2660.8 ms  ✓ Accessors → LinearAlgebraExt
   3891.3 ms  ✓ DiffRules
   2402.8 ms  ✓ BitTwiddlingConvenienceFunctions
   5496.8 ms  ✓ HypergeometricFunctions
   5695.1 ms  ✓ PDMats
   4293.5 ms  ✓ BangBang
  22270.1 ms  ✓ Test
   5771.1 ms  ✓ CPUSummary
   3437.4 ms  ✓ FillArrays → FillArraysPDMatsExt
   3487.3 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3598.2 ms  ✓ Accessors → TestExt
   3403.9 ms  ✓ PolyesterWeave
   7334.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  12603.1 ms  ✓ SymbolicIndexingInterface
  14231.0 ms  ✓ SciMLOperators
  16903.7 ms  ✓ StatsBase
  10404.3 ms  ✓ OhMyThreads
  13812.8 ms  ✓ StatsFuns
   2569.2 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3266.7 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3099.8 ms  ✓ OhMyThreads → MarkdownExt
   3394.5 ms  ✓ PDMats → StatsBaseExt
   1822.5 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  19437.0 ms  ✓ Roots
  39483.1 ms  ✓ StaticArrays
   3200.0 ms  ✓ Adapt → AdaptStaticArraysExt
   3326.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3340.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3413.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3691.4 ms  ✓ Accessors → StaticArraysExt
   4099.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   4923.2 ms  ✓ BangBang → BangBangStaticArraysExt
  24195.3 ms  ✓ ForwardDiff
   6157.8 ms  ✓ Roots → RootsForwardDiffExt
   6265.5 ms  ✓ FastPower → FastPowerForwardDiffExt
   6366.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  20900.6 ms  ✓ RecursiveArrayTools
   9600.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  58294.1 ms  ✓ Parsers
  48717.1 ms  ✓ Moshi
  43503.2 ms  ✓ FFTW
   2397.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2441.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  11646.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  14039.9 ms  ✓ NearestNeighbors
  20719.9 ms  ✓ Distributions
   1599.9 ms  ✓ NLSolversBase
   2951.5 ms  ✓ JSON
   1588.3 ms  ✓ Neighborhood
   2177.1 ms  ✓ Distributions → DistributionsTestExt
   2880.9 ms  ✓ Clustering
   3097.6 ms  ✓ LineSearches
   2910.4 ms  ✓ StateSpaceSets
   3201.2 ms  ✓ Optim
   3396.4 ms  ✓ DelayEmbeddings
   7008.9 ms  ✓ BlackBoxOptim
  17599.3 ms  ✓ SciMLBase
  55642.9 ms  ✓ StaticArrayInterface
   1607.1 ms  ✓ CloseOpenIntervals
   1866.4 ms  ✓ LayoutPointers
   1974.3 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   2803.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
