nice: cannot set niceness: Permission denied
Precompiling packages...
    463.5 ms  ✓ Reexport
    462.9 ms  ✓ CPUTime
    628.5 ms  ✓ ConstructionBase
    481.3 ms  ✓ StatsAPI
    619.6 ms  ✓ IterTools
   1383.5 ms  ✓ IrrationalConstants
    478.5 ms  ✓ CommonSolve
    584.5 ms  ✓ StableTasks
   1057.1 ms  ✓ Combinatorics
    548.8 ms  ✓ StaticArraysCore
    618.2 ms  ✓ Statistics
    523.4 ms  ✓ ChunkSplitters
    442.7 ms  ✓ IfElse
    992.2 ms  ✓ SuiteSparse_jll
    477.6 ms  ✓ PtrArrays
    716.1 ms  ✓ EnzymeCore
    553.1 ms  ✓ Mmap
    475.3 ms  ✓ TaskLocalValues
    531.6 ms  ✓ ManualMemory
    555.4 ms  ✓ PositiveFactorizations
    511.2 ms  ✓ DataAPI
    450.6 ms  ✓ CommonWorldInvalidations
    434.9 ms  ✓ Future
    893.1 ms  ✓ SciMLPublic
    444.6 ms  ✓ FastPower
    468.0 ms  ✓ CompositionsBase
    557.9 ms  ✓ InverseFunctions
    671.5 ms  ✓ AbstractTrees
    532.9 ms  ✓ MuladdMacro
    767.6 ms  ✓ AbstractFFTs
    601.9 ms  ✓ EnumX
   2472.8 ms  ✓ ExproniconLite
   5799.8 ms  ✓ MacroTools
   1555.6 ms  ✓ InitialValues
    517.5 ms  ✓ ExprTools
    827.1 ms  ✓ OpenLibm_jll
    453.9 ms  ✓ ConcreteStructs
    947.2 ms  ✓ SpatialIndexing
   1163.1 ms  ✓ FillArrays
    677.6 ms  ✓ OrderedCollections
    515.4 ms  ✓ HashArrayMappedTries
    726.2 ms  ✓ ADTypes
   1750.8 ms  ✓ Bessels
    749.4 ms  ✓ Serialization
    706.7 ms  ✓ DocStringExtensions
    540.8 ms  ✓ FastClosures
    461.2 ms  ✓ SIMDTypes
    465.0 ms  ✓ IteratorInterfaceExtensions
    798.1 ms  ✓ Requires
    788.0 ms  ✓ CpuId
    604.3 ms  ✓ LoggingExtras
    635.4 ms  ✓ Compat
   1388.7 ms  ✓ InteractiveUtils
    927.6 ms  ✓ LazyArtifacts
    480.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    489.7 ms  ✓ DiffResults
    567.0 ms  ✓ AliasTables
   3950.1 ms  ✓ FunctionWrappers
    857.2 ms  ✓ Distances
    555.6 ms  ✓ Missings
    482.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    492.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2391.0 ms  ✓ Preferences
   1440.9 ms  ✓ ThreadingUtilities
    601.3 ms  ✓ CommonSubexpressions
    568.2 ms  ✓ NaNMath
    503.0 ms  ✓ FillArrays → FillArraysStatisticsExt
    474.2 ms  ✓ ScopedValues
    441.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
