nice: cannot set niceness: Permission denied
Precompiling packages...
    400.3 ms  ✓ CPUTime
    408.9 ms  ✓ Reexport
    554.0 ms  ✓ ConstructionBase
    466.8 ms  ✓ StatsAPI
    625.5 ms  ✓ IterTools
    448.4 ms  ✓ CommonSolve
   1331.7 ms  ✓ IrrationalConstants
   1029.2 ms  ✓ Combinatorics
    696.6 ms  ✓ StableTasks
    565.2 ms  ✓ StaticArraysCore
    675.4 ms  ✓ Statistics
    513.6 ms  ✓ ChunkSplitters
    450.9 ms  ✓ IfElse
    906.3 ms  ✓ SuiteSparse_jll
    737.2 ms  ✓ EnzymeCore
    484.6 ms  ✓ PtrArrays
    465.9 ms  ✓ TaskLocalValues
    514.5 ms  ✓ Mmap
    496.7 ms  ✓ ManualMemory
    524.4 ms  ✓ PositiveFactorizations
    486.9 ms  ✓ DataAPI
    430.8 ms  ✓ CommonWorldInvalidations
    898.6 ms  ✓ SciMLPublic
    452.5 ms  ✓ Future
    548.7 ms  ✓ FastPower
    571.9 ms  ✓ CompositionsBase
    672.6 ms  ✓ InverseFunctions
   4835.0 ms  ✓ MacroTools
    702.1 ms  ✓ AbstractTrees
    471.5 ms  ✓ MuladdMacro
    464.6 ms  ✓ EnumX
    605.4 ms  ✓ AbstractFFTs
   2406.6 ms  ✓ ExproniconLite
    702.7 ms  ✓ OpenLibm_jll
   1246.1 ms  ✓ InitialValues
    506.0 ms  ✓ ExprTools
    433.8 ms  ✓ ConcreteStructs
    923.9 ms  ✓ SpatialIndexing
   1093.3 ms  ✓ FillArrays
    629.9 ms  ✓ OrderedCollections
    488.9 ms  ✓ HashArrayMappedTries
    709.9 ms  ✓ ADTypes
    701.3 ms  ✓ Serialization
   1795.0 ms  ✓ Bessels
    677.1 ms  ✓ DocStringExtensions
    535.4 ms  ✓ FastClosures
    476.5 ms  ✓ SIMDTypes
    452.3 ms  ✓ IteratorInterfaceExtensions
    746.4 ms  ✓ Requires
    740.1 ms  ✓ CpuId
    588.9 ms  ✓ LoggingExtras
    673.4 ms  ✓ Compat
   3084.3 ms  ✓ FunctionWrappers
   1480.9 ms  ✓ InteractiveUtils
   1004.8 ms  ✓ LazyArtifacts
    516.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    433.0 ms  ✓ FunctionWrappersWrappers
    480.9 ms  ✓ DiffResults
    513.4 ms  ✓ AliasTables
    457.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    527.4 ms  ✓ Missings
   1778.0 ms  ✓ Preferences
    482.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    594.2 ms  ✓ CommonSubexpressions
   1231.2 ms  ✓ ThreadingUtilities
    544.8 ms  ✓ NaNMath
    493.0 ms  ✓ FillArrays → FillArraysStatisticsExt
    463.1 ms  ✓ ScopedValues
    406.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    491.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2036.9 ms  ✓ Jieko
   1128.5 ms  ✓ DifferentiationInterface
   1845.8 ms  ✓ DataStructures
    468.6 ms  ✓ RuntimeGeneratedFunctions
    644.8 ms  ✓ LogExpFunctions
    512.7 ms  ✓ Adapt
    516.0 ms  ✓ Compat → CompatLinearAlgebraExt
    920.6 ms  ✓ Distances
   4052.1 ms  ✓ TimerOutputs
   2504.6 ms  ✓ Distributed
    462.6 ms  ✓ PrecompileTools
    578.1 ms  ✓ JLLWrappers
    596.0 ms  ✓ SciMLLogging
    562.7 ms  ✓ TruncatedStacktraces
   1646.8 ms  ✓ Setfield
   4102.0 ms  ✓ SparseArrays
    548.5 ms  ✓ SortingAlgorithms
    416.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    914.2 ms  ✓ QuadGK
    605.7 ms  ✓ ArrayInterface
    592.1 ms  ✓ GPUArraysCore
    461.0 ms  ✓ EnzymeCore → AdaptExt
   2547.6 ms  ✓ Accessors
    868.8 ms  ✓ ProgressMeter
   1961.7 ms  ✓ RecipesBase
   8727.4 ms  ✓ Test
    641.6 ms  ✓ Rmath_jll
    787.5 ms  ✓ OpenSpecFun_jll
   1399.4 ms  ✓ IntelOpenMP_jll
  10599.6 ms  ✓ Moshi
   1394.0 ms  ✓ oneTBB_jll
    742.3 ms  ✓ FFTW_jll
    688.2 ms  ✓ Statistics → SparseArraysExt
    827.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
    721.3 ms  ✓ SuiteSparse
    862.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    818.5 ms  ✓ Adapt → AdaptSparseArraysExt
    607.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    820.6 ms  ✓ Distances → DistancesSparseArraysExt
    817.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1041.0 ms  ✓ MaybeInplace
    915.3 ms  ✓ SciMLStructures
    644.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    608.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2026.2 ms  ✓ PreallocationTools
    658.3 ms  ✓ Accessors → LinearAlgebraExt
  15525.8 ms  ✓ StaticArrays
    732.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  15735.7 ms  ✓ Parsers
    638.7 ms  ✓ Accessors → TestExt
   1478.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    801.1 ms  ✓ Rmath
   1461.7 ms  ✓ MKL_jll
   1019.6 ms  ✓ PDMats
   2913.1 ms  ✓ SpecialFunctions
   2892.0 ms  ✓ StatsBase
    716.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    843.3 ms  ✓ FiniteDiff
    894.7 ms  ✓ BangBang
   1277.2 ms  ✓ SymbolicIndexingInterface
    712.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2060.0 ms  ✓ SciMLOperators
    691.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    704.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    705.3 ms  ✓ Adapt → AdaptStaticArraysExt
    763.0 ms  ✓ Accessors → StaticArraysExt
   3408.6 ms  ✓ Roots
    786.0 ms  ✓ FillArrays → FillArraysPDMatsExt
   2093.7 ms  ✓ JSON
   1271.6 ms  ✓ HypergeometricFunctions
    794.7 ms  ✓ DiffRules
    796.5 ms  ✓ PDMats → StatsBaseExt
    727.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    652.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    756.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    707.9 ms  ✓ BangBang → BangBangStaticArraysExt
  26608.8 ms  ✓ Static
   1010.1 ms  ✓ OhMyThreads
    436.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    648.2 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1914.2 ms  ✓ StatsFuns
   3970.6 ms  ✓ RecursiveArrayTools
    701.4 ms  ✓ BitTwiddlingConvenienceFunctions
   5870.9 ms  ✓ NearestNeighbors
   1549.1 ms  ✓ CPUSummary
    811.9 ms  ✓ OhMyThreads → MarkdownExt
    735.9 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   5570.6 ms  ✓ ForwardDiff
  13951.1 ms  ✓ FFTW
    858.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    666.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1144.6 ms  ✓ Neighborhood
    764.0 ms  ✓ PolyesterWeave
   1957.3 ms  ✓ Clustering
    688.1 ms  ✓ FastPower → FastPowerForwardDiffExt
    892.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  26805.4 ms  ✓ Polynomials
    720.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   5440.5 ms  ✓ Distributions
    622.9 ms  ✓ Roots → RootsForwardDiffExt
    660.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1448.5 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    978.9 ms  ✓ StateSpaceSets
    964.8 ms  ✓ Polynomials → PolynomialsFFTWExt
    913.3 ms  ✓ NLSolversBase
   1210.4 ms  ✓ Distributions → DistributionsTestExt
   1024.4 ms  ✓ LineSearches
   2529.8 ms  ✓ DSP
   1851.6 ms  ✓ DelayEmbeddings
   4273.7 ms  ✓ BlackBoxOptim
   2650.2 ms  ✓ Optim
   1864.8 ms  ✓ Wavelets
  15170.2 ms  ✓ StaticArrayInterface
    521.7 ms  ✓ CloseOpenIntervals
    603.6 ms  ✓ LayoutPointers
    633.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    733.0 ms  ✓ StrideArraysCore
    608.4 ms  ✓ Polyester
  10002.1 ms  ✓ SciMLBase
   3340.5 ms  ✓ ComplexityMeasures
    682.0 ms  ✓ FastBroadcast
    762.2 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    590.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1133.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1219.9 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
