nice: cannot set niceness: Permission denied
Precompiling packages...
   1495.8 ms  ✓ UUIDs
   1498.5 ms  ✓ Logging
   1496.3 ms  ✓ MozillaCACerts_jll
   1586.8 ms  ✓ CompilerSupportLibraries_jll
   1601.9 ms  ✓ nghttp2_jll
   1670.2 ms  ✓ Zlib_jll
   1727.0 ms  ✓ OpenSSL_jll
   1697.3 ms  ✓ Unicode
   1775.0 ms  ✓ NetworkOptions
   1789.6 ms  ✓ Base64
    497.2 ms  ✓ LibSSH2_jll
    606.5 ms  ✓ p7zip_jll
    651.4 ms  ✓ Printf
    443.1 ms  ✓ LibGit2_jll
    450.0 ms  ✓ LibCURL_jll
   3226.1 ms  ✓ ArgTools
    779.6 ms  ✓ LibCURL
    655.2 ms  ✓ Tar
   2969.7 ms  ✓ Dates
   3146.4 ms  ✓ LibGit2
    471.7 ms  ✓ TOML
   3211.6 ms  ✓ Downloads
   9380.9 ms  ✓ StyledStrings
   1700.0 ms  ✓ JuliaSyntaxHighlighting
   3927.1 ms  ✓ Markdown
  47618.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2468.4 ms  ✓ IteratorInterfaceExtensions
   2472.6 ms  ✓ Future
   2582.9 ms  ✓ MuladdMacro
   2671.9 ms  ✓ ExprTools
   2669.6 ms  ✓ StatsAPI
   2771.9 ms  ✓ ConcreteStructs
   2872.7 ms  ✓ PositiveFactorizations
   2859.2 ms  ✓ OpenLibm_jll
   3378.2 ms  ✓ AbstractFFTs
   4163.4 ms  ✓ Serialization
   4466.1 ms  ✓ ADTypes
   2386.7 ms  ✓ CommonSolve
   5355.9 ms  ✓ FillArrays
   3195.1 ms  ✓ InverseFunctions
   5671.5 ms  ✓ InitialValues
   3203.8 ms  ✓ Statistics
   5772.0 ms  ✓ Combinatorics
   3294.5 ms  ✓ IterTools
   2903.1 ms  ✓ EnumX
   2502.3 ms  ✓ Reexport
   4201.0 ms  ✓ Requires
   2420.3 ms  ✓ PtrArrays
   3308.2 ms  ✓ DocStringExtensions
   2783.3 ms  ✓ CompositionsBase
   2512.0 ms  ✓ FastPower
   3215.9 ms  ✓ AbstractTrees
   3284.3 ms  ✓ Mmap
   5264.8 ms  ✓ SpatialIndexing
   2500.7 ms  ✓ TaskLocalValues
   3387.9 ms  ✓ HashArrayMappedTries
   2797.7 ms  ✓ StableTasks
  10526.4 ms  ✓ Bessels
   2969.1 ms  ✓ Inflate
   2790.1 ms  ✓ Adapt
   3485.2 ms  ✓ VectorInterface
  11687.3 ms  ✓ FunctionWrappers
   2599.1 ms  ✓ PackageExtensionCompat
   3077.6 ms  ✓ DataAPI
   2796.6 ms  ✓ FastClosures
   3895.5 ms  ✓ EnzymeCore
   2711.9 ms  ✓ ChunkSplitters
   3095.3 ms  ✓ SciMLPublic
   2930.0 ms  ✓ StaticArraysCore
  11000.7 ms  ✓ OrderedCollections
   3227.4 ms  ✓ LoggingExtras
   3707.8 ms  ✓ Preferences
   2388.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2403.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   5025.3 ms  ✓ LazyArtifacts
   9292.6 ms  ✓ ConstructionBase
   2893.3 ms  ✓ AliasTables
   2914.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  13378.4 ms  ✓ IrrationalConstants
   2793.2 ms  ✓ ScopedValues
   8418.6 ms  ✓ KrylovKit
   3671.4 ms  ✓ GPUArraysCore
   9270.4 ms  ✓ NaNMath
   3137.0 ms  ✓ EnzymeCore → AdaptExt
   4108.0 ms  ✓ SuiteSparse_jll
   2712.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  20092.9 ms  ✓ MacroTools
  11286.9 ms  ✓ Compat
  20801.0 ms  ✓ TimerOutputs
   3278.2 ms  ✓ CommonSolve → CommonSolveEnzymeCoreExt
  11600.1 ms  ✓ RuntimeGeneratedFunctions
   2739.9 ms  ✓ DiffResults
   2684.0 ms  ✓ PrecompileTools
   2417.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3285.3 ms  ✓ JLLWrappers
   2504.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  11900.0 ms  ✓ Distances
  13486.8 ms  ✓ DifferentiationInterface
  15209.2 ms  ✓ InteractiveUtils
   9805.4 ms  ✓ ArrayInterface
   2791.2 ms  ✓ Compat → CompatLinearAlgebraExt
   3092.3 ms  ✓ CommonSubexpressions
   3792.8 ms  ✓ LogExpFunctions
   3521.7 ms  ✓ SciMLLogging
   9381.9 ms  ✓ Missings
  17409.8 ms  ✓ Distributed
   4097.8 ms  ✓ Rmath_jll
   8628.8 ms  ✓ DataStructures
   3387.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3312.5 ms  ✓ TruncatedStacktraces
   3968.7 ms  ✓ FFTW_jll
   4007.0 ms  ✓ OpenSpecFun_jll
   6214.4 ms  ✓ Setfield
   7605.2 ms  ✓ RecipesBase
   2796.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2706.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6708.7 ms  ✓ IntelOpenMP_jll
   5015.4 ms  ✓ SimpleTraits
   3412.8 ms  ✓ FastBroadcast
   3811.1 ms  ✓ MaybeInplace
   2892.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7591.9 ms  ✓ oneTBB_jll
   2696.3 ms  ✓ SortingAlgorithms
   4186.4 ms  ✓ PoissonRandom
   3374.5 ms  ✓ Rmath
   2960.5 ms  ✓ FiniteDiff
   3974.8 ms  ✓ ProgressMeter
   6331.0 ms  ✓ PreallocationTools
   1321.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   4108.8 ms  ✓ MKL_jll
   8201.0 ms  ✓ SciMLStructures
  14293.4 ms  ✓ Accessors
   7194.1 ms  ✓ QuadGK
   7198.7 ms  ✓ FunctionWrappersWrappers
   1022.0 ms  ✓ Accessors → LinearAlgebraExt
  18700.1 ms  ✓ SparseArrays
  10234.5 ms  ✓ SpecialFunctions
   3229.7 ms  ✓ SuiteSparse
   3502.2 ms  ✓ Statistics → SparseArraysExt
   3620.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3995.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   4094.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   7415.4 ms  ✓ NLSolversBase
   4580.6 ms  ✓ BangBang
   4274.1 ms  ✓ Distances → DistancesSparseArraysExt
   4317.3 ms  ✓ Adapt → AdaptSparseArraysExt
  20280.6 ms  ✓ Test
   3197.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3105.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3898.1 ms  ✓ StochasticDiffEqLevyArea
   3811.0 ms  ✓ DiffRules
   4662.6 ms  ✓ PDMats
   3499.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   6087.3 ms  ✓ HypergeometricFunctions
   3508.2 ms  ✓ Accessors → TestExt
  11272.7 ms  ✓ SymbolicIndexingInterface
   2630.9 ms  ✓ FillArrays → FillArraysPDMatsExt
   6412.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  13595.4 ms  ✓ SciMLOperators
   8977.0 ms  ✓ OhMyThreads
   9234.0 ms  ✓ LineSearches
   2317.1 ms  ✓ OhMyThreads → ProgressMeterExt
   2454.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2914.1 ms  ✓ OhMyThreads → MarkdownExt
   3181.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  33535.1 ms  ✓ StaticArrays
  18455.8 ms  ✓ Roots
  14604.1 ms  ✓ StatsBase
   3261.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3403.5 ms  ✓ Adapt → AdaptStaticArraysExt
   3418.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3502.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3604.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3596.3 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3877.2 ms  ✓ ResettableStacks
   3589.2 ms  ✓ Accessors → StaticArraysExt
   3766.7 ms  ✓ BangBang → BangBangStaticArraysExt
  10163.4 ms  ✓ Optim
  13581.8 ms  ✓ StatsFuns
   3409.6 ms  ✓ PDMats → StatsBaseExt
   2135.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  19086.3 ms  ✓ ForwardDiff
  30105.4 ms  ✓ FFTW
   1315.6 ms  ✓ FastPower → FastPowerForwardDiffExt
  11178.4 ms  ✓ ArnoldiMethod
   1782.2 ms  ✓ Roots → RootsForwardDiffExt
   2002.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2787.5 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  19553.5 ms  ✓ RecursiveArrayTools
   1170.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   4818.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   1423.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1474.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1536.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  12244.3 ms  ✓ NearestNeighbors
   1090.4 ms  ✓ Neighborhood
  10842.6 ms  ✓ Distributions
   2076.2 ms  ✓ Clustering
   1483.1 ms  ✓ Distributions → DistributionsTestExt
   2507.1 ms  ✓ StateSpaceSets
   8597.3 ms  ✓ Graphs
   2584.2 ms  ✓ DelayEmbeddings
   5140.1 ms  ✓ BlackBoxOptim
