nice: cannot set niceness: Permission denied
Precompiling packages...
   2047.8 ms  ✓ LazyArtifacts
   2057.5 ms  ✓ StatsAPI
   2134.2 ms  ✓ IteratorInterfaceExtensions
   2143.1 ms  ✓ MuladdMacro
   2362.6 ms  ✓ ConcreteStructs
   2411.5 ms  ✓ OpenLibm_jll
   2463.1 ms  ✓ ExprTools
   2774.1 ms  ✓ PositiveFactorizations
   2918.8 ms  ✓ AbstractFFTs
   3151.6 ms  ✓ ADTypes
   3768.1 ms  ✓ FunctionWrappers
   3920.0 ms  ✓ Combinatorics
   1785.8 ms  ✓ CommonSolve
   4008.0 ms  ✓ InitialValues
   2112.1 ms  ✓ CompilerSupportLibraries_jll
   2299.5 ms  ✓ InverseFunctions
   4422.0 ms  ✓ FillArrays
   2083.6 ms  ✓ SuiteSparse_jll
   2804.4 ms  ✓ IterTools
   2338.5 ms  ✓ Compat
   1722.7 ms  ✓ Reexport
   2803.8 ms  ✓ OrderedCollections
   2275.2 ms  ✓ EnumX
   3281.2 ms  ✓ Preferences
   2481.7 ms  ✓ Requires
   2006.2 ms  ✓ CompositionsBase
   2890.8 ms  ✓ DocStringExtensions
   1960.8 ms  ✓ FastPower
   3194.7 ms  ✓ AbstractTrees
   2672.8 ms  ✓ PtrArrays
   4006.3 ms  ✓ SpatialIndexing
   2154.2 ms  ✓ HashArrayMappedTries
   7918.4 ms  ✓ Bessels
   2074.7 ms  ✓ TaskLocalValues
   2410.8 ms  ✓ StableTasks
   2790.3 ms  ✓ VectorInterface
   2216.5 ms  ✓ ConstructionBase
   2346.6 ms  ✓ Adapt
   3604.6 ms  ✓ Inflate
   3397.5 ms  ✓ EnzymeCore
   2287.4 ms  ✓ FastClosures
   5791.9 ms  ✓ IrrationalConstants
   2519.3 ms  ✓ PackageExtensionCompat
   2879.9 ms  ✓ DataAPI
   2502.3 ms  ✓ SciMLPublic
   2682.0 ms  ✓ LoggingExtras
   8517.8 ms  ✓ Distributed
   3628.0 ms  ✓ ChunkSplitters
  11729.1 ms  ✓ Test
   3383.5 ms  ✓ StaticArraysCore
   3101.3 ms  ✓ NaNMath
   2097.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2896.4 ms  ✓ RuntimeGeneratedFunctions
   2091.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2202.0 ms  ✓ JLLWrappers
   2100.4 ms  ✓ PrecompileTools
  10391.3 ms  ✓ MacroTools
   2605.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2609.7 ms  ✓ AliasTables
   1904.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2120.5 ms  ✓ ScopedValues
   2171.0 ms  ✓ GPUArraysCore
   2002.7 ms  ✓ EnzymeCore → AdaptExt
   2011.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2716.9 ms  ✓ ArrayInterface
   2109.6 ms  ✓ CommonSolve → CommonSolveEnzymeCoreExt
   3299.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   5307.3 ms  ✓ DifferentiationInterface
   2989.9 ms  ✓ LogExpFunctions
   2403.0 ms  ✓ Missings
   2617.9 ms  ✓ SciMLLogging
   2381.0 ms  ✓ DiffResults
   2881.2 ms  ✓ Rmath_jll
   2603.6 ms  ✓ oneTBB_jll
   3345.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2613.5 ms  ✓ FFTW_jll
   7500.1 ms  ✓ DataStructures
   3199.4 ms  ✓ IntelOpenMP_jll
   4312.0 ms  ✓ ProgressMeter
   2857.9 ms  ✓ OpenSpecFun_jll
   2180.9 ms  ✓ TruncatedStacktraces
   8672.5 ms  ✓ TimerOutputs
   5187.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   6191.3 ms  ✓ KrylovKit
   2517.1 ms  ✓ CommonSubexpressions
   2096.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2129.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2578.0 ms  ✓ FastBroadcast
   2409.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3411.4 ms  ✓ SimpleTraits
   2731.4 ms  ✓ SciMLStructures
   2096.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3502.7 ms  ✓ MaybeInplace
   5798.0 ms  ✓ RecipesBase
   4582.5 ms  ✓ Setfield
   1902.9 ms  ✓ SortingAlgorithms
   2915.3 ms  ✓ Rmath
   1935.8 ms  ✓ MKL_jll
   4326.5 ms  ✓ PreallocationTools
  12318.2 ms  ✓ SparseArrays
   2509.0 ms  ✓ FunctionWrappersWrappers
   4205.2 ms  ✓ PoissonRandom
   3695.0 ms  ✓ QuadGK
   2224.5 ms  ✓ FiniteDiff
   2220.7 ms  ✓ SuiteSparse
   2394.8 ms  ✓ Adapt → AdaptSparseArraysExt
   2545.3 ms  ✓ Statistics
   2578.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2531.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   7576.7 ms  ✓ Accessors
   2781.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1901.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3721.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2298.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1511.9 ms  ✓ Accessors → LinearAlgebraExt
   2207.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   2658.8 ms  ✓ PDMats
   2810.8 ms  ✓ Distances
   2714.3 ms  ✓ Accessors → TestExt
   2307.2 ms  ✓ NLSolversBase
   8522.1 ms  ✓ SpecialFunctions
   2800.0 ms  ✓ BangBang
   2103.7 ms  ✓ FillArrays → FillArraysPDMatsExt
   2019.2 ms  ✓ Distances → DistancesSparseArraysExt
   2197.3 ms  ✓ LineSearches
   4096.7 ms  ✓ SymbolicIndexingInterface
   2027.6 ms  ✓ DiffRules
   6395.4 ms  ✓ StatsBase
   5179.9 ms  ✓ SciMLOperators
   2780.7 ms  ✓ StochasticDiffEqLevyArea
   3178.9 ms  ✓ HypergeometricFunctions
   3003.8 ms  ✓ OhMyThreads
   1627.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2101.0 ms  ✓ PDMats → StatsBaseExt
   2204.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1803.6 ms  ✓ OhMyThreads → MarkdownExt
ProgressMeterExt Waiting for background task / IO / timer.
[pid 650521] waiting for IO to finish:
 Handle type        uv_handle_t->data
 fs_event           0x1eeda610->0x7fa3798f15d0
 timer              0x1e746b00->0x7fa3798f1600
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   8385.5 ms  ✓ Roots
   3383.3 ms  ✓ OhMyThreads → ProgressMeterExt
   5902.5 ms  ✓ StatsFuns
   8789.7 ms  ✓ Optim
  24342.6 ms  ✓ StaticArrays
   2289.8 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  19367.4 ms  ✓ FFTW
   2808.6 ms  ✓ Adapt → AdaptStaticArraysExt
   2881.9 ms  ✓ ResettableStacks
   2902.3 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3030.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
