nice: cannot set niceness: Permission denied
Precompiling packages...
   1611.1 ms  ✓ UUIDs
   1694.8 ms  ✓ Logging
   1702.4 ms  ✓ Zlib_jll
   1718.5 ms  ✓ MozillaCACerts_jll
   1784.9 ms  ✓ nghttp2_jll
   1822.8 ms  ✓ OpenSSL_jll
   1798.0 ms  ✓ Unicode
   1891.6 ms  ✓ NetworkOptions
   1894.7 ms  ✓ Base64
   1923.7 ms  ✓ CompilerSupportLibraries_jll
    518.7 ms  ✓ LibSSH2_jll
    712.2 ms  ✓ Printf
    594.8 ms  ✓ p7zip_jll
    510.5 ms  ✓ LibCURL_jll
    516.6 ms  ✓ LibGit2_jll
   3330.5 ms  ✓ ArgTools
    810.3 ms  ✓ LibCURL
    668.9 ms  ✓ Tar
   3182.4 ms  ✓ Dates
   3280.9 ms  ✓ LibGit2
    489.9 ms  ✓ TOML
   3234.6 ms  ✓ Downloads
  10040.9 ms  ✓ StyledStrings
   1905.1 ms  ✓ JuliaSyntaxHighlighting
   4183.2 ms  ✓ Markdown
  48431.8 ms  ✓ Pkg
  26 dependencies successfully precompiled in 65 seconds
Precompiling packages...
   2585.4 ms  ✓ Future
   2593.3 ms  ✓ IteratorInterfaceExtensions
   2659.2 ms  ✓ MuladdMacro
   2679.4 ms  ✓ ConcreteStructs
   2758.2 ms  ✓ OpenLibm_jll
   2785.2 ms  ✓ ExprTools
   2883.1 ms  ✓ StatsAPI
   3079.8 ms  ✓ PositiveFactorizations
   3254.1 ms  ✓ AbstractFFTs
   4173.5 ms  ✓ Serialization
   4373.2 ms  ✓ ADTypes
   2428.6 ms  ✓ CommonSolve
   5444.5 ms  ✓ FillArrays
   5470.3 ms  ✓ InitialValues
   2905.7 ms  ✓ InverseFunctions
   2907.8 ms  ✓ SuiteSparse_jll
   3191.3 ms  ✓ Statistics
   2817.8 ms  ✓ EnumX
   3511.6 ms  ✓ IterTools
   6194.4 ms  ✓ Combinatorics
   2700.6 ms  ✓ Reexport
   4498.1 ms  ✓ Requires
   2708.1 ms  ✓ CompositionsBase
   2688.8 ms  ✓ PtrArrays
   3058.2 ms  ✓ Mmap
   3586.8 ms  ✓ DocStringExtensions
   2615.9 ms  ✓ FastPower
   3418.7 ms  ✓ AbstractTrees
   2794.7 ms  ✓ HashArrayMappedTries
   2929.5 ms  ✓ TaskLocalValues
   5491.1 ms  ✓ SpatialIndexing
   3005.8 ms  ✓ StableTasks
  10361.6 ms  ✓ Bessels
   3304.8 ms  ✓ VectorInterface
