nice: cannot set niceness: Permission denied
Precompiling packages...
   1515.9 ms  ✓ OpenSSL_jll
   1486.6 ms  ✓ Logging
   1590.3 ms  ✓ nghttp2_jll
   1666.1 ms  ✓ NetworkOptions
   1662.8 ms  ✓ MozillaCACerts_jll
   1668.3 ms  ✓ Unicode
   1681.7 ms  ✓ UUIDs
   1689.9 ms  ✓ Zlib_jll
   1745.9 ms  ✓ CompilerSupportLibraries_jll
   1854.1 ms  ✓ Base64
    627.4 ms  ✓ LibSSH2_jll
    570.4 ms  ✓ p7zip_jll
    704.9 ms  ✓ Printf
    497.8 ms  ✓ LibGit2_jll
    510.7 ms  ✓ LibCURL_jll
   3179.5 ms  ✓ ArgTools
    764.0 ms  ✓ LibCURL
    630.0 ms  ✓ Tar
   2896.3 ms  ✓ Dates
   2985.1 ms  ✓ LibGit2
    432.2 ms  ✓ TOML
   2962.2 ms  ✓ Downloads
   9189.0 ms  ✓ StyledStrings
   1634.3 ms  ✓ JuliaSyntaxHighlighting
   3745.6 ms  ✓ Markdown
  45926.7 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2524.9 ms  ✓ IteratorInterfaceExtensions
   2628.1 ms  ✓ MuladdMacro
   2627.4 ms  ✓ ConcreteStructs
   2707.8 ms  ✓ Future
   2821.1 ms  ✓ StatsAPI
   2922.2 ms  ✓ PositiveFactorizations
   2929.7 ms  ✓ ExprTools
   3617.7 ms  ✓ AbstractFFTs
   4207.7 ms  ✓ Serialization
   4403.5 ms  ✓ ADTypes
   2605.2 ms  ✓ OpenLibm_jll
   2696.7 ms  ✓ CommonSolve
   5503.3 ms  ✓ FillArrays
   3083.9 ms  ✓ InverseFunctions
   5927.0 ms  ✓ InitialValues
   6118.3 ms  ✓ Combinatorics
   3196.4 ms  ✓ SuiteSparse_jll
   3586.9 ms  ✓ Statistics
   3493.3 ms  ✓ IterTools
   3096.1 ms  ✓ ManualMemory
   2973.7 ms  ✓ EnumX
   2593.1 ms  ✓ Reexport
   2407.5 ms  ✓ SIMDTypes
   4515.2 ms  ✓ Requires
   2717.0 ms  ✓ CompositionsBase
   3088.1 ms  ✓ Mmap
   2696.3 ms  ✓ PtrArrays
   3587.9 ms  ✓ DocStringExtensions
   3900.3 ms  ✓ AbstractTrees
   2710.6 ms  ✓ TaskLocalValues
   5425.3 ms  ✓ SpatialIndexing
  10908.8 ms  ✓ Bessels
   3014.2 ms  ✓ HashArrayMappedTries
   3203.3 ms  ✓ FastPower
   2980.7 ms  ✓ StableTasks
  12107.7 ms  ✓ FunctionWrappers
   2824.3 ms  ✓ IfElse
   3095.3 ms  ✓ CPUTime
   2991.8 ms  ✓ CommonWorldInvalidations
   4082.8 ms  ✓ EnzymeCore
   2624.8 ms  ✓ FastClosures
   2793.3 ms  ✓ DataAPI
   3185.1 ms  ✓ ChunkSplitters
   3184.5 ms  ✓ SciMLPublic
   3199.2 ms  ✓ StaticArraysCore
  10585.7 ms  ✓ OrderedCollections
   3207.9 ms  ✓ LoggingExtras
   3796.6 ms  ✓ Preferences
   4592.6 ms  ✓ CpuId
  16795.9 ms  ✓ ExproniconLite
   2818.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5394.2 ms  ✓ LazyArtifacts
   9795.2 ms  ✓ ConstructionBase
   2893.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   2492.8 ms  ✓ Adapt
  14788.2 ms  ✓ IrrationalConstants
   3099.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2617.0 ms  ✓ ScopedValues
   3112.6 ms  ✓ AliasTables
   2488.3 ms  ✓ FunctionWrappersWrappers
  19974.5 ms  ✓ MacroTools
  10125.3 ms  ✓ Compat
   3206.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  10015.8 ms  ✓ RuntimeGeneratedFunctions
   2788.7 ms  ✓ DiffResults
  10822.3 ms  ✓ NaNMath
   2526.4 ms  ✓ PrecompileTools
   3293.3 ms  ✓ JLLWrappers
  14002.9 ms  ✓ InteractiveUtils
   3185.3 ms  ✓ SciMLLogging
   2678.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  12809.5 ms  ✓ DifferentiationInterface
  10991.9 ms  ✓ Distances
   2393.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2524.2 ms  ✓ EnzymeCore → AdaptExt
   3484.4 ms  ✓ GPUArraysCore
   3004.4 ms  ✓ CommonSubexpressions
   2521.7 ms  ✓ Compat → CompatLinearAlgebraExt
  12600.3 ms  ✓ ThreadingUtilities
   3697.1 ms  ✓ LogExpFunctions
   9196.1 ms  ✓ DataStructures
  10411.6 ms  ✓ Missings
  18092.8 ms  ✓ Distributed
   3910.5 ms  ✓ OpenSpecFun_jll
   4419.0 ms  ✓ FFTW_jll
   5006.2 ms  ✓ Rmath_jll
  20778.7 ms  ✓ TimerOutputs
  10714.3 ms  ✓ Jieko
   3693.7 ms  ✓ TruncatedStacktraces
  10197.5 ms  ✓ ArrayInterface
   2401.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   9115.7 ms  ✓ RecipesBase
   3005.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3408.1 ms  ✓ SortingAlgorithms
   8493.6 ms  ✓ IntelOpenMP_jll
   9100.0 ms  ✓ oneTBB_jll
   2189.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
