nice: cannot set niceness: Permission denied
Precompiling packages...
   1522.5 ms  ✓ nghttp2_jll
   1614.1 ms  ✓ CompilerSupportLibraries_jll
   1621.1 ms  ✓ MozillaCACerts_jll
   1625.2 ms  ✓ NetworkOptions
   1659.4 ms  ✓ OpenSSL_jll
   1636.5 ms  ✓ UUIDs
   1710.6 ms  ✓ Logging
   1711.7 ms  ✓ Unicode
   1725.6 ms  ✓ Zlib_jll
   1794.4 ms  ✓ Base64
    511.6 ms  ✓ LibSSH2_jll
    609.2 ms  ✓ p7zip_jll
    647.4 ms  ✓ Printf
    472.4 ms  ✓ LibGit2_jll
    476.0 ms  ✓ LibCURL_jll
   3212.1 ms  ✓ ArgTools
    754.7 ms  ✓ LibCURL
    629.8 ms  ✓ Tar
   2933.8 ms  ✓ Dates
   3041.0 ms  ✓ LibGit2
    449.4 ms  ✓ TOML
   3044.5 ms  ✓ Downloads
   9264.2 ms  ✓ StyledStrings
   1693.3 ms  ✓ JuliaSyntaxHighlighting
   3913.7 ms  ✓ Markdown
  47030.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2515.1 ms  ✓ Future
   2523.5 ms  ✓ MuladdMacro
   2537.8 ms  ✓ IteratorInterfaceExtensions
   2634.0 ms  ✓ ConcreteStructs
   2723.3 ms  ✓ ExprTools
   2834.1 ms  ✓ StatsAPI
   3329.0 ms  ✓ PositiveFactorizations
   3421.3 ms  ✓ AbstractFFTs
   4213.2 ms  ✓ ADTypes
   4200.6 ms  ✓ Serialization
   2487.8 ms  ✓ CommonSolve
   2699.3 ms  ✓ OpenLibm_jll
   2988.9 ms  ✓ InverseFunctions
   5527.4 ms  ✓ InitialValues
   5604.7 ms  ✓ FillArrays
   2903.6 ms  ✓ SuiteSparse_jll
   3375.0 ms  ✓ Statistics
   5942.8 ms  ✓ Combinatorics
   3212.6 ms  ✓ IterTools
   2798.3 ms  ✓ ManualMemory
   2310.3 ms  ✓ Reexport
   2818.3 ms  ✓ EnumX
   2502.0 ms  ✓ SIMDTypes
   2571.1 ms  ✓ CompositionsBase
   2880.8 ms  ✓ Mmap
   2598.9 ms  ✓ PtrArrays
   3518.4 ms  ✓ DocStringExtensions
   3477.4 ms  ✓ AbstractTrees
   5121.4 ms  ✓ SpatialIndexing
   2689.9 ms  ✓ HashArrayMappedTries
   2696.9 ms  ✓ TaskLocalValues
   3288.7 ms  ✓ FastPower
   2500.3 ms  ✓ IfElse
   2502.3 ms  ✓ CommonWorldInvalidations
  11743.4 ms  ✓ FunctionWrappers
  11794.6 ms  ✓ Bessels
   3420.7 ms  ✓ StableTasks
   3719.4 ms  ✓ EnzymeCore
   2677.4 ms  ✓ DataAPI
   2611.6 ms  ✓ FastClosures
   2784.1 ms  ✓ ChunkSplitters
   2923.2 ms  ✓ SciMLPublic
   2813.4 ms  ✓ StaticArraysCore
   3097.2 ms  ✓ LoggingExtras
  10713.9 ms  ✓ OrderedCollections
   3700.8 ms  ✓ Preferences
   4414.0 ms  ✓ CpuId
  12184.2 ms  ✓ DifferentiationInterface
  17008.4 ms  ✓ ExproniconLite
   2682.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4397.4 ms  ✓ Requires
   5398.8 ms  ✓ LazyArtifacts
  10093.3 ms  ✓ ConstructionBase
   2901.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   2820.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  14718.0 ms  ✓ IrrationalConstants
   2723.7 ms  ✓ AliasTables
   3003.6 ms  ✓ ScopedValues
   2596.0 ms  ✓ FunctionWrappersWrappers
  10100.1 ms  ✓ Compat
   3514.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  19783.3 ms  ✓ MacroTools
   3201.9 ms  ✓ DiffResults
   9422.1 ms  ✓ NaNMath
   2610.7 ms  ✓ PrecompileTools
  10407.3 ms  ✓ RuntimeGeneratedFunctions
   3789.9 ms  ✓ JLLWrappers
   2798.7 ms  ✓ Adapt
   3491.0 ms  ✓ SciMLLogging
   2404.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  14789.7 ms  ✓ InteractiveUtils
   2470.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2492.1 ms  ✓ Compat → CompatLinearAlgebraExt
  11705.5 ms  ✓ Distances
   3601.5 ms  ✓ LogExpFunctions
   3309.6 ms  ✓ CommonSubexpressions
   3803.6 ms  ✓ Rmath_jll
   9219.5 ms  ✓ DataStructures
  13718.7 ms  ✓ ThreadingUtilities
  17086.2 ms  ✓ Distributed
  11291.3 ms  ✓ Missings
   3976.5 ms  ✓ OpenSpecFun_jll
   4095.0 ms  ✓ FFTW_jll
   3302.1 ms  ✓ EnzymeCore → AdaptExt
   3582.6 ms  ✓ GPUArraysCore
   2295.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  11689.6 ms  ✓ Jieko
   7909.3 ms  ✓ IntelOpenMP_jll
   7686.7 ms  ✓ oneTBB_jll
  21590.5 ms  ✓ TimerOutputs
   8799.4 ms  ✓ RecipesBase
   3410.1 ms  ✓ TruncatedStacktraces
   2904.9 ms  ✓ SortingAlgorithms
   2295.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   6678.6 ms  ✓ Setfield
   8925.5 ms  ✓ ArrayInterface
   4099.3 ms  ✓ Rmath
   4516.4 ms  ✓ ProgressMeter
   2022.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2206.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3077.6 ms  ✓ MaybeInplace
   5889.6 ms  ✓ MKL_jll
  25897.1 ms  ✓ SparseArrays
   3284.8 ms  ✓ FiniteDiff
   9299.6 ms  ✓ QuadGK
   6300.0 ms  ✓ PreallocationTools
   3098.0 ms  ✓ Adapt → AdaptSparseArraysExt
   3407.0 ms  ✓ SuiteSparse
   3488.6 ms  ✓ Statistics → SparseArraysExt
   3490.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3678.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3296.6 ms  ✓ Distances → DistancesSparseArraysExt
   9214.8 ms  ✓ SciMLStructures
   3219.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
  12896.5 ms  ✓ SpecialFunctions
   3001.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
  16614.2 ms  ✓ Accessors
   2707.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2801.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3425.1 ms  ✓ PDMats
   1804.8 ms  ✓ DiffRules
   1885.1 ms  ✓ Accessors → LinearAlgebraExt
   3012.9 ms  ✓ HypergeometricFunctions
   2782.1 ms  ✓ FillArrays → FillArraysPDMatsExt
  27278.6 ms  ✓ Static
   4194.6 ms  ✓ BangBang
  24425.0 ms  ✓ Test
   3020.3 ms  ✓ BitTwiddlingConvenienceFunctions
   6402.6 ms  ✓ CPUSummary
   3504.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3589.9 ms  ✓ Accessors → TestExt
  15105.9 ms  ✓ StatsBase
  11392.1 ms  ✓ SymbolicIndexingInterface
   3513.6 ms  ✓ PolyesterWeave
   3299.2 ms  ✓ PDMats → StatsBaseExt
   7768.3 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  14891.3 ms  ✓ SciMLOperators
  11195.7 ms  ✓ OhMyThreads
  14910.3 ms  ✓ StatsFuns
  40418.4 ms  ✓ StaticArrays
   2918.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2297.7 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3988.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3519.3 ms  ✓ OhMyThreads → MarkdownExt
  19992.7 ms  ✓ Roots
   3492.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3785.0 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4288.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4304.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3181.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3500.0 ms  ✓ Adapt → AdaptStaticArraysExt
   3594.1 ms  ✓ Accessors → StaticArraysExt
   3605.1 ms  ✓ BangBang → BangBangStaticArraysExt
  23589.9 ms  ✓ ForwardDiff
   4007.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   4411.0 ms  ✓ FastPower → FastPowerForwardDiffExt
   4925.3 ms  ✓ Roots → RootsForwardDiffExt
  38198.3 ms  ✓ FFTW
   7506.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  10991.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  32788.1 ms  ✓ StaticArrayInterface
  51620.7 ms  ✓ Moshi
  25594.8 ms  ✓ RecursiveArrayTools
   3220.6 ms  ✓ NLSolversBase
   1987.9 ms  ✓ CloseOpenIntervals
