nice: cannot set niceness: Permission denied
Precompiling packages...
   2010.9 ms  ✓ LazyArtifacts
   2021.2 ms  ✓ IteratorInterfaceExtensions
   2024.8 ms  ✓ MuladdMacro
   2024.0 ms  ✓ ConcreteStructs
   2107.3 ms  ✓ StatsAPI
   2206.1 ms  ✓ ExprTools
   2320.7 ms  ✓ PositiveFactorizations
   2796.9 ms  ✓ AbstractFFTs
   3010.5 ms  ✓ ADTypes
   3718.8 ms  ✓ FunctionWrappers
   3993.5 ms  ✓ Combinatorics
   1777.7 ms  ✓ CommonSolve
   1896.4 ms  ✓ OpenLibm_jll
   4185.2 ms  ✓ InitialValues
   2275.6 ms  ✓ CompilerSupportLibraries_jll
   2313.4 ms  ✓ InverseFunctions
   4389.7 ms  ✓ FillArrays
   2225.6 ms  ✓ SuiteSparse_jll
   2900.9 ms  ✓ IterTools
   2165.0 ms  ✓ ManualMemory
   1701.8 ms  ✓ SIMDTypes
   1708.5 ms  ✓ Reexport
   2295.8 ms  ✓ Requires
   2194.2 ms  ✓ EnumX
   2596.4 ms  ✓ Compat
   2924.7 ms  ✓ OrderedCollections
   3581.5 ms  ✓ Preferences
   2979.9 ms  ✓ DocStringExtensions
   7981.3 ms  ✓ Bessels
   2986.5 ms  ✓ AbstractTrees
   8077.2 ms  ✓ ExproniconLite
   1893.1 ms  ✓ FastPower
   2004.3 ms  ✓ PtrArrays
   2175.7 ms  ✓ CompositionsBase
   2095.7 ms  ✓ TaskLocalValues
   4237.4 ms  ✓ SpatialIndexing
   2398.7 ms  ✓ HashArrayMappedTries
   2715.6 ms  ✓ StableTasks
   2007.3 ms  ✓ CommonWorldInvalidations
   2098.4 ms  ✓ IfElse
   3317.2 ms  ✓ CpuId
   2201.2 ms  ✓ FastClosures
   2302.9 ms  ✓ DataAPI
   2400.4 ms  ✓ ConstructionBase
   2221.9 ms  ✓ ChunkSplitters
   3177.0 ms  ✓ EnzymeCore
   5632.4 ms  ✓ IrrationalConstants
   8805.8 ms  ✓ Distributed
   2805.1 ms  ✓ StaticArraysCore
   3294.5 ms  ✓ LoggingExtras
   3303.4 ms  ✓ SciMLPublic
   2599.5 ms  ✓ RuntimeGeneratedFunctions
   2697.3 ms  ✓ FunctionWrappersWrappers
   2587.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2776.1 ms  ✓ NaNMath
  10383.0 ms  ✓ MacroTools
   2736.9 ms  ✓ Adapt
   2707.8 ms  ✓ Compat → CompatLinearAlgebraExt
  13917.3 ms  ✓ Test
   2204.9 ms  ✓ PrecompileTools
   2701.8 ms  ✓ JLLWrappers
   2201.4 ms  ✓ AliasTables
   2007.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2015.3 ms  ✓ ScopedValues
   2011.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4798.7 ms  ✓ ThreadingUtilities
   1904.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2329.7 ms  ✓ Missings
   5611.6 ms  ✓ DifferentiationInterface
   2198.9 ms  ✓ DiffResults
   1893.8 ms  ✓ TruncatedStacktraces
   3075.0 ms  ✓ LogExpFunctions
   2301.2 ms  ✓ CommonSubexpressions
   3494.2 ms  ✓ ProgressMeter
   2089.8 ms  ✓ EnzymeCore → AdaptExt
   2286.1 ms  ✓ GPUArraysCore
   2799.2 ms  ✓ SciMLLogging
   2799.4 ms  ✓ ArrayInterface
   2513.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   9069.1 ms  ✓ TimerOutputs
   8598.4 ms  ✓ DataStructures
   7784.4 ms  ✓ Jieko
   2403.2 ms  ✓ IntelOpenMP_jll
