nice: cannot set niceness: Permission denied
Precompiling packages...
   1488.8 ms  ✓ UUIDs
   1491.3 ms  ✓ MozillaCACerts_jll
   1535.6 ms  ✓ OpenSSL_jll
   1586.7 ms  ✓ Logging
   1602.0 ms  ✓ nghttp2_jll
   1609.1 ms  ✓ Zlib_jll
   1702.2 ms  ✓ Unicode
   1714.3 ms  ✓ NetworkOptions
   1783.6 ms  ✓ CompilerSupportLibraries_jll
   1819.9 ms  ✓ Base64
    595.5 ms  ✓ LibSSH2_jll
    563.8 ms  ✓ p7zip_jll
    703.1 ms  ✓ Printf
    511.7 ms  ✓ LibGit2_jll
    524.1 ms  ✓ LibCURL_jll
   3204.8 ms  ✓ ArgTools
    774.3 ms  ✓ LibCURL
    625.0 ms  ✓ Tar
   2949.6 ms  ✓ Dates
   3043.3 ms  ✓ LibGit2
    444.6 ms  ✓ TOML
   2988.6 ms  ✓ Downloads
   9355.5 ms  ✓ StyledStrings
   1621.1 ms  ✓ JuliaSyntaxHighlighting
   3792.4 ms  ✓ Markdown
  46663.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2512.1 ms  ✓ MuladdMacro
   2522.5 ms  ✓ IteratorInterfaceExtensions
   2525.5 ms  ✓ ConcreteStructs
   2596.6 ms  ✓ Future
   2700.3 ms  ✓ StatsAPI
   2806.9 ms  ✓ PositiveFactorizations
   2806.3 ms  ✓ ExprTools
   3217.8 ms  ✓ AbstractFFTs
   4102.1 ms  ✓ ADTypes
   4592.7 ms  ✓ Serialization
   2389.3 ms  ✓ OpenLibm_jll
   2608.9 ms  ✓ CommonSolve
   5507.6 ms  ✓ FillArrays
   3084.4 ms  ✓ InverseFunctions
   3001.8 ms  ✓ SuiteSparse_jll
   5818.5 ms  ✓ InitialValues
   3303.1 ms  ✓ Statistics
   3296.1 ms  ✓ IterTools
   6004.0 ms  ✓ Combinatorics
   3081.3 ms  ✓ ManualMemory
   2708.8 ms  ✓ EnumX
   2311.4 ms  ✓ Reexport
   2608.0 ms  ✓ SIMDTypes
   2616.8 ms  ✓ CompositionsBase
   2719.7 ms  ✓ Mmap
   2520.7 ms  ✓ PtrArrays
   4293.5 ms  ✓ Requires
   3091.3 ms  ✓ AbstractTrees
   3411.9 ms  ✓ DocStringExtensions
   2518.1 ms  ✓ FastPower
   5416.2 ms  ✓ SpatialIndexing
   2813.0 ms  ✓ TaskLocalValues
   3285.9 ms  ✓ HashArrayMappedTries
   2505.6 ms  ✓ IfElse
  11385.3 ms  ✓ Bessels
   2794.7 ms  ✓ StableTasks
   2592.9 ms  ✓ CommonWorldInvalidations
  11726.5 ms  ✓ FunctionWrappers
   2599.5 ms  ✓ DataAPI
   3987.8 ms  ✓ EnzymeCore
   3080.0 ms  ✓ FastClosures
   2884.4 ms  ✓ ChunkSplitters
   2899.8 ms  ✓ StaticArraysCore
   3186.2 ms  ✓ SciMLPublic
   3081.5 ms  ✓ LoggingExtras
  11303.7 ms  ✓ OrderedCollections
   4099.7 ms  ✓ Preferences
   4590.5 ms  ✓ CpuId
  16608.9 ms  ✓ ExproniconLite
   5285.3 ms  ✓ LazyArtifacts
   2999.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2597.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   9915.8 ms  ✓ ConstructionBase
   2316.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  14104.4 ms  ✓ IrrationalConstants
   2892.8 ms  ✓ AliasTables
   3420.8 ms  ✓ Adapt
   3293.5 ms  ✓ ScopedValues
   2699.1 ms  ✓ FunctionWrappersWrappers
  10775.7 ms  ✓ Compat
   2819.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  20587.4 ms  ✓ MacroTools
   9609.1 ms  ✓ RuntimeGeneratedFunctions
   9506.1 ms  ✓ NaNMath
   2977.4 ms  ✓ DiffResults
   2828.9 ms  ✓ PrecompileTools
   3292.7 ms  ✓ JLLWrappers
  12405.7 ms  ✓ DifferentiationInterface
   2384.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2385.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3209.0 ms  ✓ SciMLLogging
  15118.7 ms  ✓ InteractiveUtils
  11406.6 ms  ✓ Distances
   2386.8 ms  ✓ EnzymeCore → AdaptExt
   2494.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3611.9 ms  ✓ LogExpFunctions
   3497.5 ms  ✓ GPUArraysCore
   2911.4 ms  ✓ CommonSubexpressions
  12698.9 ms  ✓ ThreadingUtilities
   9423.2 ms  ✓ Missings
  18811.4 ms  ✓ Distributed
  10495.1 ms  ✓ DataStructures
   4619.8 ms  ✓ Rmath_jll
  20012.1 ms  ✓ TimerOutputs
   4001.7 ms  ✓ OpenSpecFun_jll
   4212.3 ms  ✓ FFTW_jll
   9822.9 ms  ✓ Jieko
   9675.1 ms  ✓ ArrayInterface
   2390.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2397.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   7307.5 ms  ✓ IntelOpenMP_jll
   3495.1 ms  ✓ TruncatedStacktraces
   3177.7 ms  ✓ SortingAlgorithms
   7813.5 ms  ✓ oneTBB_jll
  11104.2 ms  ✓ RecipesBase
   5090.8 ms  ✓ ProgressMeter
   8909.0 ms  ✓ Setfield
   2603.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
