nice: cannot set niceness: Permission denied
Precompiling packages...
    535.1 ms  ✓ CPUTime
    661.6 ms  ✓ Reexport
    901.0 ms  ✓ ConstructionBase
    660.8 ms  ✓ StatsAPI
    858.5 ms  ✓ IterTools
    645.2 ms  ✓ CommonSolve
   1842.2 ms  ✓ IrrationalConstants
    896.9 ms  ✓ StableTasks
   1519.4 ms  ✓ Combinatorics
    648.9 ms  ✓ StaticArraysCore
    786.6 ms  ✓ Statistics
    624.4 ms  ✓ ChunkSplitters
    735.8 ms  ✓ IfElse
    890.0 ms  ✓ EnzymeCore
   1262.5 ms  ✓ SuiteSparse_jll
    732.4 ms  ✓ PtrArrays
    650.4 ms  ✓ TaskLocalValues
    703.7 ms  ✓ Mmap
    787.2 ms  ✓ ManualMemory
    804.3 ms  ✓ PositiveFactorizations
    647.6 ms  ✓ DataAPI
    611.8 ms  ✓ CommonWorldInvalidations
   1152.1 ms  ✓ SciMLPublic
    596.5 ms  ✓ Future
    653.2 ms  ✓ FastPower
    670.2 ms  ✓ CompositionsBase
    796.9 ms  ✓ InverseFunctions
    635.1 ms  ✓ MuladdMacro
   1081.9 ms  ✓ AbstractTrees
   3063.9 ms  ✓ ExproniconLite
    965.7 ms  ✓ AbstractFFTs
   1870.3 ms  ✓ InitialValues
    889.0 ms  ✓ EnumX
   7945.2 ms  ✓ MacroTools
    622.8 ms  ✓ ExprTools
    970.3 ms  ✓ OpenLibm_jll
    578.5 ms  ✓ ConcreteStructs
   1263.8 ms  ✓ SpatialIndexing
   1482.0 ms  ✓ FillArrays
   1017.2 ms  ✓ OrderedCollections
    568.3 ms  ✓ HashArrayMappedTries
   1114.8 ms  ✓ ADTypes
   2493.1 ms  ✓ Bessels
    844.4 ms  ✓ DocStringExtensions
   1179.1 ms  ✓ Serialization
    662.3 ms  ✓ FastClosures
    661.7 ms  ✓ SIMDTypes
    668.2 ms  ✓ IteratorInterfaceExtensions
   1183.0 ms  ✓ Requires
    732.9 ms  ✓ LoggingExtras
   1046.3 ms  ✓ CpuId
    880.0 ms  ✓ Compat
   1833.2 ms  ✓ InteractiveUtils
   1235.0 ms  ✓ LazyArtifacts
    718.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    815.6 ms  ✓ DiffResults
    860.4 ms  ✓ AliasTables
   5321.3 ms  ✓ FunctionWrappers
   1278.4 ms  ✓ Distances
    664.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    727.0 ms  ✓ Missings
    634.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3215.7 ms  ✓ Preferences
   1900.0 ms  ✓ ThreadingUtilities
    729.4 ms  ✓ CommonSubexpressions
    814.6 ms  ✓ NaNMath
    685.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    681.8 ms  ✓ ScopedValues
    598.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    605.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2989.1 ms  ✓ Jieko
   2319.6 ms  ✓ DataStructures
   1631.9 ms  ✓ DifferentiationInterface
   1095.8 ms  ✓ LogExpFunctions
    716.6 ms  ✓ RuntimeGeneratedFunctions
    798.9 ms  ✓ Adapt
    789.4 ms  ✓ Compat → CompatLinearAlgebraExt
   6025.5 ms  ✓ TimerOutputs
    802.9 ms  ✓ FunctionWrappersWrappers
   3927.3 ms  ✓ Distributed
   2350.0 ms  ✓ Setfield
    585.1 ms  ✓ PrecompileTools
    776.8 ms  ✓ JLLWrappers
    886.2 ms  ✓ SciMLLogging
    752.0 ms  ✓ TruncatedStacktraces
    838.9 ms  ✓ SortingAlgorithms
   6627.1 ms  ✓ SparseArrays
   3558.7 ms  ✓ Accessors
    716.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1350.6 ms  ✓ QuadGK
    585.4 ms  ✓ Accessors → LinearAlgebraExt
    693.3 ms  ✓ ArrayInterface
    542.9 ms  ✓ EnzymeCore → AdaptExt
   1012.2 ms  ✓ ProgressMeter
   2466.8 ms  ✓ RecipesBase
  14170.0 ms  ✓ Test
    823.0 ms  ✓ Rmath_jll
   1193.5 ms  ✓ OpenSpecFun_jll
   1901.3 ms  ✓ IntelOpenMP_jll
   1713.0 ms  ✓ oneTBB_jll
  16109.9 ms  ✓ Moshi
    962.0 ms  ✓ FFTW_jll
    771.8 ms  ✓ Statistics → SparseArraysExt
   1355.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1205.4 ms  ✓ SuiteSparse
   1063.5 ms  ✓ Distances → DistancesSparseArraysExt
   1181.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1048.7 ms  ✓ Adapt → AdaptSparseArraysExt
    975.5 ms  ✓ GPUArraysCore
   1160.0 ms  ✓ BangBang
  22692.6 ms  ✓ Parsers
  23709.8 ms  ✓ StaticArrays
    577.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1150.8 ms  ✓ MaybeInplace
   5223.2 ms  ✓ Roots
    934.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    925.8 ms  ✓ SciMLStructures
    988.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2188.2 ms  ✓ PreallocationTools
   2901.5 ms  ✓ SciMLOperators
   1125.3 ms  ✓ Accessors → TestExt
   2068.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1276.2 ms  ✓ Rmath
   2159.7 ms  ✓ MKL_jll
   4078.2 ms  ✓ SpecialFunctions
   1399.3 ms  ✓ PDMats
   3380.8 ms  ✓ StatsBase
    721.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    673.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1322.6 ms  ✓ OhMyThreads
    969.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    996.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1067.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3014.4 ms  ✓ JSON
   1019.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   1084.9 ms  ✓ Adapt → AdaptStaticArraysExt
   1081.9 ms  ✓ BangBang → BangBangStaticArraysExt
   1119.2 ms  ✓ Accessors → StaticArraysExt
   1070.5 ms  ✓ FiniteDiff
    893.3 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    775.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1809.6 ms  ✓ SymbolicIndexingInterface
   1168.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    844.1 ms  ✓ DiffRules
   1603.8 ms  ✓ HypergeometricFunctions
    753.4 ms  ✓ FillArrays → FillArraysPDMatsExt
    781.0 ms  ✓ PDMats → StatsBaseExt
    834.7 ms  ✓ OhMyThreads → MarkdownExt
  39825.9 ms  ✓ Static
    979.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    861.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    876.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   8686.4 ms  ✓ NearestNeighbors
   6920.3 ms  ✓ ForwardDiff
   8121.6 ms  ✓ RecursiveArrayTools
   1104.8 ms  ✓ BitTwiddlingConvenienceFunctions
   1906.9 ms  ✓ CPUSummary
  36845.9 ms  ✓ Polynomials
   3611.5 ms  ✓ StatsFuns
   1137.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   1668.0 ms  ✓ Neighborhood
    892.3 ms  ✓ FastPower → FastPowerForwardDiffExt
   2780.3 ms  ✓ Clustering
   1264.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   1065.9 ms  ✓ Roots → RootsForwardDiffExt
   1352.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1039.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  20378.3 ms  ✓ FFTW
   2150.8 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   1063.3 ms  ✓ PolyesterWeave
   1134.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1355.2 ms  ✓ Polynomials → PolynomialsFFTWExt
   1361.2 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
   1433.2 ms  ✓ StateSpaceSets
    648.6 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   1271.8 ms  ✓ NLSolversBase
   1242.4 ms  ✓ LineSearches
   3534.8 ms  ✓ DSP
   6265.3 ms  ✓ Distributions
   3221.9 ms  ✓ Optim
   1377.0 ms  ✓ Distributions → DistributionsTestExt
   3002.5 ms  ✓ Wavelets
   2264.7 ms  ✓ DelayEmbeddings
   5760.0 ms  ✓ BlackBoxOptim
  20944.2 ms  ✓ StaticArrayInterface
   4095.4 ms  ✓ ComplexityMeasures
    696.9 ms  ✓ CloseOpenIntervals
    815.2 ms  ✓ LayoutPointers
    855.2 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  14382.9 ms  ✓ SciMLBase
    935.7 ms  ✓ StrideArraysCore
    801.1 ms  ✓ Polyester
   1095.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1351.3 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1612.8 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
    908.2 ms  ✓ FastBroadcast
    682.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2867.4 ms  ✓ SciMLJacobianOperators
   6013.5 ms  ✓ NonlinearSolveBase
   1326.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1368.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3997.7 ms  ✓ BracketingNonlinearSolve
   1200.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
