nice: cannot set niceness: Permission denied
Precompiling packages...
    415.1 ms  ✓ CPUTime
    421.0 ms  ✓ Reexport
    549.7 ms  ✓ ConstructionBase
    469.0 ms  ✓ StatsAPI
    606.4 ms  ✓ IterTools
   1337.5 ms  ✓ IrrationalConstants
    460.2 ms  ✓ CommonSolve
   1048.0 ms  ✓ Combinatorics
    571.6 ms  ✓ StableTasks
    514.2 ms  ✓ StaticArraysCore
    616.8 ms  ✓ Statistics
    516.8 ms  ✓ ChunkSplitters
    439.5 ms  ✓ IfElse
    864.6 ms  ✓ SuiteSparse_jll
    699.8 ms  ✓ EnzymeCore
    462.4 ms  ✓ PtrArrays
    522.8 ms  ✓ Mmap
    458.5 ms  ✓ TaskLocalValues
    516.9 ms  ✓ ManualMemory
    537.6 ms  ✓ PositiveFactorizations
    494.7 ms  ✓ DataAPI
    429.5 ms  ✓ CommonWorldInvalidations
    848.8 ms  ✓ SciMLPublic
    411.0 ms  ✓ Future
    421.6 ms  ✓ FastPower
    422.5 ms  ✓ CompositionsBase
    507.6 ms  ✓ InverseFunctions
    597.8 ms  ✓ AbstractTrees
    557.4 ms  ✓ MuladdMacro
   2322.3 ms  ✓ ExproniconLite
    772.4 ms  ✓ AbstractFFTs
    590.6 ms  ✓ EnumX
   1455.9 ms  ✓ InitialValues
   5819.5 ms  ✓ MacroTools
    549.9 ms  ✓ ExprTools
    732.1 ms  ✓ OpenLibm_jll
    438.8 ms  ✓ ConcreteStructs
   1133.3 ms  ✓ FillArrays
    907.8 ms  ✓ SpatialIndexing
    642.2 ms  ✓ OrderedCollections
    481.8 ms  ✓ HashArrayMappedTries
    725.8 ms  ✓ ADTypes
    724.5 ms  ✓ Serialization
   1752.2 ms  ✓ Bessels
    678.2 ms  ✓ DocStringExtensions
    517.0 ms  ✓ FastClosures
    453.4 ms  ✓ SIMDTypes
    442.2 ms  ✓ IteratorInterfaceExtensions
    776.1 ms  ✓ Requires
    567.7 ms  ✓ LoggingExtras
    760.7 ms  ✓ CpuId
    577.5 ms  ✓ Compat
   1277.2 ms  ✓ InteractiveUtils
    910.0 ms  ✓ LazyArtifacts
    499.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    512.7 ms  ✓ DiffResults
    571.3 ms  ✓ AliasTables
   3767.3 ms  ✓ FunctionWrappers
    833.7 ms  ✓ Distances
    461.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    552.3 ms  ✓ Missings
   2148.4 ms  ✓ Preferences
    473.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1278.6 ms  ✓ ThreadingUtilities
    576.2 ms  ✓ CommonSubexpressions
    530.1 ms  ✓ NaNMath
    492.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    484.1 ms  ✓ ScopedValues
    432.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    426.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2010.2 ms  ✓ Jieko
   1155.7 ms  ✓ DifferentiationInterface
   1807.1 ms  ✓ DataStructures
    450.9 ms  ✓ RuntimeGeneratedFunctions
    736.9 ms  ✓ LogExpFunctions
    598.6 ms  ✓ Adapt
    528.0 ms  ✓ Compat → CompatLinearAlgebraExt
   3990.8 ms  ✓ TimerOutputs
    477.8 ms  ✓ FunctionWrappersWrappers
   2848.9 ms  ✓ Distributed
    449.4 ms  ✓ PrecompileTools
    580.9 ms  ✓ JLLWrappers
   1559.6 ms  ✓ Setfield
    629.5 ms  ✓ SciMLLogging
