nice: cannot set niceness: Permission denied
Precompiling packages...
    403.3 ms  ✓ CPUTime
    414.4 ms  ✓ Reexport
    545.1 ms  ✓ ConstructionBase
    461.6 ms  ✓ StatsAPI
    591.1 ms  ✓ IterTools
    453.8 ms  ✓ CommonSolve
   1334.2 ms  ✓ IrrationalConstants
    584.5 ms  ✓ StableTasks
   1043.8 ms  ✓ Combinatorics
    560.1 ms  ✓ StaticArraysCore
    616.0 ms  ✓ Statistics
    513.2 ms  ✓ ChunkSplitters
    451.9 ms  ✓ IfElse
    888.6 ms  ✓ SuiteSparse_jll
    483.3 ms  ✓ PtrArrays
    715.5 ms  ✓ EnzymeCore
    526.3 ms  ✓ Mmap
    451.1 ms  ✓ TaskLocalValues
    508.6 ms  ✓ ManualMemory
    525.3 ms  ✓ PositiveFactorizations
    502.6 ms  ✓ DataAPI
    435.0 ms  ✓ CommonWorldInvalidations
    461.5 ms  ✓ Future
    977.9 ms  ✓ SciMLPublic
    519.4 ms  ✓ FastPower
    523.0 ms  ✓ CompositionsBase
    635.0 ms  ✓ InverseFunctions
   4799.5 ms  ✓ MacroTools
    708.1 ms  ✓ AbstractTrees
    496.2 ms  ✓ MuladdMacro
    476.5 ms  ✓ EnumX
    610.4 ms  ✓ AbstractFFTs
   2360.3 ms  ✓ ExproniconLite
   1268.8 ms  ✓ InitialValues
    701.4 ms  ✓ OpenLibm_jll
    491.5 ms  ✓ ExprTools
    423.2 ms  ✓ ConcreteStructs
   1088.4 ms  ✓ FillArrays
    936.5 ms  ✓ SpatialIndexing
    645.8 ms  ✓ OrderedCollections
    510.0 ms  ✓ HashArrayMappedTries
    721.8 ms  ✓ ADTypes
    691.2 ms  ✓ Serialization
   1775.4 ms  ✓ Bessels
    692.3 ms  ✓ DocStringExtensions
    514.4 ms  ✓ FastClosures
    486.8 ms  ✓ SIMDTypes
    443.3 ms  ✓ IteratorInterfaceExtensions
    759.3 ms  ✓ Requires
    774.9 ms  ✓ CpuId
    572.7 ms  ✓ LoggingExtras
    674.4 ms  ✓ Compat
   1504.3 ms  ✓ InteractiveUtils
   3114.6 ms  ✓ FunctionWrappers
   1015.7 ms  ✓ LazyArtifacts
    510.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    491.2 ms  ✓ DiffResults
    510.5 ms  ✓ AliasTables
    785.3 ms  ✓ Distances
   1784.2 ms  ✓ Preferences
    529.7 ms  ✓ Missings
    483.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    468.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    589.3 ms  ✓ CommonSubexpressions
   1218.5 ms  ✓ ThreadingUtilities
    507.6 ms  ✓ FillArrays → FillArraysStatisticsExt
    548.5 ms  ✓ NaNMath
    472.4 ms  ✓ ScopedValues
    426.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    419.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1082.2 ms  ✓ DifferentiationInterface
   1999.6 ms  ✓ Jieko
    482.3 ms  ✓ RuntimeGeneratedFunctions
   1821.9 ms  ✓ DataStructures
    687.9 ms  ✓ LogExpFunctions
    433.4 ms  ✓ Compat → CompatLinearAlgebraExt
    509.8 ms  ✓ Adapt
    423.7 ms  ✓ FunctionWrappersWrappers
   2369.2 ms  ✓ Distributed
    530.9 ms  ✓ PrecompileTools
    556.8 ms  ✓ JLLWrappers
    613.3 ms  ✓ SciMLLogging
   1641.7 ms  ✓ Setfield
    599.0 ms  ✓ TruncatedStacktraces
    545.0 ms  ✓ SortingAlgorithms
   3943.5 ms  ✓ SparseArrays
    427.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    900.7 ms  ✓ QuadGK
    600.1 ms  ✓ ArrayInterface
    624.2 ms  ✓ GPUArraysCore
    484.7 ms  ✓ EnzymeCore → AdaptExt
   2544.1 ms  ✓ Accessors
    820.2 ms  ✓ ProgressMeter
   1932.0 ms  ✓ RecipesBase
   8609.6 ms  ✓ Test
    666.2 ms  ✓ Rmath_jll
    817.7 ms  ✓ OpenSpecFun_jll
   1380.8 ms  ✓ IntelOpenMP_jll
  10477.8 ms  ✓ Moshi
   1329.3 ms  ✓ oneTBB_jll
    698.5 ms  ✓ FFTW_jll
    624.4 ms  ✓ Statistics → SparseArraysExt
    775.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
    700.0 ms  ✓ SuiteSparse
    781.6 ms  ✓ Distances → DistancesSparseArraysExt
    846.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    818.6 ms  ✓ Adapt → AdaptSparseArraysExt
    611.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    812.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    639.9 ms  ✓ SciMLStructures
    603.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    602.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1358.9 ms  ✓ PreallocationTools
    660.7 ms  ✓ Accessors → LinearAlgebraExt
    868.2 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  15644.9 ms  ✓ StaticArrays
  15585.9 ms  ✓ Parsers
    700.8 ms  ✓ Accessors → TestExt
   1700.5 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    829.5 ms  ✓ Rmath
   1423.1 ms  ✓ MKL_jll
   1017.4 ms  ✓ PDMats
   2880.1 ms  ✓ SpecialFunctions
    857.0 ms  ✓ FiniteDiff
   2845.7 ms  ✓ StatsBase
    916.0 ms  ✓ BangBang
   1277.7 ms  ✓ SymbolicIndexingInterface
   2074.6 ms  ✓ SciMLOperators
    705.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    720.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    728.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    722.0 ms  ✓ Adapt → AdaptStaticArraysExt
    803.0 ms  ✓ Accessors → StaticArraysExt
   3406.8 ms  ✓ Roots
    765.2 ms  ✓ FillArrays → FillArraysPDMatsExt
   2093.8 ms  ✓ JSON
   1265.3 ms  ✓ HypergeometricFunctions
    789.9 ms  ✓ DiffRules
    715.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    731.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    660.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    801.8 ms  ✓ PDMats → StatsBaseExt
   1138.8 ms  ✓ OhMyThreads
  26377.9 ms  ✓ Static
    716.2 ms  ✓ BangBang → BangBangStaticArraysExt
    453.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    653.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1669.7 ms  ✓ RecursiveArrayTools
   1712.8 ms  ✓ StatsFuns
    692.5 ms  ✓ OhMyThreads → MarkdownExt
    605.6 ms  ✓ BitTwiddlingConvenienceFunctions
   1482.6 ms  ✓ CPUSummary
   6281.5 ms  ✓ NearestNeighbors
   5369.4 ms  ✓ ForwardDiff
    989.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    691.3 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  13693.1 ms  ✓ FFTW
    785.5 ms  ✓ PolyesterWeave
   1122.2 ms  ✓ Neighborhood
  26750.2 ms  ✓ Polynomials
   1707.7 ms  ✓ Clustering
    725.6 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    579.8 ms  ✓ FastPower → FastPowerForwardDiffExt
    733.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   4974.9 ms  ✓ Distributions
    592.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    596.9 ms  ✓ Roots → RootsForwardDiffExt
    633.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    940.3 ms  ✓ StateSpaceSets
    926.5 ms  ✓ Polynomials → PolynomialsFFTWExt
    928.5 ms  ✓ NLSolversBase
   1285.7 ms  ✓ Distributions → DistributionsTestExt
   9124.7 ms  ✓ SciMLBase
   1085.4 ms  ✓ LineSearches
   2663.4 ms  ✓ DSP
   1850.1 ms  ✓ DelayEmbeddings
   1181.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    782.0 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1356.1 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   4421.0 ms  ✓ BlackBoxOptim
   1879.1 ms  ✓ Wavelets
  15313.7 ms  ✓ StaticArrayInterface
   2504.2 ms  ✓ Optim
    450.3 ms  ✓ CloseOpenIntervals
    550.0 ms  ✓ LayoutPointers
    566.1 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    694.1 ms  ✓ StrideArraysCore
    570.6 ms  ✓ Polyester
    585.6 ms  ✓ FastBroadcast
   3072.6 ms  ✓ ComplexityMeasures
    516.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1524.1 ms  ✓ DiffEqBase
    868.8 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
    994.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2614.9 ms  ✓ OrdinaryDiffEqCore
    762.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9167.0 ms  ✓ OrdinaryDiffEqTsit5
   1697.2 ms  ✓ DynamicalSystemsBase
   3129.3 ms  ✓ Attractors
  199 dependencies successfully precompiled in 88 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 431.97
	System time (seconds): 36.11
	Percent of CPU this job got: 264%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:57.15
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2640416
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 820
	Minor (reclaiming a frame) page faults: 12480587
	Voluntary context switches: 35329
	Involuntary context switches: 14314
	Swaps: 0
	File system inputs: 0
	File system outputs: 1065472
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
