nice: cannot set niceness: Permission denied
Precompiling packages...
   1929.6 ms  ✓ LazyArtifacts
   1946.9 ms  ✓ IteratorInterfaceExtensions
   2051.1 ms  ✓ ConcreteStructs
   2125.1 ms  ✓ StatsAPI
   2243.9 ms  ✓ ExprTools
   2409.3 ms  ✓ PositiveFactorizations
   2680.7 ms  ✓ OpenLibm_jll
   2846.9 ms  ✓ AbstractFFTs
   2946.4 ms  ✓ ADTypes
   3641.5 ms  ✓ FunctionWrappers
   3720.0 ms  ✓ Gamma
   3973.0 ms  ✓ Combinatorics
   3822.0 ms  ✓ InitialValues
   1978.4 ms  ✓ CommonSolve
   2109.2 ms  ✓ InverseFunctions
   2185.2 ms  ✓ CompilerSupportLibraries_jll
   2337.6 ms  ✓ SuiteSparse_jll
   2787.1 ms  ✓ IterTools
   5122.5 ms  ✓ FillArrays
   2690.8 ms  ✓ Compat
   1720.1 ms  ✓ Reexport
   1911.2 ms  ✓ EnumX
   2208.6 ms  ✓ Requires
   3163.2 ms  ✓ Preferences
   2700.1 ms  ✓ OrderedCollections
   2696.3 ms  ✓ DocStringExtensions
   2699.5 ms  ✓ AbstractTrees
   2013.4 ms  ✓ CompositionsBase
   1940.6 ms  ✓ PtrArrays
   3589.9 ms  ✓ SpatialIndexing
   7423.3 ms  ✓ Bessels
   1999.5 ms  ✓ FastPower
   2091.6 ms  ✓ HashArrayMappedTries
   2116.6 ms  ✓ StableTasks
   2497.1 ms  ✓ TaskLocalValues
   2304.6 ms  ✓ Inflate
   3034.1 ms  ✓ VectorInterface
   2202.7 ms  ✓ ConstructionBase
   2293.0 ms  ✓ Adapt
   2186.2 ms  ✓ DataAPI
   1978.3 ms  ✓ PackageExtensionCompat
   2376.3 ms  ✓ FastClosures
   3077.2 ms  ✓ EnzymeCore
   2292.8 ms  ✓ ChunkSplitters
   1982.9 ms  ✓ SciMLPublic
   8215.4 ms  ✓ Distributed
   2603.0 ms  ✓ LoggingExtras
   5690.7 ms  ✓ IrrationalConstants
   2694.2 ms  ✓ StaticArraysCore
   2397.3 ms  ✓ BinaryHeaps
   2587.2 ms  ✓ RuntimeGeneratedFunctions
   2303.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2901.0 ms  ✓ NaNMath
   2212.3 ms  ✓ JLLWrappers
  12406.6 ms  ✓ Test
   3086.7 ms  ✓ ArrayInterface
   2809.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  10121.6 ms  ✓ MacroTools
   2690.0 ms  ✓ PrecompileTools
   2060.9 ms  ✓ ScopedValues
   2606.6 ms  ✓ AliasTables
   2012.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3499.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3718.0 ms  ✓ ProgressMeter
   4937.4 ms  ✓ HypergeometricFunctions
   1803.0 ms  ✓ EnzymeCore → AdaptExt
   2277.6 ms  ✓ GPUArraysCore
   2125.3 ms  ✓ Missings
   2007.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2671.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2097.0 ms  ✓ DiffResults
   2842.6 ms  ✓ SciMLLogging
   2496.8 ms  ✓ Rmath_jll
   3006.5 ms  ✓ LogExpFunctions
   2486.3 ms  ✓ IntelOpenMP_jll
   4399.3 ms  ✓ DifferentiationInterface
   2283.9 ms  ✓ OpenSpecFun_jll
   2396.9 ms  ✓ FFTW_jll
   8085.8 ms  ✓ TimerOutputs
   2902.4 ms  ✓ oneTBB_jll
   2301.7 ms  ✓ ArrayInterface → ArrayInterfaceFillArraysExt
   2100.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3270.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3340.9 ms  ✓ FastBroadcast
   2111.3 ms  ✓ TruncatedStacktraces
   2195.1 ms  ✓ CommonSubexpressions
   6371.5 ms  ✓ KrylovKit
   3202.6 ms  ✓ SimpleTraits
   3291.9 ms  ✓ MaybeInplace
   7206.5 ms  ✓ DataStructures
   3623.4 ms  ✓ MuladdMacro
   5918.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2757.0 ms  ✓ SciMLStructures
   2103.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3188.1 ms  ✓ FunctionWrappersWrappers
   3243.1 ms  ✓ Rmath
   1901.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2395.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2313.9 ms  ✓ MKL_jll
   4915.1 ms  ✓ PreallocationTools
   4787.9 ms  ✓ Setfield
   2229.9 ms  ✓ SortingAlgorithms
   5822.4 ms  ✓ RecipesBase
   1909.4 ms  ✓ RespecializeParams
  13479.2 ms  ✓ SparseArrays
   3608.1 ms  ✓ PoissonRandom
   3904.1 ms  ✓ QuadGK
   1823.3 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   2700.0 ms  ✓ FiniteDiff
   2522.3 ms  ✓ SuiteSparse
   2599.4 ms  ✓ Adapt → AdaptSparseArraysExt
   2613.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2713.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   7706.9 ms  ✓ Accessors
   3014.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3035.1 ms  ✓ Statistics
   9540.3 ms  ✓ FindFirstFunctions
   3904.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1704.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1895.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1683.9 ms  ✓ Accessors → LinearAlgebraExt
   1693.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2606.4 ms  ✓ PDMats
   2693.2 ms  ✓ Distances
   2742.7 ms  ✓ Accessors → TestExt
   2103.8 ms  ✓ NLSolversBase
   9518.8 ms  ✓ SpecialFunctions
   2302.0 ms  ✓ BangBang
   2097.1 ms  ✓ FillArrays → FillArraysPDMatsExt
   1599.7 ms  ✓ Distances → DistancesSparseArraysExt
   3501.7 ms  ✓ SymbolicIndexingInterface
   2290.1 ms  ✓ LineSearches
   2087.1 ms  ✓ DiffRules
   6108.8 ms  ✓ StatsBase
   2506.8 ms  ✓ StochasticDiffEqLevyArea
   2622.2 ms  ✓ OhMyThreads
   5498.8 ms  ✓ SciMLOperators
   1793.3 ms  ✓ PDMats → StatsBaseExt
   4309.1 ms  ✓ StatsFuns
   1873.7 ms  ✓ OhMyThreads → MarkdownExt
ProgressMeterExt Waiting for background task / IO / timer.
[pid 569055] waiting for IO to finish:
 Handle type        uv_handle_t->data
 fs_event           0x26e1a1c0->0x7688ed8f5870
 timer              0x26dbb110->0x7688ed8f58a0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   1699.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2080.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2009.4 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3485.1 ms  ✓ OhMyThreads → ProgressMeterExt
   8510.4 ms  ✓ Roots
   8394.0 ms  ✓ Optim
  23779.8 ms  ✓ StaticArrays
  19688.0 ms  ✓ FFTW
   2702.4 ms  ✓ Adapt → AdaptStaticArraysExt
   2923.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
   2914.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   2935.8 ms  ✓ ResettableStacks
   3000.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3008.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  11705.5 ms  ✓ ForwardDiff
  12899.2 ms  ✓ RecursiveArrayTools
   3725.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4208.9 ms  ✓ VectorInterface → VectorInterfaceStaticArraysExt
   4288.9 ms  ✓ Accessors → StaticArraysExt
   4324.7 ms  ✓ ArnoldiMethod
   2002.6 ms  ✓ FastPower → FastPowerForwardDiffExt
   5198.4 ms  ✓ BangBang → BangBangStaticArraysExt
   2125.2 ms  ✓ Roots → RootsForwardDiffExt
   2351.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   2382.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
