nice: cannot set niceness: Permission denied
Precompiling packages...
   1454.2 ms  ✓ UUIDs
   1552.0 ms  ✓ Unicode
   1562.8 ms  ✓ Logging
   1649.9 ms  ✓ MozillaCACerts_jll
   1661.4 ms  ✓ CompilerSupportLibraries_jll
   1715.4 ms  ✓ OpenSSL_jll
   1756.4 ms  ✓ nghttp2_jll
   1753.1 ms  ✓ Zlib_jll
   1773.1 ms  ✓ NetworkOptions
   1864.1 ms  ✓ Base64
    532.7 ms  ✓ LibSSH2_jll
    600.5 ms  ✓ p7zip_jll
    751.6 ms  ✓ Printf
    458.2 ms  ✓ LibCURL_jll
    473.3 ms  ✓ LibGit2_jll
   3298.3 ms  ✓ ArgTools
    773.3 ms  ✓ LibCURL
    627.4 ms  ✓ Tar
   2932.4 ms  ✓ Dates
    450.4 ms  ✓ TOML
   3074.3 ms  ✓ LibGit2
   2962.8 ms  ✓ Downloads
   9224.2 ms  ✓ StyledStrings
   1638.8 ms  ✓ JuliaSyntaxHighlighting
   3796.6 ms  ✓ Markdown
  46593.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2340.5 ms  ✓ Future
   2438.1 ms  ✓ ConcreteStructs
   2435.6 ms  ✓ IteratorInterfaceExtensions
   2445.2 ms  ✓ MuladdMacro
   2528.5 ms  ✓ StatsAPI
   2738.0 ms  ✓ PositiveFactorizations
   3228.9 ms  ✓ ExprTools
   3337.9 ms  ✓ AbstractFFTs
   3937.8 ms  ✓ ADTypes
   4335.1 ms  ✓ Serialization
   2473.0 ms  ✓ CommonSolve
   2603.3 ms  ✓ OpenLibm_jll
   2901.8 ms  ✓ InverseFunctions
   5429.3 ms  ✓ InitialValues
   5618.5 ms  ✓ FillArrays
   3202.4 ms  ✓ IterTools
   3093.3 ms  ✓ SuiteSparse_jll
   3392.5 ms  ✓ Statistics
   2602.2 ms  ✓ ManualMemory
   6741.2 ms  ✓ Combinatorics
   2532.4 ms  ✓ EnumX
   2500.5 ms  ✓ Reexport
   2411.2 ms  ✓ SIMDTypes
   2804.4 ms  ✓ Mmap
   2379.3 ms  ✓ PtrArrays
   3514.1 ms  ✓ DocStringExtensions
   3206.1 ms  ✓ CompositionsBase
   4887.0 ms  ✓ Requires
   3504.9 ms  ✓ AbstractTrees
   2685.5 ms  ✓ FastPower
   5393.8 ms  ✓ SpatialIndexing
  10516.5 ms  ✓ Bessels
   2891.0 ms  ✓ HashArrayMappedTries
   2981.9 ms  ✓ TaskLocalValues
   2490.0 ms  ✓ IfElse
   2995.9 ms  ✓ StableTasks
  11844.5 ms  ✓ FunctionWrappers
   2798.2 ms  ✓ CPUTime
   3399.6 ms  ✓ Adapt
   2400.6 ms  ✓ FastClosures
   2779.6 ms  ✓ DataAPI
   4024.2 ms  ✓ EnzymeCore
   2902.0 ms  ✓ ChunkSplitters
   2907.8 ms  ✓ StaticArraysCore
   3012.8 ms  ✓ SciMLPublic
   3211.1 ms  ✓ LoggingExtras
  11269.6 ms  ✓ OrderedCollections
   3893.9 ms  ✓ Preferences
   4198.6 ms  ✓ CpuId
  16727.6 ms  ✓ ExproniconLite
   2497.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5287.8 ms  ✓ LazyArtifacts
   2771.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   9838.1 ms  ✓ ConstructionBase
  13918.0 ms  ✓ IrrationalConstants
   2799.4 ms  ✓ AliasTables
