nice: cannot set niceness: Permission denied
Precompiling packages...
   2013.9 ms  ✓ LazyArtifacts
   2051.1 ms  ✓ IteratorInterfaceExtensions
   2054.7 ms  ✓ ConcreteStructs
   2119.5 ms  ✓ StatsAPI
   2127.1 ms  ✓ ExprTools
   2093.4 ms  ✓ OpenLibm_jll
   2419.2 ms  ✓ PositiveFactorizations
   2825.7 ms  ✓ AbstractFFTs
   3122.2 ms  ✓ ADTypes
   3536.0 ms  ✓ Gamma
   3638.7 ms  ✓ FunctionWrappers
   3881.0 ms  ✓ Combinatorics
   3896.8 ms  ✓ InitialValues
   1972.6 ms  ✓ CommonSolve
   3990.7 ms  ✓ FillArrays
   2025.5 ms  ✓ CompilerSupportLibraries_jll
   2292.6 ms  ✓ InverseFunctions
   2307.3 ms  ✓ SuiteSparse_jll
   2712.7 ms  ✓ IterTools
   1902.8 ms  ✓ EnumX
   2593.9 ms  ✓ Compat
   3017.4 ms  ✓ Preferences
   2282.2 ms  ✓ Requires
   2094.2 ms  ✓ Reexport
   2590.2 ms  ✓ OrderedCollections
   1893.0 ms  ✓ CompositionsBase
   2791.2 ms  ✓ DocStringExtensions
   2696.3 ms  ✓ AbstractTrees
   7379.0 ms  ✓ Bessels
   2588.2 ms  ✓ PtrArrays
   1897.7 ms  ✓ TaskLocalValues
   3890.7 ms  ✓ SpatialIndexing
   2277.1 ms  ✓ FastPower
   2199.6 ms  ✓ HashArrayMappedTries
   2620.0 ms  ✓ StableTasks
   2703.4 ms  ✓ Inflate
   1800.4 ms  ✓ PackageExtensionCompat
   3127.2 ms  ✓ VectorInterface
   2514.1 ms  ✓ ConstructionBase
   7396.2 ms  ✓ Distributed
   2103.0 ms  ✓ DataAPI
   2687.2 ms  ✓ Adapt
   3280.5 ms  ✓ EnzymeCore
   5420.6 ms  ✓ IrrationalConstants
   2093.5 ms  ✓ FastClosures
   2326.1 ms  ✓ SciMLPublic
   2417.1 ms  ✓ LoggingExtras
   2693.6 ms  ✓ ChunkSplitters
   2879.1 ms  ✓ StaticArraysCore
   2682.4 ms  ✓ BinaryHeaps
   2581.3 ms  ✓ NaNMath
   2206.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2905.7 ms  ✓ RuntimeGeneratedFunctions
   2502.2 ms  ✓ JLLWrappers
   2902.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  10103.4 ms  ✓ MacroTools
  12616.5 ms  ✓ Test
   2782.2 ms  ✓ PrecompileTools
   2226.2 ms  ✓ AliasTables
   3215.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1803.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2403.7 ms  ✓ ScopedValues
   4713.0 ms  ✓ HypergeometricFunctions
   2210.5 ms  ✓ Missings
   2212.6 ms  ✓ GPUArraysCore
   2322.7 ms  ✓ ArrayInterface
   5499.9 ms  ✓ DifferentiationInterface
   2898.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2091.1 ms  ✓ EnzymeCore → AdaptExt
   3697.5 ms  ✓ ProgressMeter
   2596.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2585.2 ms  ✓ SciMLLogging
   2703.3 ms  ✓ DiffResults
   2485.0 ms  ✓ Rmath_jll
   3384.2 ms  ✓ LogExpFunctions
   8076.3 ms  ✓ TimerOutputs
   2307.6 ms  ✓ TruncatedStacktraces
   2573.0 ms  ✓ FFTW_jll
   2801.5 ms  ✓ IntelOpenMP_jll
   2413.9 ms  ✓ CommonSubexpressions
   2724.7 ms  ✓ OpenSpecFun_jll
   3089.1 ms  ✓ oneTBB_jll
   8090.9 ms  ✓ DataStructures
   6617.3 ms  ✓ KrylovKit
   2691.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3490.7 ms  ✓ SimpleTraits
   2013.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2205.7 ms  ✓ ArrayInterface → ArrayInterfaceFillArraysExt
   3394.8 ms  ✓ MuladdMacro
   2113.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
