nice: cannot set niceness: Permission denied
Precompiling packages...
   1431.9 ms  ✓ UUIDs
   1433.2 ms  ✓ Logging
   1521.3 ms  ✓ Zlib_jll
   1542.5 ms  ✓ Unicode
   1639.4 ms  ✓ OpenSSL_jll
   1620.2 ms  ✓ nghttp2_jll
   1635.1 ms  ✓ NetworkOptions
   1638.8 ms  ✓ MozillaCACerts_jll
   1689.9 ms  ✓ CompilerSupportLibraries_jll
   1798.8 ms  ✓ Base64
    474.6 ms  ✓ LibSSH2_jll
    561.3 ms  ✓ p7zip_jll
    745.4 ms  ✓ Printf
    537.1 ms  ✓ LibGit2_jll
    548.6 ms  ✓ LibCURL_jll
   3261.9 ms  ✓ ArgTools
    727.3 ms  ✓ LibCURL
    615.5 ms  ✓ Tar
   3010.3 ms  ✓ Dates
   2970.4 ms  ✓ LibGit2
    423.6 ms  ✓ TOML
   3010.2 ms  ✓ Downloads
   9195.3 ms  ✓ StyledStrings
   1651.0 ms  ✓ JuliaSyntaxHighlighting
   3729.9 ms  ✓ Markdown
  46007.7 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2322.3 ms  ✓ IteratorInterfaceExtensions
   2415.5 ms  ✓ ConcreteStructs
   2436.8 ms  ✓ Future
   2518.1 ms  ✓ StatsAPI
   2641.7 ms  ✓ MuladdMacro
   2734.5 ms  ✓ ExprTools
   2935.8 ms  ✓ PositiveFactorizations
   3331.7 ms  ✓ AbstractFFTs
   3722.2 ms  ✓ Serialization
   4113.3 ms  ✓ ADTypes
   2311.4 ms  ✓ CommonSolve
   2519.4 ms  ✓ OpenLibm_jll
   2628.6 ms  ✓ InverseFunctions
   5423.6 ms  ✓ FillArrays
   5430.1 ms  ✓ InitialValues
   2780.1 ms  ✓ SuiteSparse_jll
   3200.7 ms  ✓ IterTools
   3484.6 ms  ✓ Statistics
   2609.0 ms  ✓ ManualMemory
   6029.8 ms  ✓ Combinatorics
   2707.8 ms  ✓ EnumX
   2204.2 ms  ✓ SIMDTypes
   2782.3 ms  ✓ Reexport
   2574.4 ms  ✓ CompositionsBase
   2598.9 ms  ✓ Mmap
   4405.7 ms  ✓ Requires
   3179.1 ms  ✓ DocStringExtensions
   3128.8 ms  ✓ AbstractTrees
   2618.7 ms  ✓ PtrArrays
   4780.6 ms  ✓ SpatialIndexing
   2598.0 ms  ✓ FastPower
   2505.9 ms  ✓ TaskLocalValues
  10637.4 ms  ✓ FunctionWrappers
   3084.8 ms  ✓ HashArrayMappedTries
   2193.2 ms  ✓ CPUTime
  11015.9 ms  ✓ Bessels
   2583.6 ms  ✓ IfElse
   2621.5 ms  ✓ StableTasks
   2822.1 ms  ✓ CommonWorldInvalidations
   3802.0 ms  ✓ EnzymeCore
   2796.6 ms  ✓ DataAPI
   2499.5 ms  ✓ FastClosures
   2802.0 ms  ✓ ChunkSplitters
   2790.8 ms  ✓ SciMLPublic
   2813.2 ms  ✓ StaticArraysCore
   2998.3 ms  ✓ LoggingExtras
  10279.9 ms  ✓ OrderedCollections
   3788.4 ms  ✓ Preferences
   4118.0 ms  ✓ CpuId
  15712.8 ms  ✓ ExproniconLite
   2109.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8797.5 ms  ✓ ConstructionBase
   5194.0 ms  ✓ LazyArtifacts
   2486.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2471.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2423.0 ms  ✓ FunctionWrappersWrappers
   2995.8 ms  ✓ Adapt
   3111.6 ms  ✓ AliasTables
  15079.7 ms  ✓ IrrationalConstants
  18478.9 ms  ✓ MacroTools
   3120.9 ms  ✓ ScopedValues
  10104.3 ms  ✓ Compat
   8686.2 ms  ✓ RuntimeGeneratedFunctions
   2670.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2412.5 ms  ✓ DiffResults
   9575.5 ms  ✓ NaNMath
  12703.2 ms  ✓ InteractiveUtils
   2290.4 ms  ✓ PrecompileTools
   3309.4 ms  ✓ JLLWrappers
   3170.9 ms  ✓ SciMLLogging
   2410.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  12313.2 ms  ✓ DifferentiationInterface
   2994.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2312.3 ms  ✓ EnzymeCore → AdaptExt
   2981.1 ms  ✓ GPUArraysCore
  11906.8 ms  ✓ Distances
  11215.9 ms  ✓ ThreadingUtilities
   2415.8 ms  ✓ Compat → CompatLinearAlgebraExt
   2908.7 ms  ✓ CommonSubexpressions
   3323.2 ms  ✓ LogExpFunctions
  16181.2 ms  ✓ Distributed
   3384.5 ms  ✓ TruncatedStacktraces
   8921.9 ms  ✓ Missings
   8701.0 ms  ✓ DataStructures
   3973.6 ms  ✓ Rmath_jll
  10202.2 ms  ✓ Jieko
  20102.4 ms  ✓ TimerOutputs
   3625.8 ms  ✓ OpenSpecFun_jll
  10521.6 ms  ✓ ArrayInterface
   4920.8 ms  ✓ FFTW_jll
