nice: cannot set niceness: Permission denied
Precompiling packages...
   1960.5 ms  ✓ LazyArtifacts
   2040.7 ms  ✓ IteratorInterfaceExtensions
   2149.8 ms  ✓ MuladdMacro
   2161.8 ms  ✓ ConcreteStructs
   2251.9 ms  ✓ StatsAPI
   2254.9 ms  ✓ ExprTools
   2340.9 ms  ✓ PositiveFactorizations
   2841.6 ms  ✓ ADTypes
   2968.3 ms  ✓ AbstractFFTs
   3809.2 ms  ✓ Combinatorics
   1730.2 ms  ✓ OpenLibm_jll
   3843.8 ms  ✓ FunctionWrappers
   3922.0 ms  ✓ InitialValues
   4125.7 ms  ✓ FillArrays
   2195.3 ms  ✓ InverseFunctions
   2193.6 ms  ✓ CommonSolve
   2307.5 ms  ✓ CompilerSupportLibraries_jll
   2127.0 ms  ✓ SuiteSparse_jll
   2805.6 ms  ✓ IterTools
   2374.8 ms  ✓ SafeTestsets
   2182.5 ms  ✓ ManualMemory
   1626.6 ms  ✓ SIMDTypes
   2525.0 ms  ✓ Compat
   2205.0 ms  ✓ EnumX
   1975.7 ms  ✓ Reexport
   2593.1 ms  ✓ Requires
   2817.7 ms  ✓ OrderedCollections
   3091.1 ms  ✓ Preferences
   7503.9 ms  ✓ Bessels
   7834.0 ms  ✓ ExproniconLite
   2876.3 ms  ✓ DocStringExtensions
   2698.9 ms  ✓ AbstractTrees
   1891.6 ms  ✓ CompositionsBase
   1796.6 ms  ✓ FastPower
   3917.8 ms  ✓ SpatialIndexing
   2100.0 ms  ✓ PtrArrays
   1722.3 ms  ✓ TaskLocalValues
   2085.8 ms  ✓ HashArrayMappedTries
   2378.4 ms  ✓ StableTasks
   1921.1 ms  ✓ IfElse
   3277.5 ms  ✓ CpuId
   2018.0 ms  ✓ DataAPI
   2722.3 ms  ✓ VectorInterface
   2004.8 ms  ✓ PackageExtensionCompat
   2307.0 ms  ✓ CommonWorldInvalidations
   2616.3 ms  ✓ ConstructionBase
   2894.7 ms  ✓ EnzymeCore
   2493.2 ms  ✓ FastClosures
   5429.6 ms  ✓ IrrationalConstants
   2798.8 ms  ✓ LoggingExtras
   3168.9 ms  ✓ ChunkSplitters
   9400.9 ms  ✓ Distributed
   2618.0 ms  ✓ SciMLPublic
   2798.2 ms  ✓ StaticArraysCore
  12653.4 ms  ✓ Test
   2630.5 ms  ✓ NaNMath
   2679.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3023.9 ms  ✓ RuntimeGeneratedFunctions
   2195.3 ms  ✓ Compat → CompatLinearAlgebraExt
   2196.4 ms  ✓ Adapt
  10687.0 ms  ✓ MacroTools
   2103.1 ms  ✓ PrecompileTools
   2225.3 ms  ✓ JLLWrappers
   2008.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2097.1 ms  ✓ DiffResults
   4500.8 ms  ✓ DifferentiationInterface
   4084.3 ms  ✓ ThreadingUtilities
   1815.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2094.6 ms  ✓ ScopedValues
   2105.8 ms  ✓ Missings
   1918.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2384.7 ms  ✓ SciMLLogging
   3000.6 ms  ✓ LogExpFunctions
   2202.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2117.9 ms  ✓ ArrayInterface
   2592.0 ms  ✓ AliasTables
   2374.4 ms  ✓ GPUArraysCore
   2388.7 ms  ✓ EnzymeCore → AdaptExt
   3168.6 ms  ✓ ProgressMeter
   2592.6 ms  ✓ TruncatedStacktraces
   7190.9 ms  ✓ DataStructures
   8308.8 ms  ✓ TimerOutputs
   2509.3 ms  ✓ CommonSubexpressions
   6089.4 ms  ✓ KrylovKit
   7791.0 ms  ✓ Jieko
   2388.7 ms  ✓ Rmath_jll
   2313.5 ms  ✓ IntelOpenMP_jll
   5183.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2699.3 ms  ✓ oneTBB_jll
   2504.5 ms  ✓ FFTW_jll
   2314.3 ms  ✓ OpenSpecFun_jll
   3305.9 ms  ✓ Static
   2075.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1717.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1697.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2493.7 ms  ✓ FastBroadcast
   1915.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3192.1 ms  ✓ MaybeInplace
   2999.7 ms  ✓ SciMLStructures
   5818.4 ms  ✓ RecipesBase
   2404.7 ms  ✓ SortingAlgorithms
   4925.4 ms  ✓ Setfield
   3275.7 ms  ✓ FunctionWrappersWrappers
   1800.7 ms  ✓ BitTwiddlingConvenienceFunctions
   3510.7 ms  ✓ QuadGK
   4414.3 ms  ✓ PreallocationTools
   2303.8 ms  ✓ MKL_jll
   1711.4 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   2712.8 ms  ✓ Rmath
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 2229781] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x28981a0->0x7b7ee95c4a30
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  14122.5 ms  ✓ SparseArrays
   2688.6 ms  ✓ FiniteDiff
   3399.5 ms  ✓ CPUSummary
   7870.9 ms  ✓ Accessors
   2376.4 ms  ✓ SuiteSparse
   2324.2 ms  ✓ Adapt → AdaptSparseArraysExt
   4408.5 ms  ✓ StaticArrayInterface
   2494.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2521.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2729.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2855.6 ms  ✓ Statistics
   2291.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2209.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1685.1 ms  ✓ CloseOpenIntervals
   1997.6 ms  ✓ PolyesterWeave
   1990.9 ms  ✓ Accessors → LinearAlgebraExt
   2200.6 ms  ✓ LayoutPointers
   2710.1 ms  ✓ PDMats
   2716.3 ms  ✓ Distances
   1919.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   2489.5 ms  ✓ BangBang
   9706.5 ms  ✓ SpecialFunctions
   2017.7 ms  ✓ FillArrays → FillArraysPDMatsExt
   2073.6 ms  ✓ Distances → DistancesSparseArraysExt
   2613.3 ms  ✓ StrideArraysCore
   3868.3 ms  ✓ SymbolicIndexingInterface
   2306.3 ms  ✓ OhMyThreads
   1995.6 ms  ✓ DiffRules
   5280.2 ms  ✓ SciMLOperators
   1906.1 ms  ✓ Polyester
   2679.1 ms  ✓ HypergeometricFunctions
   6306.8 ms  ✓ StatsBase
  22281.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2116.5 ms  ✓ OhMyThreads → MarkdownExt
   1922.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1902.6 ms  ✓ FastBroadcast → FastBroadcastPolyesterExt
   2127.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
MaybeInplaceSparseArraysExt Waiting for background task / IO / timer.
[pid 2230831] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x348a0c50->0x7a77ecc47730
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2488.8 ms  ✓ PDMats → StatsBaseExt
