nice: cannot set niceness: Permission denied
Precompiling packages...
    430.4 ms  ✓ CPUTime
    434.7 ms  ✓ Reexport
    568.9 ms  ✓ ConstructionBase
    469.3 ms  ✓ StatsAPI
    617.2 ms  ✓ IterTools
   1332.3 ms  ✓ IrrationalConstants
    475.6 ms  ✓ CommonSolve
   1066.5 ms  ✓ Combinatorics
    588.8 ms  ✓ StableTasks
    552.4 ms  ✓ StaticArraysCore
    619.3 ms  ✓ Statistics
    529.2 ms  ✓ ChunkSplitters
    444.0 ms  ✓ IfElse
    995.6 ms  ✓ SuiteSparse_jll
    475.2 ms  ✓ PtrArrays
    721.5 ms  ✓ EnzymeCore
    570.8 ms  ✓ Mmap
    463.1 ms  ✓ TaskLocalValues
    523.3 ms  ✓ ManualMemory
    533.8 ms  ✓ PositiveFactorizations
    505.0 ms  ✓ DataAPI
    458.2 ms  ✓ CommonWorldInvalidations
    434.2 ms  ✓ Future
    952.4 ms  ✓ SciMLPublic
    428.4 ms  ✓ FastPower
    528.4 ms  ✓ InverseFunctions
    434.4 ms  ✓ CompositionsBase
    634.9 ms  ✓ AbstractTrees
    499.3 ms  ✓ MuladdMacro
    725.0 ms  ✓ AbstractFFTs
    605.2 ms  ✓ EnumX
   2421.5 ms  ✓ ExproniconLite
   1433.1 ms  ✓ InitialValues
   6053.4 ms  ✓ MacroTools
    573.0 ms  ✓ ExprTools
    928.4 ms  ✓ OpenLibm_jll
    435.1 ms  ✓ ConcreteStructs
   1160.4 ms  ✓ FillArrays
    937.2 ms  ✓ SpatialIndexing
    691.0 ms  ✓ OrderedCollections
    509.8 ms  ✓ HashArrayMappedTries
    722.9 ms  ✓ ADTypes
    735.6 ms  ✓ Serialization
   1752.4 ms  ✓ Bessels
    687.7 ms  ✓ DocStringExtensions
    522.0 ms  ✓ FastClosures
    467.5 ms  ✓ SIMDTypes
    461.5 ms  ✓ IteratorInterfaceExtensions
    795.1 ms  ✓ Requires
    781.2 ms  ✓ CpuId
    604.6 ms  ✓ LoggingExtras
    598.2 ms  ✓ Compat
   1409.6 ms  ✓ InteractiveUtils
    901.7 ms  ✓ LazyArtifacts
    450.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    509.6 ms  ✓ DiffResults
    576.3 ms  ✓ AliasTables
   3989.4 ms  ✓ FunctionWrappers
    860.6 ms  ✓ Distances
    563.6 ms  ✓ Missings
    469.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    455.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2399.1 ms  ✓ Preferences
   1290.7 ms  ✓ ThreadingUtilities
    608.9 ms  ✓ CommonSubexpressions
    578.1 ms  ✓ NaNMath
    520.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    414.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    469.1 ms  ✓ ScopedValues
    443.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1116.1 ms  ✓ DifferentiationInterface
   2021.7 ms  ✓ Jieko
   1834.3 ms  ✓ DataStructures
    474.5 ms  ✓ RuntimeGeneratedFunctions
    687.3 ms  ✓ LogExpFunctions
    451.7 ms  ✓ Compat → CompatLinearAlgebraExt
    514.5 ms  ✓ Adapt
    421.7 ms  ✓ FunctionWrappersWrappers
   2675.0 ms  ✓ Distributed
    479.6 ms  ✓ PrecompileTools
   1643.3 ms  ✓ Setfield
    598.9 ms  ✓ JLLWrappers
    615.8 ms  ✓ SciMLLogging
    570.9 ms  ✓ TruncatedStacktraces
   2640.1 ms  ✓ Accessors
   4423.1 ms  ✓ SparseArrays
    680.4 ms  ✓ SortingAlgorithms
    441.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    612.9 ms  ✓ ArrayInterface
    962.7 ms  ✓ QuadGK
    602.1 ms  ✓ GPUArraysCore
    433.6 ms  ✓ EnzymeCore → AdaptExt
    818.6 ms  ✓ ProgressMeter
   1972.2 ms  ✓ RecipesBase
  10235.6 ms  ✓ Test
    855.8 ms  ✓ Rmath_jll
    868.4 ms  ✓ OpenSpecFun_jll
   1405.3 ms  ✓ IntelOpenMP_jll
  11071.9 ms  ✓ Moshi
    800.0 ms  ✓ FFTW_jll
   1473.7 ms  ✓ oneTBB_jll
    666.4 ms  ✓ Accessors → LinearAlgebraExt
    877.4 ms  ✓ Statistics → SparseArraysExt
    992.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
    824.4 ms  ✓ SuiteSparse
    890.6 ms  ✓ Distances → DistancesSparseArraysExt
    883.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    880.0 ms  ✓ Adapt → AdaptSparseArraysExt
    630.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    920.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    698.3 ms  ✓ SciMLStructures
    666.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    668.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1463.5 ms  ✓ PreallocationTools
  15395.6 ms  ✓ Parsers
    811.3 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  17045.0 ms  ✓ StaticArrays
    677.5 ms  ✓ Accessors → TestExt
    736.5 ms  ✓ Rmath
   1750.3 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    724.5 ms  ✓ BangBang
   1158.2 ms  ✓ MKL_jll
   2348.3 ms  ✓ SpecialFunctions
   1708.6 ms  ✓ SciMLOperators
   2770.0 ms  ✓ Roots
    992.6 ms  ✓ PDMats
   2575.3 ms  ✓ StatsBase
    860.6 ms  ✓ FiniteDiff
   1324.2 ms  ✓ SymbolicIndexingInterface
    772.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    745.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    741.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2182.2 ms  ✓ JSON
    859.9 ms  ✓ Adapt → AdaptStaticArraysExt
    848.5 ms  ✓ Accessors → StaticArraysExt
    780.8 ms  ✓ BangBang → BangBangStaticArraysExt
   1130.1 ms  ✓ OhMyThreads
    791.6 ms  ✓ DiffRules
   1290.0 ms  ✓ HypergeometricFunctions
    594.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    794.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    787.0 ms  ✓ FillArrays → FillArraysPDMatsExt
    766.6 ms  ✓ PDMats → StatsBaseExt
    789.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    740.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    647.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  28391.1 ms  ✓ Static
   1928.6 ms  ✓ RecursiveArrayTools
    585.5 ms  ✓ OhMyThreads → MarkdownExt
   2027.5 ms  ✓ StatsFuns
    697.2 ms  ✓ BitTwiddlingConvenienceFunctions
   5703.4 ms  ✓ NearestNeighbors
   1333.8 ms  ✓ CPUSummary
   5001.2 ms  ✓ ForwardDiff
   1090.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    702.4 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  13821.1 ms  ✓ FFTW
   1162.2 ms  ✓ Neighborhood
   2008.3 ms  ✓ Clustering
    817.0 ms  ✓ PolyesterWeave
   5780.5 ms  ✓ Distributions
  27375.3 ms  ✓ Polynomials
    789.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    560.9 ms  ✓ FastPower → FastPowerForwardDiffExt
    554.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    689.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    563.8 ms  ✓ Roots → RootsForwardDiffExt
    576.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1010.4 ms  ✓ StateSpaceSets
   1305.6 ms  ✓ Distributions → DistributionsTestExt
    953.3 ms  ✓ Polynomials → PolynomialsFFTWExt
    874.4 ms  ✓ NLSolversBase
  11464.9 ms  ✓ SciMLBase
   2000.9 ms  ✓ DelayEmbeddings
    916.6 ms  ✓ LineSearches
   2823.4 ms  ✓ DSP
   1212.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    906.6 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   4904.9 ms  ✓ BlackBoxOptim
   1288.9 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1801.0 ms  ✓ Wavelets
   2490.1 ms  ✓ Optim
  19136.3 ms  ✓ StaticArrayInterface
   3054.9 ms  ✓ ComplexityMeasures
    454.4 ms  ✓ CloseOpenIntervals
