nice: cannot set niceness: Permission denied
Precompiling packages...
   1432.9 ms  ✓ UUIDs
   1526.4 ms  ✓ Logging
   1607.0 ms  ✓ Unicode
   1678.1 ms  ✓ OpenSSL_jll
   1712.7 ms  ✓ MozillaCACerts_jll
   1727.0 ms  ✓ CompilerSupportLibraries_jll
   1725.1 ms  ✓ nghttp2_jll
   1725.6 ms  ✓ Zlib_jll
   1833.8 ms  ✓ NetworkOptions
   1906.7 ms  ✓ Base64
    575.8 ms  ✓ LibSSH2_jll
    626.0 ms  ✓ p7zip_jll
    751.1 ms  ✓ Printf
    462.8 ms  ✓ LibCURL_jll
    468.3 ms  ✓ LibGit2_jll
   3275.0 ms  ✓ ArgTools
    774.6 ms  ✓ LibCURL
    646.8 ms  ✓ Tar
   2939.1 ms  ✓ Dates
   2972.4 ms  ✓ LibGit2
    458.0 ms  ✓ TOML
   3079.7 ms  ✓ Downloads
   9169.6 ms  ✓ StyledStrings
   1627.4 ms  ✓ JuliaSyntaxHighlighting
   3787.2 ms  ✓ Markdown
  47010.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2447.9 ms  ✓ IteratorInterfaceExtensions
   2554.0 ms  ✓ MuladdMacro
   2741.1 ms  ✓ Future
   2750.3 ms  ✓ ConcreteStructs
   2751.4 ms  ✓ StatsAPI
   2852.1 ms  ✓ ExprTools
   2863.0 ms  ✓ PositiveFactorizations
   3650.1 ms  ✓ AbstractFFTs
   4234.4 ms  ✓ Serialization
   4348.2 ms  ✓ ADTypes
   2702.9 ms  ✓ OpenLibm_jll
   2414.8 ms  ✓ CommonSolve
   2815.5 ms  ✓ InverseFunctions
   5548.7 ms  ✓ FillArrays
   5720.3 ms  ✓ InitialValues
   3114.9 ms  ✓ SuiteSparse_jll
   6062.8 ms  ✓ Combinatorics
   3510.8 ms  ✓ Statistics
   2902.9 ms  ✓ ManualMemory
   4007.3 ms  ✓ IterTools
   2874.8 ms  ✓ EnumX
   2495.4 ms  ✓ SIMDTypes
   2758.2 ms  ✓ Reexport
   4602.9 ms  ✓ Requires
   2573.6 ms  ✓ CompositionsBase
   3581.3 ms  ✓ DocStringExtensions
   3206.3 ms  ✓ Mmap
   3659.0 ms  ✓ AbstractTrees
   2996.8 ms  ✓ PtrArrays
   2520.1 ms  ✓ FastPower
   5390.9 ms  ✓ SpatialIndexing
  10742.8 ms  ✓ Bessels
   2812.1 ms  ✓ HashArrayMappedTries
   2831.4 ms  ✓ TaskLocalValues
   3013.1 ms  ✓ StableTasks
   2608.1 ms  ✓ IfElse
  12352.8 ms  ✓ FunctionWrappers
   2799.7 ms  ✓ CommonWorldInvalidations
   3028.9 ms  ✓ CPUTime
   2599.9 ms  ✓ FastClosures
   2709.1 ms  ✓ DataAPI
   4424.9 ms  ✓ EnzymeCore
   2891.8 ms  ✓ ChunkSplitters
   3091.9 ms  ✓ StaticArraysCore
   3190.4 ms  ✓ SciMLPublic
   3384.2 ms  ✓ LoggingExtras
  11402.3 ms  ✓ OrderedCollections
  16547.0 ms  ✓ ExproniconLite
   4086.2 ms  ✓ Preferences
   4407.5 ms  ✓ CpuId
   2596.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5488.7 ms  ✓ LazyArtifacts
   2710.5 ms  ✓ FillArrays → FillArraysStatisticsExt
  11085.4 ms  ✓ ConstructionBase
   2911.2 ms  ✓ Adapt
  15295.3 ms  ✓ IrrationalConstants
   2911.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
