nice: cannot set niceness: Permission denied
Precompiling packages...
    411.2 ms  ✓ CPUTime
    416.9 ms  ✓ Reexport
    557.6 ms  ✓ ConstructionBase
    466.3 ms  ✓ StatsAPI
    615.4 ms  ✓ IterTools
   1359.1 ms  ✓ IrrationalConstants
    453.8 ms  ✓ CommonSolve
    581.0 ms  ✓ StableTasks
   1063.5 ms  ✓ Combinatorics
    547.9 ms  ✓ StaticArraysCore
    618.2 ms  ✓ Statistics
    514.5 ms  ✓ ChunkSplitters
    458.3 ms  ✓ IfElse
    862.9 ms  ✓ SuiteSparse_jll
    475.6 ms  ✓ PtrArrays
    724.4 ms  ✓ EnzymeCore
    461.8 ms  ✓ TaskLocalValues
    515.8 ms  ✓ Mmap
    499.7 ms  ✓ ManualMemory
    522.4 ms  ✓ PositiveFactorizations
    488.5 ms  ✓ DataAPI
    463.6 ms  ✓ CommonWorldInvalidations
    491.9 ms  ✓ Future
    967.7 ms  ✓ SciMLPublic
    525.9 ms  ✓ FastPower
    534.9 ms  ✓ CompositionsBase
    628.5 ms  ✓ InverseFunctions
   4725.2 ms  ✓ MacroTools
    704.5 ms  ✓ AbstractTrees
    474.4 ms  ✓ MuladdMacro
    593.7 ms  ✓ AbstractFFTs
    479.5 ms  ✓ EnumX
   2413.1 ms  ✓ ExproniconLite
   1236.6 ms  ✓ InitialValues
    705.3 ms  ✓ OpenLibm_jll
    508.0 ms  ✓ ExprTools
    420.5 ms  ✓ ConcreteStructs
   1097.5 ms  ✓ FillArrays
    911.9 ms  ✓ SpatialIndexing
    630.5 ms  ✓ OrderedCollections
    472.9 ms  ✓ HashArrayMappedTries
    699.1 ms  ✓ ADTypes
    677.5 ms  ✓ Serialization
   1817.2 ms  ✓ Bessels
    692.0 ms  ✓ DocStringExtensions
    493.7 ms  ✓ SIMDTypes
    507.6 ms  ✓ FastClosures
    424.0 ms  ✓ IteratorInterfaceExtensions
    778.4 ms  ✓ Requires
    793.1 ms  ✓ CpuId
    573.7 ms  ✓ LoggingExtras
    679.4 ms  ✓ Compat
   1499.8 ms  ✓ InteractiveUtils
   3139.8 ms  ✓ FunctionWrappers
    511.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    980.1 ms  ✓ LazyArtifacts
    481.5 ms  ✓ DiffResults
    762.8 ms  ✓ Distances
    501.6 ms  ✓ AliasTables
    535.4 ms  ✓ Missings
   1735.9 ms  ✓ Preferences
    458.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    469.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    594.0 ms  ✓ CommonSubexpressions
   1224.4 ms  ✓ ThreadingUtilities
    518.2 ms  ✓ FillArrays → FillArraysStatisticsExt
    555.1 ms  ✓ NaNMath
    475.5 ms  ✓ ScopedValues
    425.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    401.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1110.0 ms  ✓ DifferentiationInterface
   2040.8 ms  ✓ Jieko
   1821.6 ms  ✓ DataStructures
    460.4 ms  ✓ RuntimeGeneratedFunctions
    673.4 ms  ✓ LogExpFunctions
    495.6 ms  ✓ Adapt
    451.2 ms  ✓ Compat → CompatLinearAlgebraExt
    408.8 ms  ✓ FunctionWrappersWrappers
   2310.8 ms  ✓ Distributed
    529.1 ms  ✓ PrecompileTools
    569.8 ms  ✓ JLLWrappers
    626.6 ms  ✓ SciMLLogging
   1637.4 ms  ✓ Setfield
    600.0 ms  ✓ TruncatedStacktraces
    533.0 ms  ✓ SortingAlgorithms
   3997.4 ms  ✓ SparseArrays
    426.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    932.9 ms  ✓ QuadGK
    598.1 ms  ✓ ArrayInterface
    633.5 ms  ✓ GPUArraysCore
   2511.1 ms  ✓ Accessors
    492.3 ms  ✓ EnzymeCore → AdaptExt
    800.3 ms  ✓ ProgressMeter
   1933.0 ms  ✓ RecipesBase
   8596.1 ms  ✓ Test
    650.4 ms  ✓ Rmath_jll
    802.4 ms  ✓ OpenSpecFun_jll
   1399.1 ms  ✓ IntelOpenMP_jll
  10658.5 ms  ✓ Moshi
   1359.3 ms  ✓ oneTBB_jll
    724.9 ms  ✓ FFTW_jll
    623.4 ms  ✓ Statistics → SparseArraysExt
    828.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
    694.3 ms  ✓ SuiteSparse
    828.1 ms  ✓ Distances → DistancesSparseArraysExt
    848.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    613.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    870.0 ms  ✓ Adapt → AdaptSparseArraysExt
    615.7 ms  ✓ SciMLStructures
    843.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    603.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    610.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1323.1 ms  ✓ PreallocationTools
    699.7 ms  ✓ Accessors → LinearAlgebraExt
    804.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  15686.7 ms  ✓ StaticArrays
  15589.4 ms  ✓ Parsers
    701.5 ms  ✓ Accessors → TestExt
   1641.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    804.5 ms  ✓ Rmath
   1434.9 ms  ✓ MKL_jll
   1022.7 ms  ✓ PDMats
   2831.3 ms  ✓ SpecialFunctions
    813.9 ms  ✓ FiniteDiff
   2829.5 ms  ✓ StatsBase
    949.5 ms  ✓ BangBang
   1307.9 ms  ✓ SymbolicIndexingInterface
   2070.7 ms  ✓ SciMLOperators
    737.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    735.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    737.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    707.5 ms  ✓ Adapt → AdaptStaticArraysExt
    804.2 ms  ✓ Accessors → StaticArraysExt
   3434.7 ms  ✓ Roots
    766.5 ms  ✓ FillArrays → FillArraysPDMatsExt
   2101.5 ms  ✓ JSON
