nice: cannot set niceness: Permission denied
Precompiling packages...
    422.2 ms  ✓ CPUTime
    423.0 ms  ✓ Reexport
    556.7 ms  ✓ ConstructionBase
    470.9 ms  ✓ StatsAPI
    605.6 ms  ✓ IterTools
    447.5 ms  ✓ CommonSolve
   1372.6 ms  ✓ IrrationalConstants
   1037.6 ms  ✓ Combinatorics
    580.8 ms  ✓ StableTasks
    539.6 ms  ✓ StaticArraysCore
    628.6 ms  ✓ Statistics
    506.8 ms  ✓ ChunkSplitters
    444.9 ms  ✓ IfElse
    860.2 ms  ✓ SuiteSparse_jll
    451.5 ms  ✓ PtrArrays
    718.1 ms  ✓ EnzymeCore
    470.1 ms  ✓ TaskLocalValues
    518.5 ms  ✓ Mmap
    539.5 ms  ✓ ManualMemory
    562.3 ms  ✓ PositiveFactorizations
    493.4 ms  ✓ DataAPI
    428.8 ms  ✓ CommonWorldInvalidations
    875.8 ms  ✓ SciMLPublic
    407.8 ms  ✓ Future
    424.6 ms  ✓ FastPower
    431.1 ms  ✓ CompositionsBase
    520.1 ms  ✓ InverseFunctions
    691.8 ms  ✓ AbstractTrees
    523.7 ms  ✓ MuladdMacro
    582.7 ms  ✓ EnumX
    704.3 ms  ✓ AbstractFFTs
   2344.6 ms  ✓ ExproniconLite
   5542.6 ms  ✓ MacroTools
   1414.4 ms  ✓ InitialValues
    508.8 ms  ✓ ExprTools
    674.8 ms  ✓ OpenLibm_jll
    432.3 ms  ✓ ConcreteStructs
    937.1 ms  ✓ SpatialIndexing
   1103.1 ms  ✓ FillArrays
    656.8 ms  ✓ OrderedCollections
    512.0 ms  ✓ HashArrayMappedTries
    690.4 ms  ✓ ADTypes
   1769.3 ms  ✓ Bessels
    726.7 ms  ✓ Serialization
    668.6 ms  ✓ DocStringExtensions
    495.4 ms  ✓ FastClosures
    436.3 ms  ✓ SIMDTypes
    444.6 ms  ✓ IteratorInterfaceExtensions
    775.0 ms  ✓ Requires
    757.7 ms  ✓ CpuId
    571.9 ms  ✓ LoggingExtras
    579.6 ms  ✓ Compat
   1306.3 ms  ✓ InteractiveUtils
    884.1 ms  ✓ LazyArtifacts
    498.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    532.5 ms  ✓ DiffResults
    556.2 ms  ✓ AliasTables
   3777.5 ms  ✓ FunctionWrappers
    824.0 ms  ✓ Distances
    545.5 ms  ✓ Missings
   2138.2 ms  ✓ Preferences
    470.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    442.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1274.6 ms  ✓ ThreadingUtilities
    582.1 ms  ✓ CommonSubexpressions
    563.7 ms  ✓ NaNMath
    498.8 ms  ✓ FillArrays → FillArraysStatisticsExt
    464.6 ms  ✓ ScopedValues
    503.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    449.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2054.5 ms  ✓ Jieko
   1171.4 ms  ✓ DifferentiationInterface
   1851.8 ms  ✓ DataStructures
    450.1 ms  ✓ RuntimeGeneratedFunctions
    732.0 ms  ✓ LogExpFunctions
    582.8 ms  ✓ Adapt
    527.7 ms  ✓ Compat → CompatLinearAlgebraExt
   4108.2 ms  ✓ TimerOutputs
   2785.9 ms  ✓ Distributed
    482.9 ms  ✓ FunctionWrappersWrappers
    481.6 ms  ✓ PrecompileTools
    594.2 ms  ✓ JLLWrappers
   1542.9 ms  ✓ Setfield
    608.2 ms  ✓ SciMLLogging
    523.0 ms  ✓ TruncatedStacktraces
    544.7 ms  ✓ SortingAlgorithms
