nice: cannot set niceness: Permission denied
Precompiling packages...
    469.8 ms  ✓ Reexport
    468.9 ms  ✓ CPUTime
    600.9 ms  ✓ ConstructionBase
    466.3 ms  ✓ StatsAPI
    612.4 ms  ✓ IterTools
   1347.2 ms  ✓ IrrationalConstants
    484.1 ms  ✓ CommonSolve
    591.6 ms  ✓ StableTasks
   1073.0 ms  ✓ Combinatorics
    531.1 ms  ✓ StaticArraysCore
    652.6 ms  ✓ Statistics
    518.8 ms  ✓ ChunkSplitters
    441.8 ms  ✓ IfElse
    480.9 ms  ✓ PtrArrays
   1001.3 ms  ✓ SuiteSparse_jll
    740.9 ms  ✓ EnzymeCore
    556.4 ms  ✓ Mmap
    457.0 ms  ✓ TaskLocalValues
    529.2 ms  ✓ AliasTables
    547.3 ms  ✓ PositiveFactorizations
    506.1 ms  ✓ DataAPI
    460.3 ms  ✓ CommonWorldInvalidations
    428.5 ms  ✓ Future
    888.6 ms  ✓ SciMLPublic
    441.5 ms  ✓ FastPower
    457.6 ms  ✓ CompositionsBase
    553.9 ms  ✓ InverseFunctions
    687.2 ms  ✓ AbstractTrees
    520.5 ms  ✓ MuladdMacro
    751.0 ms  ✓ AbstractFFTs
    594.7 ms  ✓ EnumX
   2524.2 ms  ✓ ExproniconLite
   5793.9 ms  ✓ MacroTools
   1443.4 ms  ✓ InitialValues
    502.3 ms  ✓ ExprTools
    820.6 ms  ✓ OpenLibm_jll
    460.6 ms  ✓ ConcreteStructs
    941.2 ms  ✓ SpatialIndexing
   1128.1 ms  ✓ FillArrays
    671.3 ms  ✓ OrderedCollections
    498.4 ms  ✓ HashArrayMappedTries
    741.1 ms  ✓ ADTypes
   1770.6 ms  ✓ Bessels
    770.8 ms  ✓ Serialization
    694.7 ms  ✓ DocStringExtensions
    504.2 ms  ✓ FastClosures
    448.4 ms  ✓ SIMDTypes
    454.3 ms  ✓ IteratorInterfaceExtensions
    785.6 ms  ✓ Requires
    792.1 ms  ✓ CpuId
    593.3 ms  ✓ LoggingExtras
    607.6 ms  ✓ Compat
   1328.2 ms  ✓ InteractiveUtils
    464.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    897.9 ms  ✓ LazyArtifacts
    497.3 ms  ✓ DiffResults
    517.7 ms  ✓ ManualMemory
    600.8 ms  ✓ Missings
    830.8 ms  ✓ Distances
   4060.2 ms  ✓ FunctionWrappers
    515.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    462.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2424.6 ms  ✓ Preferences
    621.0 ms  ✓ CommonSubexpressions
    573.6 ms  ✓ NaNMath
    513.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    487.7 ms  ✓ ScopedValues
    457.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    500.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2077.4 ms  ✓ Jieko
   1798.8 ms  ✓ DataStructures
   1130.9 ms  ✓ DifferentiationInterface
    455.9 ms  ✓ RuntimeGeneratedFunctions
    689.9 ms  ✓ LogExpFunctions
    594.0 ms  ✓ Adapt
    576.6 ms  ✓ Compat → CompatLinearAlgebraExt
   4176.6 ms  ✓ TimerOutputs
   2809.9 ms  ✓ Distributed
    445.5 ms  ✓ FunctionWrappersWrappers
   1597.6 ms  ✓ Setfield
   1380.7 ms  ✓ ThreadingUtilities
    489.4 ms  ✓ PrecompileTools
    563.7 ms  ✓ JLLWrappers
   4477.0 ms  ✓ SparseArrays
    631.6 ms  ✓ SciMLLogging
    589.2 ms  ✓ TruncatedStacktraces
    561.3 ms  ✓ SortingAlgorithms
    449.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    998.6 ms  ✓ QuadGK
   2650.1 ms  ✓ Accessors
    678.6 ms  ✓ ArrayInterface
    440.4 ms  ✓ EnzymeCore → AdaptExt
    607.5 ms  ✓ GPUArraysCore
    811.6 ms  ✓ ProgressMeter
   1940.4 ms  ✓ RecipesBase
  10678.6 ms  ✓ Test
    817.1 ms  ✓ Rmath_jll
    851.4 ms  ✓ OpenSpecFun_jll
  10574.4 ms  ✓ Moshi
   1334.9 ms  ✓ IntelOpenMP_jll
    742.9 ms  ✓ FFTW_jll
   1337.3 ms  ✓ oneTBB_jll
    823.7 ms  ✓ Statistics → SparseArraysExt
   1013.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
    839.0 ms  ✓ SuiteSparse
    890.3 ms  ✓ Distances → DistancesSparseArraysExt
    891.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    887.1 ms  ✓ Adapt → AdaptSparseArraysExt
    714.8 ms  ✓ Accessors → LinearAlgebraExt
    619.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1080.6 ms  ✓ MaybeInplace
    893.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    988.6 ms  ✓ SciMLStructures
