nice: cannot set niceness: Permission denied
Precompiling packages...
   1523.6 ms  ✓ nghttp2_jll
   1524.2 ms  ✓ Unicode
   1628.7 ms  ✓ MozillaCACerts_jll
   1718.5 ms  ✓ Logging
   1710.9 ms  ✓ Zlib_jll
   1764.2 ms  ✓ OpenSSL_jll
   1808.8 ms  ✓ UUIDs
   1818.3 ms  ✓ CompilerSupportLibraries_jll
   1840.7 ms  ✓ NetworkOptions
   1944.8 ms  ✓ Base64
    537.1 ms  ✓ LibSSH2_jll
    816.1 ms  ✓ Printf
    592.8 ms  ✓ p7zip_jll
    479.8 ms  ✓ LibCURL_jll
    481.5 ms  ✓ LibGit2_jll
   3386.7 ms  ✓ ArgTools
    766.7 ms  ✓ LibCURL
    653.2 ms  ✓ Tar
   3048.7 ms  ✓ Dates
    462.4 ms  ✓ TOML
   3178.6 ms  ✓ LibGit2
   3106.6 ms  ✓ Downloads
   9439.3 ms  ✓ StyledStrings
   1736.8 ms  ✓ JuliaSyntaxHighlighting
   3924.5 ms  ✓ Markdown
  47450.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2328.7 ms  ✓ ConcreteStructs
   2402.0 ms  ✓ Future
   2405.9 ms  ✓ IteratorInterfaceExtensions
   2513.7 ms  ✓ MuladdMacro
   2523.1 ms  ✓ StatsAPI
   2784.5 ms  ✓ ExprTools
   3210.0 ms  ✓ PositiveFactorizations
   3414.1 ms  ✓ AbstractFFTs
   3918.8 ms  ✓ ADTypes
   3903.3 ms  ✓ Serialization
   2207.3 ms  ✓ CommonSolve
   2475.8 ms  ✓ OpenLibm_jll
   5214.5 ms  ✓ InitialValues
   3201.4 ms  ✓ Statistics
   5603.7 ms  ✓ FillArrays
   2838.0 ms  ✓ SuiteSparse_jll
   3222.5 ms  ✓ InverseFunctions
   5720.2 ms  ✓ Combinatorics
   3259.7 ms  ✓ IterTools
   2914.7 ms  ✓ ManualMemory
   2907.9 ms  ✓ EnumX
   2302.6 ms  ✓ SIMDTypes
   2482.6 ms  ✓ Reexport
   2694.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   2733.9 ms  ✓ CompositionsBase
   2999.7 ms  ✓ Mmap
   2402.1 ms  ✓ PtrArrays
   3501.5 ms  ✓ DocStringExtensions
   9952.1 ms  ✓ Bessels
   5217.3 ms  ✓ SpatialIndexing
   2483.4 ms  ✓ FastPower
   2609.5 ms  ✓ TaskLocalValues
   2770.7 ms  ✓ HashArrayMappedTries
   2689.0 ms  ✓ IfElse
   3184.8 ms  ✓ StableTasks
  11631.2 ms  ✓ FunctionWrappers
   3298.4 ms  ✓ VectorInterface
   3773.9 ms  ✓ EnzymeCore
   2530.5 ms  ✓ CommonWorldInvalidations
   2500.7 ms  ✓ PackageExtensionCompat
   2797.6 ms  ✓ DataAPI
   2583.2 ms  ✓ FastClosures
   2826.6 ms  ✓ ChunkSplitters
   2896.5 ms  ✓ SciMLPublic
   2817.0 ms  ✓ StaticArraysCore
  10582.8 ms  ✓ OrderedCollections
   3288.3 ms  ✓ LoggingExtras
  15970.5 ms  ✓ ExproniconLite
   3708.5 ms  ✓ Preferences
  12599.4 ms  ✓ DifferentiationInterface
   4733.4 ms  ✓ CpuId
   4403.5 ms  ✓ Requires
   5689.1 ms  ✓ LazyArtifacts
   9800.0 ms  ✓ ConstructionBase
   3235.8 ms  ✓ AbstractTrees
   2805.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  14199.1 ms  ✓ IrrationalConstants
   2691.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2879.1 ms  ✓ AliasTables
   2692.7 ms  ✓ ScopedValues
   2780.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   9896.9 ms  ✓ Compat
   2593.6 ms  ✓ DiffResults
   8985.6 ms  ✓ RuntimeGeneratedFunctions
  20116.3 ms  ✓ MacroTools
   9418.2 ms  ✓ NaNMath
   2518.8 ms  ✓ PrecompileTools
  13390.0 ms  ✓ InteractiveUtils
  10694.8 ms  ✓ Distances
   3619.7 ms  ✓ JLLWrappers
   2492.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2800.0 ms  ✓ Adapt
   3181.9 ms  ✓ SciMLLogging
   2681.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   7915.7 ms  ✓ KrylovKit
   2716.7 ms  ✓ Compat → CompatLinearAlgebraExt
   3558.4 ms  ✓ LogExpFunctions
   3499.0 ms  ✓ CommonSubexpressions
   3040.3 ms  ✓ TruncatedStacktraces
   8398.0 ms  ✓ DataStructures
  12597.5 ms  ✓ ThreadingUtilities
   9403.8 ms  ✓ Jieko
  11280.3 ms  ✓ Missings
   4459.5 ms  ✓ Rmath_jll
  17593.1 ms  ✓ Distributed
  19822.3 ms  ✓ TimerOutputs
   4302.4 ms  ✓ OpenSpecFun_jll
   4810.6 ms  ✓ FFTW_jll
   2799.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6791.9 ms  ✓ IntelOpenMP_jll
   3036.2 ms  ✓ EnzymeCore → AdaptExt
   3896.4 ms  ✓ GPUArraysCore
   6926.0 ms  ✓ oneTBB_jll
   9884.0 ms  ✓ RecipesBase
   2974.8 ms  ✓ SortingAlgorithms
   7031.9 ms  ✓ Setfield
   2011.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3699.8 ms  ✓ Rmath
   3707.9 ms  ✓ ProgressMeter
   8590.2 ms  ✓ ArrayInterface
   2198.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6203.6 ms  ✓ MKL_jll
   2309.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
  25904.4 ms  ✓ SparseArrays
   3097.4 ms  ✓ FastBroadcast
   3412.9 ms  ✓ MaybeInplace
  10794.7 ms  ✓ FunctionWrappersWrappers
  10291.8 ms  ✓ QuadGK
   3179.7 ms  ✓ SuiteSparse
   3204.4 ms  ✓ Statistics → SparseArraysExt
   3879.0 ms  ✓ FiniteDiff
  15966.9 ms  ✓ Accessors
   3187.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3194.8 ms  ✓ Distances → DistancesSparseArraysExt
   7501.0 ms  ✓ PreallocationTools
   3113.2 ms  ✓ Adapt → AdaptSparseArraysExt
   5171.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
  13411.4 ms  ✓ SpecialFunctions
   3010.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   9757.9 ms  ✓ SciMLStructures
   4118.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2897.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  23401.8 ms  ✓ Test
   3637.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3604.3 ms  ✓ Accessors → LinearAlgebraExt
   5629.6 ms  ✓ PDMats
   3598.0 ms  ✓ DiffRules
   3269.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3269.0 ms  ✓ Accessors → TestExt
   5710.8 ms  ✓ HypergeometricFunctions
   3393.5 ms  ✓ FillArrays → FillArraysPDMatsExt
   4533.4 ms  ✓ BangBang
   8201.2 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  10390.4 ms  ✓ NLSolversBase
  11105.3 ms  ✓ SymbolicIndexingInterface
  16496.0 ms  ✓ StatsBase
  41307.6 ms  ✓ StaticArrays
   4404.5 ms  ✓ PDMats → StatsBaseExt
  41275.7 ms  ✓ Static
  14895.2 ms  ✓ StatsFuns
  19007.8 ms  ✓ SciMLOperators
  14693.2 ms  ✓ OhMyThreads
   3194.4 ms  ✓ Adapt → AdaptStaticArraysExt
   3454.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
