nice: cannot set niceness: Permission denied
Precompiling packages...
   1918.3 ms  ✓ LazyArtifacts
   2018.8 ms  ✓ ConcreteStructs
   2023.1 ms  ✓ MuladdMacro
   2113.5 ms  ✓ IteratorInterfaceExtensions
   2118.9 ms  ✓ StatsAPI
   2222.3 ms  ✓ ExprTools
   2229.7 ms  ✓ PositiveFactorizations
   2928.2 ms  ✓ AbstractFFTs
   2980.7 ms  ✓ ADTypes
   3717.6 ms  ✓ FunctionWrappers
   1796.0 ms  ✓ CommonSolve
   3974.3 ms  ✓ Combinatorics
   2023.5 ms  ✓ OpenLibm_jll
   4001.7 ms  ✓ InitialValues
   2012.2 ms  ✓ CompilerSupportLibraries_jll
   2294.5 ms  ✓ InverseFunctions
   4398.4 ms  ✓ FillArrays
   2256.1 ms  ✓ SuiteSparse_jll
   2887.6 ms  ✓ IterTools
   2129.6 ms  ✓ ManualMemory
   2075.5 ms  ✓ EnumX
   1909.7 ms  ✓ Reexport
   2298.9 ms  ✓ Requires
   1841.3 ms  ✓ SIMDTypes
   2792.0 ms  ✓ OrderedCollections
   2798.6 ms  ✓ Compat
   2512.1 ms  ✓ DocStringExtensions
   3508.3 ms  ✓ Preferences
   7811.0 ms  ✓ Bessels
   2814.1 ms  ✓ AbstractTrees
   1980.5 ms  ✓ CompositionsBase
   1809.5 ms  ✓ FastPower
   8088.9 ms  ✓ ExproniconLite
   4188.7 ms  ✓ SpatialIndexing
   2190.6 ms  ✓ PtrArrays
   2277.4 ms  ✓ HashArrayMappedTries
   2107.7 ms  ✓ TaskLocalValues
   2402.4 ms  ✓ StableTasks
   2075.7 ms  ✓ DataAPI
   2295.8 ms  ✓ ConstructionBase
   1905.1 ms  ✓ FastClosures
   3093.3 ms  ✓ EnzymeCore
   2232.1 ms  ✓ CPUTime
   2508.2 ms  ✓ IfElse
   2393.9 ms  ✓ CommonWorldInvalidations
   8394.3 ms  ✓ Distributed
   2207.1 ms  ✓ ChunkSplitters
   2034.7 ms  ✓ SciMLPublic
   2915.3 ms  ✓ LoggingExtras
   6805.7 ms  ✓ IrrationalConstants
   2595.4 ms  ✓ StaticArraysCore
   2288.1 ms  ✓ FunctionWrappersWrappers
   2502.6 ms  ✓ RuntimeGeneratedFunctions
   2465.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2395.7 ms  ✓ Adapt
   2804.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  10395.7 ms  ✓ MacroTools
   3163.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2402.8 ms  ✓ Compat → CompatLinearAlgebraExt
  13999.5 ms  ✓ Test
   3400.2 ms  ✓ CpuId
   2586.2 ms  ✓ JLLWrappers
   2497.5 ms  ✓ PrecompileTools
   4302.4 ms  ✓ ThreadingUtilities
   2234.4 ms  ✓ ScopedValues
   2418.5 ms  ✓ AliasTables
   2308.7 ms  ✓ Missings
   2302.5 ms  ✓ NaNMath
   9198.6 ms  ✓ DataStructures
   2405.6 ms  ✓ SciMLLogging
   2188.4 ms  ✓ DiffResults
   2514.2 ms  ✓ ArrayInterface
   3215.3 ms  ✓ LogExpFunctions
   2794.5 ms  ✓ GPUArraysCore
   3932.5 ms  ✓ ProgressMeter
   2501.1 ms  ✓ EnzymeCore → AdaptExt
   2395.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2388.0 ms  ✓ TruncatedStacktraces
   2277.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2787.1 ms  ✓ CommonSubexpressions
   8283.0 ms  ✓ TimerOutputs
   5283.8 ms  ✓ DifferentiationInterface
   2689.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2695.4 ms  ✓ IntelOpenMP_jll
   2979.7 ms  ✓ Rmath_jll
   2618.7 ms  ✓ OpenSpecFun_jll
   3113.4 ms  ✓ oneTBB_jll
   3305.5 ms  ✓ FFTW_jll
   2310.7 ms  ✓ SortingAlgorithms
   8411.1 ms  ✓ Jieko
   5226.5 ms  ✓ Setfield
   3900.0 ms  ✓ Static
   2264.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5917.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2125.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2023.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   4300.4 ms  ✓ QuadGK
   2912.3 ms  ✓ SciMLStructures
   3910.7 ms  ✓ MaybeInplace
   2289.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   6296.7 ms  ✓ RecipesBase
   2924.8 ms  ✓ Rmath
   1604.4 ms  ✓ BitTwiddlingConvenienceFunctions
   2126.8 ms  ✓ MKL_jll
   4491.8 ms  ✓ PreallocationTools
   2192.3 ms  ✓ FiniteDiff
   2511.0 ms  ✓ CPUSummary
  15096.1 ms  ✓ SparseArrays
   3304.1 ms  ✓ StaticArrayInterface
   2014.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2186.6 ms  ✓ PolyesterWeave
   2292.2 ms  ✓ SuiteSparse
   7198.7 ms  ✓ Accessors
   2413.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2500.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2520.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2098.3 ms  ✓ CloseOpenIntervals
   2899.3 ms  ✓ Statistics
   2589.9 ms  ✓ LayoutPointers
   1607.2 ms  ✓ Accessors → LinearAlgebraExt
   1896.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2213.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   8913.2 ms  ✓ SpecialFunctions
   3023.0 ms  ✓ PDMats
   3616.1 ms  ✓ Distances
   3503.1 ms  ✓ StrideArraysCore
   2604.1 ms  ✓ Accessors → TestExt
   3602.7 ms  ✓ BangBang
   2788.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2689.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2629.5 ms  ✓ DiffRules
   2539.7 ms  ✓ Distances → DistancesSparseArraysExt
   2697.4 ms  ✓ FillArrays → FillArraysPDMatsExt
   5178.4 ms  ✓ SymbolicIndexingInterface
   4189.2 ms  ✓ HypergeometricFunctions
   2032.6 ms  ✓ Polyester
   7709.1 ms  ✓ StatsBase
   6891.2 ms  ✓ SciMLOperators
   3516.1 ms  ✓ OhMyThreads
   2274.1 ms  ✓ FastBroadcast
   2098.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2484.9 ms  ✓ PDMats → StatsBaseExt
   2997.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2692.5 ms  ✓ OhMyThreads → MarkdownExt
  11892.1 ms  ✓ Roots
   6885.5 ms  ✓ StatsFuns
   3125.3 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  27935.1 ms  ✓ StaticArrays
  21313.7 ms  ✓ FFTW
  12771.6 ms  ✓ ForwardDiff
   2413.4 ms  ✓ Adapt → AdaptStaticArraysExt
   2933.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3025.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4081.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
