nice: cannot set niceness: Permission denied
Precompiling packages...
    428.1 ms  ✓ CPUTime
    435.2 ms  ✓ Reexport
    574.2 ms  ✓ ConstructionBase
    481.6 ms  ✓ StatsAPI
    609.1 ms  ✓ IterTools
   1341.7 ms  ✓ IrrationalConstants
    468.3 ms  ✓ CommonSolve
   1049.1 ms  ✓ Combinatorics
    594.9 ms  ✓ StableTasks
    547.6 ms  ✓ StaticArraysCore
    635.0 ms  ✓ Statistics
    523.1 ms  ✓ ChunkSplitters
    449.2 ms  ✓ IfElse
    950.9 ms  ✓ SuiteSparse_jll
    465.0 ms  ✓ PtrArrays
    701.0 ms  ✓ EnzymeCore
    543.5 ms  ✓ Mmap
    462.0 ms  ✓ TaskLocalValues
    523.4 ms  ✓ ManualMemory
    538.8 ms  ✓ AliasTables
    493.7 ms  ✓ DataAPI
    447.6 ms  ✓ CommonWorldInvalidations
    420.2 ms  ✓ Future
    895.8 ms  ✓ SciMLPublic
    430.3 ms  ✓ FastPower
    446.4 ms  ✓ CompositionsBase
    537.0 ms  ✓ InverseFunctions
    676.9 ms  ✓ AbstractTrees
    541.1 ms  ✓ MuladdMacro
    729.1 ms  ✓ AbstractFFTs
    599.2 ms  ✓ EnumX
   2424.3 ms  ✓ ExproniconLite
   5624.9 ms  ✓ MacroTools
   1546.7 ms  ✓ InitialValues
    526.8 ms  ✓ ExprTools
    806.7 ms  ✓ OpenLibm_jll
    444.3 ms  ✓ ConcreteStructs
    945.6 ms  ✓ SpatialIndexing
   1121.2 ms  ✓ FillArrays
    666.9 ms  ✓ OrderedCollections
    496.3 ms  ✓ HashArrayMappedTries
    729.9 ms  ✓ ADTypes
    735.3 ms  ✓ Serialization
   1739.8 ms  ✓ Bessels
    700.5 ms  ✓ DocStringExtensions
    526.3 ms  ✓ FastClosures
    460.5 ms  ✓ SIMDTypes
    455.3 ms  ✓ IteratorInterfaceExtensions
    797.4 ms  ✓ Requires
    582.4 ms  ✓ LoggingExtras
    795.9 ms  ✓ CpuId
    608.8 ms  ✓ Compat
   1284.8 ms  ✓ InteractiveUtils
