nice: cannot set niceness: Permission denied
Precompiling packages...
    409.6 ms  ✓ CPUTime
    417.6 ms  ✓ Reexport
    566.1 ms  ✓ ConstructionBase
    468.5 ms  ✓ StatsAPI
    621.8 ms  ✓ IterTools
   1335.2 ms  ✓ IrrationalConstants
    492.8 ms  ✓ CommonSolve
   1053.9 ms  ✓ Combinatorics
    598.0 ms  ✓ StableTasks
    512.1 ms  ✓ StaticArraysCore
    635.4 ms  ✓ Statistics
    534.1 ms  ✓ ChunkSplitters
    467.6 ms  ✓ IfElse
    736.2 ms  ✓ EnzymeCore
   1015.3 ms  ✓ SuiteSparse_jll
    479.9 ms  ✓ PtrArrays
    561.1 ms  ✓ Mmap
    477.1 ms  ✓ TaskLocalValues
    524.8 ms  ✓ ManualMemory
    554.2 ms  ✓ PositiveFactorizations
    502.2 ms  ✓ DataAPI
    460.2 ms  ✓ CommonWorldInvalidations
    459.2 ms  ✓ Future
    433.5 ms  ✓ FastPower
   1013.2 ms  ✓ SciMLPublic
    531.2 ms  ✓ InverseFunctions
    437.3 ms  ✓ CompositionsBase
    612.2 ms  ✓ AbstractTrees
    468.9 ms  ✓ MuladdMacro
    650.3 ms  ✓ AbstractFFTs
   2378.1 ms  ✓ ExproniconLite
    540.1 ms  ✓ EnumX
   1347.1 ms  ✓ InitialValues
    620.4 ms  ✓ ExprTools
    997.2 ms  ✓ OpenLibm_jll
   6417.6 ms  ✓ MacroTools
   1229.3 ms  ✓ FillArrays
    448.1 ms  ✓ ConcreteStructs
   1026.4 ms  ✓ SpatialIndexing
    667.4 ms  ✓ OrderedCollections
    523.4 ms  ✓ HashArrayMappedTries
    726.6 ms  ✓ ADTypes
    729.4 ms  ✓ Serialization
   1825.3 ms  ✓ Bessels
    669.2 ms  ✓ DocStringExtensions
    560.7 ms  ✓ FastClosures
    473.8 ms  ✓ SIMDTypes
    456.4 ms  ✓ IteratorInterfaceExtensions
    801.7 ms  ✓ Requires
    761.7 ms  ✓ CpuId
    604.9 ms  ✓ LoggingExtras
    634.1 ms  ✓ Compat
   1449.3 ms  ✓ InteractiveUtils
    468.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    936.7 ms  ✓ LazyArtifacts
    484.9 ms  ✓ DiffResults
    531.0 ms  ✓ AliasTables
    796.7 ms  ✓ Distances
   4314.1 ms  ✓ FunctionWrappers
    595.5 ms  ✓ Missings
    531.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2405.1 ms  ✓ Preferences
   1354.2 ms  ✓ ThreadingUtilities
    501.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    563.2 ms  ✓ NaNMath
    619.3 ms  ✓ CommonSubexpressions
    511.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    486.7 ms  ✓ ScopedValues
    430.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    442.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2035.8 ms  ✓ Jieko
   1117.1 ms  ✓ DifferentiationInterface
   1863.5 ms  ✓ DataStructures
    486.2 ms  ✓ RuntimeGeneratedFunctions
    660.6 ms  ✓ LogExpFunctions
    508.3 ms  ✓ Adapt
    471.9 ms  ✓ Compat → CompatLinearAlgebraExt
    423.0 ms  ✓ FunctionWrappersWrappers
   2691.0 ms  ✓ Distributed
    555.2 ms  ✓ PrecompileTools
   1536.8 ms  ✓ Setfield
    607.1 ms  ✓ JLLWrappers
    676.5 ms  ✓ SciMLLogging
    561.5 ms  ✓ TruncatedStacktraces
    548.5 ms  ✓ SortingAlgorithms
   4314.3 ms  ✓ SparseArrays
    442.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    973.0 ms  ✓ QuadGK
    698.6 ms  ✓ ArrayInterface
   2550.6 ms  ✓ Accessors
    683.2 ms  ✓ GPUArraysCore
    444.2 ms  ✓ EnzymeCore → AdaptExt
    820.4 ms  ✓ ProgressMeter
   1949.6 ms  ✓ RecipesBase
