nice: cannot set niceness: Permission denied
Precompiling packages...
    456.8 ms  ✓ Reexport
    467.2 ms  ✓ CPUTime
    621.0 ms  ✓ ConstructionBase
    460.9 ms  ✓ StatsAPI
    630.4 ms  ✓ IterTools
   1390.6 ms  ✓ IrrationalConstants
    476.6 ms  ✓ CommonSolve
   1026.4 ms  ✓ Combinatorics
    589.2 ms  ✓ StableTasks
    522.8 ms  ✓ StaticArraysCore
    616.7 ms  ✓ Statistics
    526.7 ms  ✓ ChunkSplitters
    450.4 ms  ✓ IfElse
    986.4 ms  ✓ SuiteSparse_jll
    716.6 ms  ✓ EnzymeCore
    482.8 ms  ✓ PtrArrays
    557.7 ms  ✓ Mmap
    472.0 ms  ✓ TaskLocalValues
    503.3 ms  ✓ ManualMemory
    553.6 ms  ✓ PositiveFactorizations
    498.4 ms  ✓ DataAPI
    450.2 ms  ✓ CommonWorldInvalidations
    432.8 ms  ✓ Future
    421.4 ms  ✓ FastPower
   1037.9 ms  ✓ SciMLPublic
    539.7 ms  ✓ InverseFunctions
    440.7 ms  ✓ CompositionsBase
    615.6 ms  ✓ AbstractTrees
    530.0 ms  ✓ MuladdMacro
   2326.7 ms  ✓ ExproniconLite
    744.5 ms  ✓ AbstractFFTs
    596.4 ms  ✓ EnumX
   5934.5 ms  ✓ MacroTools
   1536.6 ms  ✓ InitialValues
    538.4 ms  ✓ ExprTools
    858.6 ms  ✓ OpenLibm_jll
   1137.1 ms  ✓ FillArrays
    426.5 ms  ✓ ConcreteStructs
    932.2 ms  ✓ SpatialIndexing
    671.9 ms  ✓ OrderedCollections
    510.2 ms  ✓ HashArrayMappedTries
    724.0 ms  ✓ ADTypes
    736.4 ms  ✓ Serialization
   1770.4 ms  ✓ Bessels
    681.2 ms  ✓ DocStringExtensions
    511.8 ms  ✓ FastClosures
    458.5 ms  ✓ SIMDTypes
    444.0 ms  ✓ IteratorInterfaceExtensions
    796.9 ms  ✓ Requires
    593.5 ms  ✓ LoggingExtras
    768.3 ms  ✓ CpuId
    606.0 ms  ✓ Compat
   1414.6 ms  ✓ InteractiveUtils
    460.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    900.6 ms  ✓ LazyArtifacts
    482.1 ms  ✓ DiffResults
    538.9 ms  ✓ AliasTables
    848.1 ms  ✓ Distances
   4061.8 ms  ✓ FunctionWrappers
    586.8 ms  ✓ Missings
    469.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2303.3 ms  ✓ Preferences
    498.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1319.4 ms  ✓ ThreadingUtilities
    617.6 ms  ✓ CommonSubexpressions
    556.1 ms  ✓ NaNMath
    502.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    461.8 ms  ✓ ScopedValues
    416.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    422.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1106.5 ms  ✓ DifferentiationInterface
