nice: cannot set niceness: Permission denied
Precompiling packages...
    401.2 ms  ✓ CPUTime
    406.7 ms  ✓ Reexport
    558.4 ms  ✓ ConstructionBase
    470.7 ms  ✓ StatsAPI
    608.1 ms  ✓ IterTools
   1328.2 ms  ✓ IrrationalConstants
    466.7 ms  ✓ CommonSolve
   1072.6 ms  ✓ Combinatorics
    617.3 ms  ✓ StableTasks
    543.4 ms  ✓ StaticArraysCore
    623.9 ms  ✓ Statistics
    520.8 ms  ✓ ChunkSplitters
    436.7 ms  ✓ IfElse
    869.9 ms  ✓ SuiteSparse_jll
    710.3 ms  ✓ EnzymeCore
    455.4 ms  ✓ PtrArrays
    549.2 ms  ✓ Mmap
    471.2 ms  ✓ TaskLocalValues
    512.2 ms  ✓ ManualMemory
    553.0 ms  ✓ PositiveFactorizations
    476.8 ms  ✓ DataAPI
    439.1 ms  ✓ CommonWorldInvalidations
    437.4 ms  ✓ Future
    881.0 ms  ✓ SciMLPublic
    464.4 ms  ✓ FastPower
    437.6 ms  ✓ CompositionsBase
    519.4 ms  ✓ InverseFunctions
    663.1 ms  ✓ AbstractTrees
    559.7 ms  ✓ MuladdMacro
    727.3 ms  ✓ AbstractFFTs
    625.0 ms  ✓ EnumX
   2457.4 ms  ✓ ExproniconLite
   5705.5 ms  ✓ MacroTools
   1413.5 ms  ✓ InitialValues
    496.9 ms  ✓ ExprTools
    658.5 ms  ✓ OpenLibm_jll
    431.6 ms  ✓ ConcreteStructs
    907.8 ms  ✓ SpatialIndexing
   1104.0 ms  ✓ FillArrays
    671.2 ms  ✓ OrderedCollections
    484.7 ms  ✓ HashArrayMappedTries
    726.4 ms  ✓ ADTypes
   1759.3 ms  ✓ Bessels
    729.9 ms  ✓ Serialization
    676.4 ms  ✓ DocStringExtensions
    475.8 ms  ✓ FastClosures
    436.1 ms  ✓ SIMDTypes
    458.2 ms  ✓ IteratorInterfaceExtensions
    775.0 ms  ✓ Requires
    764.7 ms  ✓ CpuId
    569.9 ms  ✓ LoggingExtras
    586.4 ms  ✓ Compat
   1301.7 ms  ✓ InteractiveUtils
    869.2 ms  ✓ LazyArtifacts
    501.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    483.0 ms  ✓ DiffResults
    548.3 ms  ✓ AliasTables
    828.9 ms  ✓ Distances
   3848.0 ms  ✓ FunctionWrappers
    558.0 ms  ✓ Missings
   2138.1 ms  ✓ Preferences
    446.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    454.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1304.1 ms  ✓ ThreadingUtilities
    583.0 ms  ✓ CommonSubexpressions
    557.5 ms  ✓ NaNMath
    491.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    449.2 ms  ✓ ScopedValues
    416.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    403.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2018.8 ms  ✓ Jieko
   1144.1 ms  ✓ DifferentiationInterface
   1832.7 ms  ✓ DataStructures
    455.9 ms  ✓ RuntimeGeneratedFunctions
    714.9 ms  ✓ LogExpFunctions
    575.9 ms  ✓ Adapt
    535.3 ms  ✓ Compat → CompatLinearAlgebraExt
   3990.5 ms  ✓ TimerOutputs
   2891.3 ms  ✓ Distributed
    481.2 ms  ✓ FunctionWrappersWrappers
    456.7 ms  ✓ PrecompileTools
    584.5 ms  ✓ JLLWrappers
   1523.4 ms  ✓ Setfield
    636.3 ms  ✓ SciMLLogging
    551.2 ms  ✓ TruncatedStacktraces
    548.4 ms  ✓ SortingAlgorithms
   4504.4 ms  ✓ SparseArrays
    415.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    938.0 ms  ✓ QuadGK
    655.8 ms  ✓ ArrayInterface
   2536.0 ms  ✓ Accessors
    635.5 ms  ✓ GPUArraysCore
    440.3 ms  ✓ EnzymeCore → AdaptExt
    807.8 ms  ✓ ProgressMeter
   1899.3 ms  ✓ RecipesBase
   9863.8 ms  ✓ Test
    760.8 ms  ✓ Rmath_jll
    828.3 ms  ✓ OpenSpecFun_jll
   1358.2 ms  ✓ IntelOpenMP_jll
  10797.5 ms  ✓ Moshi
    680.5 ms  ✓ FFTW_jll
   1205.6 ms  ✓ oneTBB_jll
    633.6 ms  ✓ Statistics → SparseArraysExt
    785.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
    763.8 ms  ✓ SuiteSparse
    851.0 ms  ✓ Distances → DistancesSparseArraysExt
    872.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    819.6 ms  ✓ Adapt → AdaptSparseArraysExt
    580.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    952.9 ms  ✓ MaybeInplace
    797.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    908.7 ms  ✓ SciMLStructures
  16324.2 ms  ✓ StaticArrays
  15845.2 ms  ✓ Parsers
    540.4 ms  ✓ Accessors → LinearAlgebraExt
   1714.9 ms  ✓ PreallocationTools
    442.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    441.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    627.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    665.8 ms  ✓ Accessors → TestExt
    901.4 ms  ✓ Rmath
   1543.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1438.3 ms  ✓ MKL_jll
    988.1 ms  ✓ PDMats
   3046.9 ms  ✓ SpecialFunctions
   2946.0 ms  ✓ StatsBase
    837.4 ms  ✓ FiniteDiff
    705.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    750.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    746.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    760.0 ms  ✓ FillArrays → FillArraysStaticArraysExt
    719.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    689.1 ms  ✓ Adapt → AdaptStaticArraysExt
    762.4 ms  ✓ Accessors → StaticArraysExt
    891.8 ms  ✓ BangBang
   2003.9 ms  ✓ JSON
   2017.8 ms  ✓ SciMLOperators
   1324.6 ms  ✓ SymbolicIndexingInterface
    777.5 ms  ✓ FillArrays → FillArraysPDMatsExt
   1206.4 ms  ✓ HypergeometricFunctions
    768.2 ms  ✓ DiffRules
   3672.5 ms  ✓ Roots
    879.8 ms  ✓ PDMats → StatsBaseExt
  27059.9 ms  ✓ Static
    626.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    587.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    513.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    634.9 ms  ✓ BangBang → BangBangStaticArraysExt
    885.2 ms  ✓ OhMyThreads
    564.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    793.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2014.6 ms  ✓ StatsFuns
   6324.1 ms  ✓ NearestNeighbors
    801.0 ms  ✓ BitTwiddlingConvenienceFunctions
   6520.4 ms  ✓ RecursiveArrayTools
   1574.1 ms  ✓ CPUSummary
    822.1 ms  ✓ OhMyThreads → MarkdownExt
   5779.7 ms  ✓ ForwardDiff
  27658.2 ms  ✓ Polynomials
    611.0 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  14771.5 ms  ✓ FFTW
   1056.6 ms  ✓ Neighborhood
    695.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    529.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1700.8 ms  ✓ Clustering
    673.2 ms  ✓ PolyesterWeave
