nice: cannot set niceness: Permission denied
Precompiling packages...
    477.3 ms  ✓ Reexport
    485.2 ms  ✓ CPUTime
    625.2 ms  ✓ ConstructionBase
    472.6 ms  ✓ StatsAPI
    623.6 ms  ✓ IterTools
   1409.2 ms  ✓ IrrationalConstants
    467.3 ms  ✓ CommonSolve
   1042.3 ms  ✓ Combinatorics
    600.1 ms  ✓ StableTasks
    532.5 ms  ✓ StaticArraysCore
    633.6 ms  ✓ Statistics
    523.7 ms  ✓ ChunkSplitters
    442.0 ms  ✓ IfElse
    973.3 ms  ✓ SuiteSparse_jll
    711.2 ms  ✓ EnzymeCore
    472.6 ms  ✓ PtrArrays
    557.1 ms  ✓ Mmap
    473.2 ms  ✓ TaskLocalValues
    527.7 ms  ✓ ManualMemory
    537.6 ms  ✓ PositiveFactorizations
    505.9 ms  ✓ DataAPI
    436.7 ms  ✓ CommonWorldInvalidations
    423.4 ms  ✓ Future
    871.5 ms  ✓ SciMLPublic
    441.3 ms  ✓ FastPower
    470.3 ms  ✓ CompositionsBase
    540.8 ms  ✓ InverseFunctions
    647.2 ms  ✓ AbstractTrees
    527.2 ms  ✓ MuladdMacro
    754.9 ms  ✓ AbstractFFTs
   2438.2 ms  ✓ ExproniconLite
    591.4 ms  ✓ EnumX
   5766.9 ms  ✓ MacroTools
   1451.0 ms  ✓ InitialValues
    524.2 ms  ✓ ExprTools
    799.4 ms  ✓ OpenLibm_jll
    451.1 ms  ✓ ConcreteStructs
    943.2 ms  ✓ SpatialIndexing
   1113.9 ms  ✓ FillArrays
    661.3 ms  ✓ OrderedCollections
    508.7 ms  ✓ HashArrayMappedTries
    721.6 ms  ✓ ADTypes
   1754.7 ms  ✓ Bessels
    746.6 ms  ✓ Serialization
    696.4 ms  ✓ DocStringExtensions
    516.8 ms  ✓ FastClosures
    470.1 ms  ✓ SIMDTypes
    455.4 ms  ✓ IteratorInterfaceExtensions
    753.2 ms  ✓ Requires
    787.9 ms  ✓ CpuId
    580.4 ms  ✓ LoggingExtras
    607.6 ms  ✓ Compat
   1399.7 ms  ✓ InteractiveUtils
    906.9 ms  ✓ LazyArtifacts
    475.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    493.2 ms  ✓ DiffResults
    574.0 ms  ✓ AliasTables
    851.0 ms  ✓ Distances
   3933.9 ms  ✓ FunctionWrappers
    532.8 ms  ✓ Missings
    445.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    466.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2360.0 ms  ✓ Preferences
   1292.8 ms  ✓ ThreadingUtilities
    598.9 ms  ✓ CommonSubexpressions
    539.9 ms  ✓ NaNMath
    507.8 ms  ✓ FillArrays → FillArraysStatisticsExt
    483.0 ms  ✓ ScopedValues
    424.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    484.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2032.2 ms  ✓ Jieko
   1132.6 ms  ✓ DifferentiationInterface
   1841.3 ms  ✓ DataStructures
    482.2 ms  ✓ RuntimeGeneratedFunctions
    735.0 ms  ✓ LogExpFunctions
    608.9 ms  ✓ Adapt
    560.5 ms  ✓ Compat → CompatLinearAlgebraExt
   4048.1 ms  ✓ TimerOutputs
   2802.8 ms  ✓ Distributed
    494.4 ms  ✓ FunctionWrappersWrappers
    472.5 ms  ✓ PrecompileTools
   1660.2 ms  ✓ Setfield
    607.5 ms  ✓ JLLWrappers
    621.0 ms  ✓ SciMLLogging
    575.2 ms  ✓ TruncatedStacktraces
   4483.8 ms  ✓ SparseArrays
    556.5 ms  ✓ SortingAlgorithms
   2593.3 ms  ✓ Accessors
    505.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1041.0 ms  ✓ QuadGK
    620.3 ms  ✓ ArrayInterface
    601.9 ms  ✓ GPUArraysCore
    441.7 ms  ✓ EnzymeCore → AdaptExt
    814.7 ms  ✓ ProgressMeter
   1942.7 ms  ✓ RecipesBase
  10571.5 ms  ✓ Test
    821.5 ms  ✓ Rmath_jll
    857.1 ms  ✓ OpenSpecFun_jll
  10566.2 ms  ✓ Moshi
   1282.6 ms  ✓ IntelOpenMP_jll
    823.8 ms  ✓ FFTW_jll
   1319.6 ms  ✓ oneTBB_jll
    827.6 ms  ✓ Statistics → SparseArraysExt
    993.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
    872.1 ms  ✓ SuiteSparse
    878.6 ms  ✓ Distances → DistancesSparseArraysExt
    895.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    874.9 ms  ✓ Adapt → AdaptSparseArraysExt
    721.4 ms  ✓ Accessors → LinearAlgebraExt
    616.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    867.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1076.3 ms  ✓ MaybeInplace
    947.0 ms  ✓ SciMLStructures
  14966.0 ms  ✓ Parsers
    622.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1782.8 ms  ✓ PreallocationTools
    543.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
  16739.3 ms  ✓ StaticArrays
    716.7 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    624.6 ms  ✓ Accessors → TestExt
    750.3 ms  ✓ Rmath
   1675.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1159.4 ms  ✓ MKL_jll
    803.2 ms  ✓ PDMats
   2242.1 ms  ✓ SpecialFunctions
   2304.9 ms  ✓ StatsBase
    727.4 ms  ✓ BangBang
    710.7 ms  ✓ FiniteDiff
   1680.2 ms  ✓ SciMLOperators
   1167.0 ms  ✓ SymbolicIndexingInterface
    805.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3136.5 ms  ✓ Roots
    733.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    741.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2192.3 ms  ✓ JSON
    873.7 ms  ✓ FillArrays → FillArraysStaticArraysExt
    800.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    737.5 ms  ✓ Adapt → AdaptStaticArraysExt
    773.4 ms  ✓ Accessors → StaticArraysExt
    805.5 ms  ✓ FillArrays → FillArraysPDMatsExt
   1219.3 ms  ✓ HypergeometricFunctions
    794.8 ms  ✓ DiffRules
    791.8 ms  ✓ PDMats → StatsBaseExt
   1060.8 ms  ✓ OhMyThreads
    789.3 ms  ✓ BangBang → BangBangStaticArraysExt
    696.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    702.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    640.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    583.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    787.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  31321.3 ms  ✓ Static
   5699.1 ms  ✓ RecursiveArrayTools
   2881.0 ms  ✓ StatsFuns
   6511.8 ms  ✓ NearestNeighbors
    846.2 ms  ✓ OhMyThreads → MarkdownExt
    700.2 ms  ✓ BitTwiddlingConvenienceFunctions
   1458.1 ms  ✓ CPUSummary
  14622.1 ms  ✓ FFTW
    926.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    760.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   4919.0 ms  ✓ ForwardDiff
    694.7 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   1126.2 ms  ✓ Neighborhood
    780.3 ms  ✓ PolyesterWeave
   1987.6 ms  ✓ Clustering
    827.6 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  27360.5 ms  ✓ Polynomials
    512.7 ms  ✓ FastPower → FastPowerForwardDiffExt
    647.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    579.8 ms  ✓ Roots → RootsForwardDiffExt
   1328.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   5134.8 ms  ✓ Distributions
    626.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    969.9 ms  ✓ StateSpaceSets
    960.3 ms  ✓ Polynomials → PolynomialsFFTWExt
    851.9 ms  ✓ NLSolversBase
   1199.2 ms  ✓ Distributions → DistributionsTestExt
    871.7 ms  ✓ LineSearches
   2537.7 ms  ✓ DSP
   1860.3 ms  ✓ DelayEmbeddings
   4518.1 ms  ✓ BlackBoxOptim
   2661.7 ms  ✓ Optim
   1871.3 ms  ✓ Wavelets
  10688.0 ms  ✓ SciMLBase
   1003.8 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
