nice: cannot set niceness: Permission denied
Precompiling packages...
    435.0 ms  ✓ Reexport
    469.9 ms  ✓ StatsAPI
    583.7 ms  ✓ ConstructionBase
    432.0 ms  ✓ CommonSolve
    616.5 ms  ✓ IterTools
   1307.4 ms  ✓ IrrationalConstants
   1046.4 ms  ✓ Combinatorics
    595.7 ms  ✓ StableTasks
    658.2 ms  ✓ Statistics
    570.1 ms  ✓ StaticArraysCore
    533.5 ms  ✓ ChunkSplitters
    474.8 ms  ✓ IfElse
    709.3 ms  ✓ EnzymeCore
    940.5 ms  ✓ SuiteSparse_jll
    489.4 ms  ✓ PtrArrays
    540.3 ms  ✓ Mmap
    474.7 ms  ✓ TaskLocalValues
    550.1 ms  ✓ ManualMemory
    544.1 ms  ✓ PositiveFactorizations
    501.5 ms  ✓ DataAPI
    719.8 ms  ✓ SciMLPublic
    462.9 ms  ✓ CommonWorldInvalidations
    488.3 ms  ✓ Future
    521.3 ms  ✓ FastPower
    614.0 ms  ✓ InverseFunctions
    589.3 ms  ✓ CompositionsBase
   4512.9 ms  ✓ MacroTools
    668.9 ms  ✓ AbstractTrees
    476.1 ms  ✓ MuladdMacro
    625.8 ms  ✓ AbstractFFTs
   2262.5 ms  ✓ ExproniconLite
    509.5 ms  ✓ EnumX
   1193.8 ms  ✓ InitialValues
    728.3 ms  ✓ OpenLibm_jll
    507.6 ms  ✓ ExprTools
    457.0 ms  ✓ ConcreteStructs
   1064.9 ms  ✓ FillArrays
    950.3 ms  ✓ SpatialIndexing
    704.2 ms  ✓ OrderedCollections
    502.7 ms  ✓ HashArrayMappedTries
    733.7 ms  ✓ ADTypes
   1728.0 ms  ✓ Bessels
    734.1 ms  ✓ Serialization
    691.3 ms  ✓ DocStringExtensions
    543.9 ms  ✓ FastClosures
    463.7 ms  ✓ SIMDTypes
    486.6 ms  ✓ IteratorInterfaceExtensions
    803.7 ms  ✓ Requires
    795.2 ms  ✓ CpuId
    706.0 ms  ✓ LoggingExtras
    602.9 ms  ✓ Compat
   2737.2 ms  ✓ FunctionWrappers
   1456.7 ms  ✓ InteractiveUtils
    471.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1041.0 ms  ✓ LazyArtifacts
    505.8 ms  ✓ DiffResults
    801.5 ms  ✓ Distances
    537.2 ms  ✓ AliasTables
    544.6 ms  ✓ Missings
    457.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    590.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1972.6 ms  ✓ Preferences
   1117.9 ms  ✓ ThreadingUtilities
    604.8 ms  ✓ CommonSubexpressions
    557.9 ms  ✓ NaNMath
    532.6 ms  ✓ FillArrays → FillArraysStatisticsExt
    497.0 ms  ✓ ScopedValues
    450.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    482.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1900.1 ms  ✓ Jieko
   1122.9 ms  ✓ DifferentiationInterface
   1844.9 ms  ✓ DataStructures
    516.6 ms  ✓ RuntimeGeneratedFunctions
    756.1 ms  ✓ LogExpFunctions
    665.4 ms  ✓ Adapt
   3540.7 ms  ✓ TimerOutputs
    539.8 ms  ✓ Compat → CompatLinearAlgebraExt
    471.4 ms  ✓ FunctionWrappersWrappers
   2626.3 ms  ✓ Distributed
   1280.2 ms  ✓ Setfield
    603.8 ms  ✓ PrecompileTools
    662.0 ms  ✓ JLLWrappers
    848.3 ms  ✓ SciMLLogging
   4362.6 ms  ✓ SparseArrays
   2526.6 ms  ✓ Accessors
    915.4 ms  ✓ TruncatedStacktraces
    620.8 ms  ✓ SortingAlgorithms
    431.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    966.3 ms  ✓ QuadGK
    612.5 ms  ✓ ArrayInterface
    609.0 ms  ✓ GPUArraysCore
    454.7 ms  ✓ EnzymeCore → AdaptExt
    843.0 ms  ✓ ProgressMeter
   2117.3 ms  ✓ RecipesBase
   1093.9 ms  ✓ Rmath_jll
   8145.6 ms  ✓ Test
   1033.7 ms  ✓ OpenSpecFun_jll
   1434.3 ms  ✓ IntelOpenMP_jll
   1549.3 ms  ✓ oneTBB_jll
   1169.4 ms  ✓ FFTW_jll
    795.2 ms  ✓ Statistics → SparseArraysExt
    737.8 ms  ✓ SuiteSparse
    887.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   9960.8 ms  ✓ Moshi
    765.9 ms  ✓ Distances → DistancesSparseArraysExt
    727.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    628.8 ms  ✓ Adapt → AdaptSparseArraysExt
    625.4 ms  ✓ Accessors → LinearAlgebraExt
    458.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    842.2 ms  ✓ MaybeInplace
    773.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1071.1 ms  ✓ SciMLStructures
