nice: cannot set niceness: Permission denied
Precompiling packages...
   1945.4 ms  ✓ LazyArtifacts
   2019.6 ms  ✓ MuladdMacro
   2016.8 ms  ✓ IteratorInterfaceExtensions
   2027.6 ms  ✓ StatsAPI
   2113.0 ms  ✓ ExprTools
   2235.4 ms  ✓ ConcreteStructs
   2533.4 ms  ✓ PositiveFactorizations
   2713.3 ms  ✓ AbstractFFTs
   2941.8 ms  ✓ ADTypes
   3716.0 ms  ✓ FunctionWrappers
   3984.1 ms  ✓ Combinatorics
   1809.7 ms  ✓ CommonSolve
   3828.6 ms  ✓ InitialValues
   1898.9 ms  ✓ CompilerSupportLibraries_jll
   2107.0 ms  ✓ InverseFunctions
   4206.5 ms  ✓ FillArrays
   2213.1 ms  ✓ OpenLibm_jll
   2301.1 ms  ✓ SuiteSparse_jll
   2803.5 ms  ✓ IterTools
   2132.5 ms  ✓ ManualMemory
   1909.4 ms  ✓ EnumX
   1681.7 ms  ✓ SIMDTypes
   2389.6 ms  ✓ Requires
   2601.6 ms  ✓ Compat
   2314.8 ms  ✓ Reexport
   2984.9 ms  ✓ OrderedCollections
   3118.7 ms  ✓ Preferences
   7293.6 ms  ✓ ExproniconLite
   2710.0 ms  ✓ DocStringExtensions
   7590.6 ms  ✓ Bessels
   2607.2 ms  ✓ AbstractTrees
   1796.9 ms  ✓ PtrArrays
   1977.5 ms  ✓ CompositionsBase
   3778.1 ms  ✓ SpatialIndexing
   1976.5 ms  ✓ FastPower
   2197.3 ms  ✓ HashArrayMappedTries
   2104.7 ms  ✓ TaskLocalValues
   1816.7 ms  ✓ IfElse
   1804.4 ms  ✓ CommonWorldInvalidations
   7427.3 ms  ✓ Distributed
   3008.8 ms  ✓ CpuId
   2097.3 ms  ✓ PackageExtensionCompat
   2398.6 ms  ✓ ConstructionBase
   2311.9 ms  ✓ DataAPI
   3096.2 ms  ✓ VectorInterface
   2722.2 ms  ✓ FastClosures
   3501.0 ms  ✓ EnzymeCore
   2400.0 ms  ✓ ChunkSplitters
   5901.1 ms  ✓ IrrationalConstants
   2716.0 ms  ✓ LoggingExtras
   1998.1 ms  ✓ SciMLPublic
   2404.5 ms  ✓ RuntimeGeneratedFunctions
   2496.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3098.6 ms  ✓ StaticArraysCore
   2811.3 ms  ✓ NaNMath
  13127.0 ms  ✓ Test
   2014.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2115.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2290.5 ms  ✓ Adapt
  10730.9 ms  ✓ MacroTools
   2313.1 ms  ✓ JLLWrappers
   7494.8 ms  ✓ DataStructures
   3075.2 ms  ✓ SciMLLogging
   2038.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2191.3 ms  ✓ AliasTables
   4801.0 ms  ✓ DifferentiationInterface
   1993.0 ms  ✓ ScopedValues
   4008.1 ms  ✓ ThreadingUtilities
   1893.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2295.2 ms  ✓ Missings
   1993.3 ms  ✓ StableTasks
   1728.3 ms  ✓ PrecompileTools
   3227.5 ms  ✓ ProgressMeter
   1791.8 ms  ✓ DiffResults
   2176.5 ms  ✓ EnzymeCore → AdaptExt
   2518.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2396.5 ms  ✓ GPUArraysCore
   2504.9 ms  ✓ ArrayInterface
   3379.7 ms  ✓ LogExpFunctions
   2105.9 ms  ✓ TruncatedStacktraces
   2592.8 ms  ✓ CommonSubexpressions
   2602.7 ms  ✓ Rmath_jll
   2677.5 ms  ✓ IntelOpenMP_jll
   9208.1 ms  ✓ TimerOutputs
   2672.9 ms  ✓ oneTBB_jll
   6204.3 ms  ✓ KrylovKit
   2393.6 ms  ✓ SortingAlgorithms
   7890.1 ms  ✓ Jieko
   5314.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2895.4 ms  ✓ FFTW_jll
   2807.3 ms  ✓ OpenSpecFun_jll
   1980.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3897.1 ms  ✓ QuadGK
   1702.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1877.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2124.0 ms  ✓ FastBroadcast
   2824.3 ms  ✓ MaybeInplace
   1806.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3174.1 ms  ✓ Static
   2695.5 ms  ✓ SciMLStructures
   5817.5 ms  ✓ Setfield
   2714.9 ms  ✓ FunctionWrappersWrappers
  13419.5 ms  ✓ SparseArrays
   2476.8 ms  ✓ MKL_jll
   1729.2 ms  ✓ BitTwiddlingConvenienceFunctions
   2608.4 ms  ✓ Rmath
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 3470423] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2c652400->0x76b6d91c4a00
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   5664.1 ms  ✓ RecipesBase
   4527.1 ms  ✓ PreallocationTools
   1988.3 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   2603.6 ms  ✓ FiniteDiff
   3931.6 ms  ✓ CPUSummary
   2377.5 ms  ✓ Adapt → AdaptSparseArraysExt
   8675.7 ms  ✓ Accessors
   2510.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2706.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2982.0 ms  ✓ SuiteSparse
   2520.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   5022.4 ms  ✓ StaticArrayInterface
   3410.1 ms  ✓ Statistics
   1924.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1918.0 ms  ✓ PolyesterWeave
   1823.3 ms  ✓ Accessors → LinearAlgebraExt
   2204.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
