nice: cannot set niceness: Permission denied
Precompiling packages...
   1596.8 ms  ✓ nghttp2_jll
   1628.5 ms  ✓ OpenSSL_jll
   1599.4 ms  ✓ Logging
   1682.6 ms  ✓ Zlib_jll
   1688.7 ms  ✓ UUIDs
   1689.7 ms  ✓ NetworkOptions
   1686.4 ms  ✓ MozillaCACerts_jll
   1717.2 ms  ✓ Unicode
   1736.9 ms  ✓ CompilerSupportLibraries_jll
   1928.7 ms  ✓ Base64
    565.0 ms  ✓ LibSSH2_jll
    602.2 ms  ✓ p7zip_jll
    703.5 ms  ✓ Printf
    493.4 ms  ✓ LibCURL_jll
    495.1 ms  ✓ LibGit2_jll
   3236.5 ms  ✓ ArgTools
    770.9 ms  ✓ LibCURL
    667.4 ms  ✓ Tar
   2998.3 ms  ✓ Dates
   3130.1 ms  ✓ LibGit2
    448.2 ms  ✓ TOML
   3043.0 ms  ✓ Downloads
   9508.8 ms  ✓ StyledStrings
   1710.0 ms  ✓ JuliaSyntaxHighlighting
   3852.4 ms  ✓ Markdown
  46404.8 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2329.2 ms  ✓ Future
   2375.4 ms  ✓ IteratorInterfaceExtensions
   2471.6 ms  ✓ ExprTools
   2532.3 ms  ✓ StatsAPI
   2573.0 ms  ✓ MuladdMacro
   2660.6 ms  ✓ ConcreteStructs
   2770.7 ms  ✓ PositiveFactorizations
   3667.5 ms  ✓ AbstractFFTs
   4161.1 ms  ✓ Serialization
   4263.0 ms  ✓ ADTypes
   2636.5 ms  ✓ OpenLibm_jll
   2629.7 ms  ✓ CommonSolve
   5560.8 ms  ✓ FillArrays
   5640.6 ms  ✓ Combinatorics
   3287.0 ms  ✓ InverseFunctions
   5660.3 ms  ✓ InitialValues
   3012.5 ms  ✓ SuiteSparse_jll
   3208.0 ms  ✓ Statistics
   3797.0 ms  ✓ IterTools
   2705.5 ms  ✓ ManualMemory
   2792.2 ms  ✓ EnumX
   2330.6 ms  ✓ SIMDTypes
   2500.0 ms  ✓ Reexport
   4511.9 ms  ✓ Requires
   2412.4 ms  ✓ CompositionsBase
   2585.8 ms  ✓ PtrArrays
   3308.9 ms  ✓ AbstractTrees
   3296.6 ms  ✓ Mmap
   3768.8 ms  ✓ DocStringExtensions
   2703.8 ms  ✓ FastPower
  10457.3 ms  ✓ Bessels
   2605.3 ms  ✓ TaskLocalValues
   2997.0 ms  ✓ HashArrayMappedTries
   5804.6 ms  ✓ SpatialIndexing
  10972.2 ms  ✓ FunctionWrappers
   2432.7 ms  ✓ CPUTime
   2611.5 ms  ✓ IfElse
   2812.0 ms  ✓ Adapt
   2986.6 ms  ✓ StableTasks
   2832.9 ms  ✓ CommonWorldInvalidations
   2597.7 ms  ✓ FastClosures
   2702.3 ms  ✓ DataAPI
   2792.9 ms  ✓ ChunkSplitters
   3006.0 ms  ✓ SciMLPublic
   3098.4 ms  ✓ StaticArraysCore
   3095.2 ms  ✓ LoggingExtras
  10888.4 ms  ✓ OrderedCollections
   4095.1 ms  ✓ Preferences
   4395.6 ms  ✓ CpuId
  16569.8 ms  ✓ ExproniconLite
   2707.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2793.7 ms  ✓ DiffResults
   5266.4 ms  ✓ LazyArtifacts
   2791.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   9796.4 ms  ✓ ConstructionBase
  13704.4 ms  ✓ IrrationalConstants
   2684.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3003.3 ms  ✓ AliasTables
   2747.7 ms  ✓ ScopedValues
   3852.9 ms  ✓ EnzymeCore
   2703.5 ms  ✓ FunctionWrappersWrappers
   8810.0 ms  ✓ RuntimeGeneratedFunctions
  19462.3 ms  ✓ MacroTools
  10702.6 ms  ✓ Compat
   3989.3 ms  ✓ GPUArraysCore
   9596.3 ms  ✓ NaNMath
   3338.5 ms  ✓ JLLWrappers
   2616.8 ms  ✓ PrecompileTools
   3288.1 ms  ✓ SciMLLogging
   2893.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  12002.9 ms  ✓ DifferentiationInterface
  10697.1 ms  ✓ Distances
